fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_baldersont,results_shearera,results_stewartj,results_absentee_baldersont,results_absentee_shearera,results_absentee_stewartj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39041,Delaware,121814,0,165,165,Released as a separate subtotal as first report of the night,100,119091,>98%,>98% reported,edison,2,unknown,62675,68930,49568,3316,0,0,0,2020-11-16T15:48:24Z,15.89472,R+16,Balderson +16,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39049,Franklin,134578,0,179,191,Released as a separate subtotal as first report of the night,94,143578,94%,94% reported,edison,4,unknown,374078,52815,78074,3689,0,0,0,2020-11-16T15:48:24Z,18.76904,D+19,Shearer +19,democrat,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39089,Licking,90536,0,92,96,Released as a separate subtotal as first report of the night,95,94889,95%,95% reported,edison,2,unknown,45584,58712,28785,3039,0,0,0,2020-11-16T15:48:25Z,33.05536,R+33,Balderson +33,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39101,Marion,4697,0,10,11,Released as a separate subtotal as first report of the night,100,4697,>98%,>98% reported,edison,6,unknown,12346,3498,1063,136,0,0,0,2020-11-16T15:48:25Z,51.8416,R+52,Balderson +52,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39117,Morrow,17735,0,33,33,Merged into voters' home precincts and released with cumulative results,94,18953,94%,94% reported,edison,4,all,7283,13498,3691,546,0,0,0,2020-11-16T15:48:25Z,55.29743,R+55,Balderson +55,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39119,Muskingum,25740,0,41,45,Merged into voters' home precincts and released with cumulative results,92,28042,92%,92% reported,edison,2,unknown,22390,18132,6954,654,0,0,0,2020-11-16T15:48:26Z,43.42657,R+43,Balderson +43,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
39139,Richland,32008,21786,49,51,Merged into voters' home precincts and released with cumulative results,90,35622,90%,90% reported,edison,4,all,32970,20596,10297,1115,12956,8232,598,2020-11-16T15:48:26Z,32.17633,R+32,Balderson +32,republican,OH-G-H-12-2020-11-03,oh-house-general-district-012-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-12.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 12,U.S. House,H,likely-rep,12,District 12,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",427108,21786,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,569,592,96% reporting,96%,96,446000,edison,96%,96% reported,edison,republican,FALSE,2020-11-16T15:48:20Z,TRUE,13.52094,57749,R+14,Balderson +14,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604461264825
