fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_casee,results_curtisr,results_absentee_casee,results_absentee_curtisr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
15003,Honolulu,254433,11659,112,114,Released as a separate subtotal as first report of the night,98,259532,98%,98% reported,edison,2,unknown,256989,183245,71188,3957,7702,2020-11-16T15:48:32Z,44.04185,D+44,Case +44,democrat,HI-G-H-1-2020-11-03,hi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-hawaii.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,HI,hawaii,Hawaii,Hawaii,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",254433,11659,1,unknown,Polls close at 12 a.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T05:00:00.000Z,12 a.m.,112,114,98% reporting,98%,98,260000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-16T15:47:55Z,TRUE,44.04185,112057,D+44,Case +44,democrat,"","",0,0,1604485814362
