fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_websterd,results_cottrelld,results_absentee_websterd,results_absentee_cottrelld,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12017,Citrus,91109,71019,29,31,Released as a separate subtotal as first report of the night,93,98030,93%,93% reported,edison,4,some,76410,64293,26816,47465,23554,2020-11-16T15:48:21Z,41.13425,R+41,Webster +41,republican,FL-G-H-11-2020-11-03,fl-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-rep,11,District 11,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",475073,306800,4,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,191,197,97% reporting,97%,94,506000,edison,94%,94% reported,edison,republican,FALSE,2020-11-16T15:47:56Z,TRUE,33.44433,158885,R+33,Webster +33,republican,"","",0,0,1604451582230
12053,Hernando,106415,81068,32,32,Released as a separate subtotal as first report of the night,100,106254,>98%,>98% reported,edison,6,all,64893,68885,37530,49761,31307,2020-11-16T15:48:22Z,29.46483,R+29,Webster +29,republican,FL-G-H-11-2020-11-03,fl-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-rep,11,District 11,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",475073,306800,4,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,191,197,97% reporting,97%,94,506000,edison,94%,94% reported,edison,republican,FALSE,2020-11-16T15:47:56Z,TRUE,33.44433,158885,R+33,Webster +33,republican,"","",0,0,1604451582230
12069,Lake,93968,84115,50,50,Released as a precinct as first report of the night,100,93804,>98%,>98% reported,edison,6,all,141477,61012,32956,53635,30480,2020-11-16T17:22:57Z,29.85697,R+30,Webster +30,republican,FL-G-H-11-2020-11-03,fl-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-rep,11,District 11,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",475073,306800,4,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,191,197,97% reporting,97%,94,506000,edison,94%,94% reported,edison,republican,FALSE,2020-11-16T15:47:56Z,TRUE,33.44433,158885,R+33,Webster +33,republican,"","",0,0,1604451582230
12083,Marion,92947,70598,54,58,Released as a separate subtotal as first report of the night,100,92887,>98%,>98% reported,edison,6,all,131621,58948,33999,42068,28530,2020-11-16T17:17:29Z,26.84218,R+27,Webster +27,republican,FL-G-H-11-2020-11-03,fl-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-rep,11,District 11,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",475073,306800,4,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,191,197,97% reporting,97%,94,506000,edison,94%,94% reported,edison,republican,FALSE,2020-11-16T15:47:56Z,TRUE,33.44433,158885,R+33,Webster +33,republican,"","",0,0,1604451582230
12119,Sumter,90634,0,26,26,Merged into voters' home precincts and released with cumulative results,96,94297,96%,96% reported,edison,2,some,71187,63841,26793,0,0,2020-11-16T15:48:33Z,40.87649,R+41,Webster +41,republican,FL-G-H-11-2020-11-03,fl-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-rep,11,District 11,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",475073,306800,4,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,191,197,97% reporting,97%,94,506000,edison,94%,94% reported,edison,republican,FALSE,2020-11-16T15:47:56Z,TRUE,33.44433,158885,R+33,Webster +33,republican,"","",0,0,1604451582230
