fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
42001,Adams,56627,0,50,50,Merged into voters' home precincts and released with cumulative results,100,56000,>98%,>98% reported,edison,4,none,,3456,,,18250,37563,814,,0,0,0,,2020-11-11T03:25:33Z,34.10564,R+34,Trump +34,republican,34.10564,47990,35.8,42457,27.5,pennsylvania,2020-11-12T00:36:12.104310Z
42003,Allegheny,707837,342404,1241,1323,Merged into voters' home precincts and released with cumulative results,98,725000,98%,98% reported,edison,4,unknown,,44826,,,421004,275955,8160,2718,272833,66496,3075,0,2020-11-11T23:08:53Z,20.49186,D+20,Biden +20,democrat,-20.49186,657189,-16.5,622081,-14.57,pennsylvania,2020-11-12T00:36:12.104310Z
42005,Armstrong,36111,0,61,62,Merged into voters' home precincts AFTER election night,100,35810,>98%,>98% reported,edison,4,unknown,,2059,,,8406,27284,421,,0,0,0,,2020-11-11T03:25:36Z,52.2777,R+52,Trump +52,republican,52.2777,31864,51.2,29602,37.49,pennsylvania,2020-11-12T00:36:12.104310Z
42007,Beaver,93083,0,124,129,Merged into voters' home precincts and released with cumulative results,100,93250,>98%,>98% reported,edison,4,unknown,,6320,,,37747,54108,1228,,0,0,0,,2020-11-11T03:25:36Z,17.57679,R+18,Trump +18,republican,17.57679,84462,18.5,80474,6.57,pennsylvania,2020-11-12T00:36:12.104310Z
42009,Bedford,27574,5351,40,40,Merged into voters' home precincts and released with cumulative results,100,27018,>98%,>98% reported,edison,6,unknown,,2106,,,4367,23025,182,,2424,2872,55,,2020-11-11T03:25:37Z,67.66519,R+68,Trump +68,republican,67.66519,23675,67.2,21697,54.91,pennsylvania,2020-11-12T00:36:12.104310Z
42011,Berks,198260,0,189,202,Other,99,200000,>98%,>98% reported,edison,4,unknown,,10526,,,89530,105941,2789,,0,0,0,,2020-11-11T03:25:37Z,8.27751,R+8,Trump +8,republican,8.27751,184085,9.9,170320,0.99,pennsylvania,2020-11-12T00:36:12.104310Z
42013,Blair,62784,0,92,93,Merged into voters' home precincts and released with cumulative results,99,63694,>98%,>98% reported,edison,4,some,,4155,,,17425,44714,645,,0,0,0,,2020-11-11T03:25:38Z,43.4649,R+43,Trump +43,republican,43.4649,55341,45.5,50241,33.92,pennsylvania,2020-11-12T00:36:12.104310Z
42015,Bradford,30143,0,61,61,None,100,29116,>98%,>98% reported,edison,4,none,,2080,,,8044,21586,513,,0,0,0,,2020-11-11T03:25:38Z,44.92585,R+45,Trump +45,republican,44.92585,25986,45.3,23426,24.7,pennsylvania,2020-11-12T00:36:12.104310Z
42017,Bucks,389093,0,296,304,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,388000,>98%,>98% reported,edison,4,some,,25432,,,200854,184149,4090,,0,0,0,,2020-11-11T20:18:46Z,4.29332,D+4,Biden +4,democrat,-4.29332,345042,-0.8,321016,-1.23,pennsylvania,2020-11-12T00:36:12.104310Z
42019,Butler,110960,0,88,89,Released as a separate subtotal at the end of tabulation,99,111600,>98%,>98% reported,edison,4,none,,7869,,,36534,73023,1403,,0,0,0,,2020-11-11T03:25:39Z,32.88482,R+33,Trump +33,republican,32.88482,98051,36.6,89445,34.89,pennsylvania,2020-11-12T00:36:12.104310Z
42021,Cambria,70600,0,121,125,Merged into voters' home precincts AFTER election night,100,70400,>98%,>98% reported,edison,4,some,,4526,,,21749,48092,759,,0,0,0,,2020-11-11T03:25:40Z,37.31303,R+37,Trump +37,republican,37.31303,63589,36.8,60526,18.03,pennsylvania,2020-11-12T00:36:12.104310Z
42023,Cameron,2434,0,10,10,Merged into voters' home precincts AFTER election night,100,2434,>98%,>98% reported,edison,6,none,,235,,,634,1771,29,,0,0,0,,2020-11-11T03:25:40Z,46.71323,R+47,Trump +47,republican,46.71323,2210,47.9,2111,30.08,pennsylvania,2020-11-12T00:36:12.104310Z
42025,Carbon,33018,9138,50,51,Merged into voters' home precincts and released with cumulative results,100,32591,>98%,>98% reported,edison,4,unknown,,2334,,,10990,21607,421,,5893,3146,99,,2020-11-11T03:25:42Z,32.15519,R+32,Trump +32,republican,32.15519,28993,33.8,25581,7.52,pennsylvania,2020-11-12T00:36:12.104310Z
42027,Centre,77490,0,76,87,Merged into voters' home precincts and released with cumulative results,100,77000,>98%,>98% reported,edison,4,unknown,,6518,,,40054,36371,1065,,0,0,0,,2020-11-11T03:25:43Z,4.75287,D+5,Biden +5,democrat,-4.75287,77307,-2.3,69626,-0.25,pennsylvania,2020-11-12T00:36:12.104310Z
42029,Chester,310650,117736,228,230,Merged into voters' home precincts and released with cumulative results,100,311000,>98%,>98% reported,edison,4,some,,26734,,,179065,126844,3515,1226,94401,22406,929,0,2020-11-11T03:25:44Z,16.81024,D+17,Biden +17,democrat,-16.81024,272998,-9.4,251973,0.21,pennsylvania,2020-11-12T00:36:12.104310Z
42031,Clarion,19213,0,39,41,Merged into voters' home precincts and released with cumulative results,100,19300,>98%,>98% reported,edison,4,some,,1514,,,4615,14363,235,,0,0,0,,2020-11-11T03:25:45Z,50.73648,R+51,Trump +51,republican,50.73648,17660,47,16186,35.66,pennsylvania,2020-11-12T00:36:12.104310Z
42033,Clearfield,39124,0,69,70,Merged into voters' home precincts and released with cumulative results,100,38815,>98%,>98% reported,edison,4,unknown,,2733,,,9598,28984,542,,0,0,0,,2020-11-11T03:25:45Z,49.55015,R+50,Trump +50,republican,49.55015,34550,48.4,31967,28.86,pennsylvania,2020-11-12T00:36:12.104310Z
42035,Clinton,17608,0,34,34,Released with cumulative results periodically election night,100,17435,>98%,>98% reported,edison,4,unknown,,925,,,5498,11889,221,,0,0,0,,2020-11-11T03:25:46Z,36.296,R+36,Trump +36,republican,36.296,15505,34,13265,11.83,pennsylvania,2020-11-12T00:36:12.104310Z
42037,Columbia,30569,0,39,42,Merged into voters' home precincts and released with cumulative results,99,30800,>98%,>98% reported,edison,4,all,,2053,,,10289,19752,528,,0,0,0,,2020-11-11T03:25:46Z,30.9562,R+31,Trump +31,republican,30.9562,28506,31.8,25623,12.88,pennsylvania,2020-11-12T00:36:12.104310Z
42039,Crawford,41125,0,64,68,Merged into voters' home precincts and released with cumulative results,97,42463,97%,97% reported,edison,4,none,,3675,,,12610,28002,513,,0,0,0,,2020-11-11T03:25:46Z,37.42736,R+37,Trump +37,republican,37.42736,37813,37.1,35388,19.83,pennsylvania,2020-11-12T00:36:12.104310Z
42041,Cumberland,139399,0,117,118,Merged into voters' home precincts and released with cumulative results,99,140600,>98%,>98% reported,edison,4,none,,10347,,,61168,76149,2082,,0,0,0,,2020-11-11T03:25:47Z,10.74685,R+11,Trump +11,republican,10.74685,123486,17.8,110814,18.45,pennsylvania,2020-11-12T00:36:12.104310Z
42043,Dauphin,144482,48638,151,159,Merged into voters' home precincts and released with cumulative results,100,145000,>98%,>98% reported,edison,4,all,,8061,,,77397,65154,1931,,38576,9550,512,,2020-11-11T03:25:48Z,8.47372,D+8,Biden +8,democrat,-8.47372,131783,-2.9,124008,-6.06,pennsylvania,2020-11-12T00:36:12.104310Z
42045,Delaware,321088,73887,394,428,None,100,322600,>98%,>98% reported,edison,4,some,,18510,,,200911,116216,2922,1039,63482,10020,385,0,2020-11-11T03:25:49Z,26.3775,D+26,Biden +26,democrat,-26.3775,299336,-22.3,285564,-21.34,pennsylvania,2020-11-12T00:36:12.104310Z
42047,Elk,16713,0,29,29,None,100,16713,>98%,>98% reported,edison,6,all,,1149,,,4478,11993,242,,0,0,0,,2020-11-11T03:25:50Z,44.965,R+45,Trump +45,republican,44.965,14547,42.4,13238,15.98,pennsylvania,2020-11-12T00:36:12.104310Z
42049,Erie,137184,5908,142,149,None,100,136400,>98%,>98% reported,edison,4,unknown,,10038,,,68336,66912,1936,,3687,2124,97,,2020-11-11T14:54:46Z,1.03802,D+1.0,Biden +1.0,democrat,-1.03802,125129,1.6,118619,-16.03,pennsylvania,2020-11-12T00:36:12.104310Z
42051,Fayette,59941,0,74,77,Released as a separate subtotal at the end of tabulation,98,60896,98%,98% reported,edison,4,none,,2958,,,19518,39978,445,,0,0,0,,2020-11-11T03:25:52Z,34.13356,R+34,Trump +34,republican,34.13356,54099,30.8,48505,8.34,pennsylvania,2020-11-12T00:36:12.104310Z
42053,Forest,2621,0,8,9,Merged into voters' home precincts and released with cumulative results,100,2621,>98%,>98% reported,edison,6,all,,302,,,715,1864,34,8,0,0,0,0,2020-11-11T03:25:52Z,43.83823,R+44,Trump +44,republican,43.83823,2420,43.7,2312,21.06,pennsylvania,2020-11-12T00:36:12.104310Z
42055,Franklin,80896,0,73,73,Merged into voters' home precincts and released with cumulative results,100,80200,>98%,>98% reported,edison,4,none,,4866,,,22468,57308,1120,,0,0,0,,2020-11-11T03:25:53Z,43.06764,R+43,Trump +43,republican,43.06764,70506,45.8,63078,38.47,pennsylvania,2020-11-12T00:36:12.104310Z
42057,Fulton,7978,0,13,13,Merged into voters' home precincts and released with cumulative results,100,7668,>98%,>98% reported,edison,4,unknown,,456,,,1085,6824,69,,0,0,0,,2020-11-11T03:25:53Z,71.93532,R+72,Trump +72,republican,71.93532,6822,70.1,6195,56.56,pennsylvania,2020-11-12T00:36:12.104310Z
42059,Greene,17635,0,42,42,Merged into voters' home precincts AFTER election night,100,17494,>98%,>98% reported,edison,6,unknown,,1218,,,4900,12556,179,,0,0,0,,2020-11-11T03:25:53Z,43.41367,R+43,Trump +43,republican,43.41367,15868,40.1,14464,17.81,pennsylvania,2020-11-12T00:36:12.104310Z
42061,Huntingdon,22793,0,58,58,Merged into voters' home precincts and released with cumulative results,100,22833,>98%,>98% reported,edison,4,none,,1354,,,5448,17059,286,,0,0,0,,2020-11-11T03:25:54Z,50.94108,R+51,Trump +51,republican,50.94108,19866,50.1,17639,37.25,pennsylvania,2020-11-12T00:36:12.104310Z
42063,Indiana,41196,0,65,69,None,100,40773,>98%,>98% reported,edison,6,unknown,,2701,,,12634,28087,475,,0,0,0,,2020-11-11T03:24:57Z,37.51092,R+38,Trump +38,republican,37.51092,38122,35,36321,18.68,pennsylvania,2020-11-12T00:36:12.104310Z
42065,Jefferson,22761,813,37,37,Merged into voters' home precincts AFTER election night,99,22900,>98%,>98% reported,edison,4,all,,1357,,,4498,17928,335,,307,487,19,,2020-11-11T03:24:59Z,59.00444,R+59,Trump +59,republican,59.00444,19595,58.9,18097,45.65,pennsylvania,2020-11-12T00:36:12.104310Z
42067,Juniata,12042,0,18,18,Merged into voters' home precincts and released with cumulative results,100,12042,>98%,>98% reported,edison,6,none,,670,,,2253,9648,141,,0,0,0,,2020-11-11T03:25:00Z,61.41006,R+61,Trump +61,republican,61.41006,10545,61.2,9535,45.25,pennsylvania,2020-11-12T00:36:12.104310Z
42069,Lackawanna,113975,41168,154,163,Merged into voters' home precincts and released with cumulative results,99,115000,>98%,>98% reported,edison,4,all,,9229,,,61124,51501,1070,280,31994,8738,309,127,2020-11-11T03:25:02Z,8.44308,D+8,Biden +8,democrat,-8.44308,104404,-3.4,98015,-27.29,pennsylvania,2020-11-12T00:36:12.104310Z
42071,Lancaster,278906,0,241,242,Merged into voters' home precincts and released with cumulative results,100,275000,>98%,>98% reported,edison,4,some,,17110,,,114978,159783,4145,0,0,0,0,0,2020-11-11T03:25:03Z,16.06455,R+16,Trump +16,republican,16.06455,244832,19.1,222436,18.97,pennsylvania,2020-11-12T00:36:12.104310Z
42073,Lawrence,45558,11876,72,75,Released as a separate subtotal at the end of tabulation,99,46000,>98%,>98% reported,edison,4,some,,3605,,,15772,29290,496,,7717,4042,117,,2020-11-11T03:25:04Z,29.67207,R+30,Trump +30,republican,29.67207,41076,27.8,39036,9.05,pennsylvania,2020-11-12T00:36:12.104310Z
42075,Lebanon,70890,19686,59,60,Released with cumulative results periodically election night,100,70500,>98%,>98% reported,edison,4,some,,4514,,,23646,46267,977,,12879,6628,179,,2020-11-11T03:25:06Z,31.91,R+32,Trump +32,republican,31.91,62503,34.5,56580,28.23,pennsylvania,2020-11-12T00:36:12.104310Z
42077,Lehigh,180284,0,159,159,Merged into voters' home precincts AFTER election night,100,179770,>98%,>98% reported,edison,4,unknown,,10606,,,95889,82287,2108,,0,0,0,,2020-11-11T03:25:06Z,7.54476,D+8,Biden +8,democrat,-7.54476,162733,-4.7,147002,-7.76,pennsylvania,2020-11-12T00:36:12.104310Z
42079,Luzerne,151727,55913,180,186,None,100,151000,>98%,>98% reported,edison,4,none,,10448,,,64100,86127,1500,,38025,17393,495,,2020-11-11T03:25:08Z,14.51752,R+15,Trump +15,republican,14.51752,135901,19.3,124439,-4.81,pennsylvania,2020-11-12T00:36:12.104310Z
42081,Lycoming,59221,0,81,81,Merged into voters' home precincts and released with cumulative results,100,59000,>98%,>98% reported,edison,4,some,,3546,,,16961,41439,821,,0,0,0,,2020-11-11T21:46:54Z,41.33331,R+41,Trump +41,republican,41.33331,51131,44.2,46493,33.24,pennsylvania,2020-11-12T00:36:12.104310Z
42083,McKean,19427,0,42,42,Released separately AFTER election night,100,18456,>98%,>98% reported,edison,4,unknown,,1194,,,5076,14067,284,,0,0,0,,2020-11-11T03:25:10Z,46.28095,R+46,Trump +46,republican,46.28095,16464,46.2,15108,28.12,pennsylvania,2020-11-12T00:36:12.104310Z
42085,Mercer,56420,0,84,90,Released separately AFTER election night,99,57000,>98%,>98% reported,edison,4,unknown,,4235,,,20426,35282,712,,0,0,0,,2020-11-11T03:25:11Z,26.33109,R+26,Trump +26,republican,26.33109,52839,24.2,50863,3.33,pennsylvania,2020-11-12T00:36:12.104310Z
42087,Mifflin,21491,0,26,26,Merged into voters' home precincts and released with cumulative results,100,21067,>98%,>98% reported,edison,4,unknown,,1134,,,4599,16663,229,,0,0,0,,2020-11-11T03:25:12Z,56.13513,R+56,Trump +56,republican,56.13513,18721,54.6,16371,46.83,pennsylvania,2020-11-12T00:36:12.104310Z
42089,Monroe,81794,0,52,52,Merged into voters' home precincts and released with cumulative results,100,80912,>98%,>98% reported,edison,4,none,,5680,,,42865,37914,1015,,0,0,0,,2020-11-11T03:25:13Z,6.05301,D+6,Biden +6,democrat,-6.05301,70008,-0.8,62917,-13.28,pennsylvania,2020-11-12T00:36:12.104310Z
