fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_blankenshipd,results_hawkinsh,results_de_la_fuenter,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_blankenshipd,results_absentee_hawkinsh,results_absentee_de_la_fuenter,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
26025,Calhoun,65568,0,67,67,Merged into voters' home precincts and released with cumulative results,100,65568,>98%,>98% reported,edison,6,unknown,,9574,,,28417,35900,913,141,152,45,0,0,0,0,0,0,0,0,2020-11-16T15:48:11Z,11.41258,R+11,Trump +11,republican,11.41258,58902,12.5,58327,-1.6,michigan,2020-11-18T00:44:41.256241Z
26027,Cass,26221,0,24,24,Merged into voters' home precincts and released with cumulative results,100,26221,>98%,>98% reported,edison,6,unknown,,2750,,,9122,16686,286,40,45,13,29,0,0,0,0,0,0,0,2020-11-16T15:48:11Z,28.84711,R+29,Trump +29,republican,28.84711,22595,30.9,22490,13.64,michigan,2020-11-18T00:44:41.256241Z
26029,Charlevoix,17000,0,20,20,Merged into voters' home precincts and released with cumulative results,100,17000,>98%,>98% reported,edison,6,unknown,,2686,,,6939,9841,160,13,43,4,,0,0,0,0,0,0,,2020-11-16T15:48:12Z,17.07059,R+17,Trump +17,republican,17.07059,14654,24.1,14090,14.63,michigan,2020-11-18T00:44:41.256241Z
26031,Cheboygan,15868,0,22,22,None,100,15849,>98%,>98% reported,edison,6,unknown,,2254,,,5437,10186,196,18,23,8,,0,0,0,0,0,0,,2020-11-16T15:48:13Z,29.92816,R+30,Trump +30,republican,29.92816,13672,32,13311,10.93,michigan,2020-11-18T00:44:41.256241Z
26033,Chippewa,17675,0,18,18,Merged into voters' home precincts and released with cumulative results,100,17675,>98%,>98% reported,edison,6,unknown,,1942,,,6651,10682,233,26,39,13,31,0,0,0,0,0,0,0,2020-11-16T15:48:13Z,22.80622,R+23,Trump +23,republican,22.80622,15552,24.1,15564,7.57,michigan,2020-11-18T00:44:41.256241Z
26035,Clare,16280,0,20,20,Merged into voters' home precincts and released with cumulative results,100,16280,>98%,>98% reported,edison,6,unknown,,2290,,,5200,10860,161,22,34,3,0,0,0,0,0,0,0,0,2020-11-16T15:48:13Z,34.76658,R+35,Trump +35,republican,34.76658,13449,31.6,13504,4.81,michigan,2020-11-18T00:44:41.256241Z
26037,Clinton,47910,4519,34,34,Merged into voters' home precincts and released with cumulative results,100,47902,>98%,>98% reported,edison,6,unknown,,9045,,,21968,25098,659,63,94,28,,2937,1519,45,9,8,1,,2020-11-16T15:48:14Z,6.53308,R+7,Trump +7,republican,6.53308,40937,12.6,39235,6.27,michigan,2020-11-18T00:44:41.256241Z
26039,Crawford,7665,0,10,10,Merged into voters' home precincts and released with cumulative results,100,7665,>98%,>98% reported,edison,6,unknown,,1244,,,2612,4955,67,4,23,4,0,0,0,0,0,0,0,0,2020-11-16T15:48:15Z,30.56751,R+31,Trump +31,republican,30.56751,6844,32.8,6814,11.01,michigan,2020-11-18T00:44:41.256241Z
26041,Delta,21154,0,27,27,Merged into voters' home precincts and released with cumulative results,100,21154,>98%,>98% reported,edison,6,all,,3134,,,7605,13206,249,33,42,14,5,0,0,0,0,0,0,0,2020-11-16T15:48:16Z,26.47726,R+26,Trump +26,republican,26.47726,18594,25.2,18050,6.67,michigan,2020-11-18T00:44:41.256241Z
26043,Dickinson,14589,0,15,15,Released as a separate subtotal as first report of the night,100,13268,>98%,>98% reported,edison,6,unknown,,1960,,,4744,9617,187,15,15,11,,0,0,0,0,0,0,,2020-11-16T15:48:16Z,33.40188,R+33,Trump +33,republican,33.40188,13232,35.2,12810,21.36,michigan,2020-11-18T00:44:41.256241Z
26045,Eaton,64451,33719,51,51,Merged into voters' home precincts and released with cumulative results,100,64451,>98%,>98% reported,edison,6,unknown,,15665,,,31297,31797,895,114,166,32,150,21048,12058,360,67,77,17,92,2020-11-16T15:48:17Z,0.77578,R+0.78,Trump +0.78,republican,0.77578,56575,4.7,54788,-3.13,michigan,2020-11-18T00:44:41.256241Z
26047,Emmet,22176,6637,18,18,Merged into voters' home precincts and released with cumulative results,100,22176,>98%,>98% reported,edison,6,unknown,,4226,,,9662,12135,284,26,59,10,0,2184,4407,34,7,3,2,0,2020-11-16T15:48:18Z,11.1517,R+11,Trump +11,republican,11.1517,18994,19.2,17709,17.1,michigan,2020-11-18T00:44:41.256241Z
26049,Genesee,222969,97414,230,239,Merged into voters' home precincts and released with cumulative results,97,230057,97%,97% reported,edison,2,some,,35969,,,120082,99199,2241,323,553,106,465,59759,36285,820,137,206,36,171,2020-11-16T15:48:19Z,9.36588,D+9,Biden +9,democrat,-9.36588,197641,-9.4,202933,-28.17,michigan,2020-11-18T00:44:41.256241Z
26051,Gladwin,14603,0,18,18,Merged into voters' home precincts and released with cumulative results,100,14603,>98%,>98% reported,edison,6,unknown,,1923,,,4524,9893,142,18,25,1,0,0,0,0,0,0,0,0,2020-11-16T15:48:20Z,36.76642,R+37,Trump +37,republican,36.76642,12542,34.5,12583,7.16,michigan,2020-11-18T00:44:41.256241Z
26053,Gogebic,8279,0,11,11,Merged into voters' home precincts and released with cumulative results,100,8279,>98%,>98% reported,edison,6,unknown,,543,,,3573,4600,67,4,21,4,10,0,0,0,0,0,0,0,2020-11-16T15:48:20Z,12.40488,R+12,Trump +12,republican,12.40488,7383,14.8,7576,-8.1,michigan,2020-11-18T00:44:41.256241Z
26055,Grand Traverse,60227,24115,55,55,Merged into voters' home precincts and released with cumulative results,100,60226,>98%,>98% reported,edison,6,unknown,,16547,,,28683,30502,796,64,151,31,,13579,10186,255,27,57,11,,2020-11-16T15:48:21Z,3.02024,R+3,Trump +3,republican,3.02024,51985,12.4,47999,11.79,michigan,2020-11-18T00:44:41.256241Z
26057,Gratiot,19148,0,21,21,Merged into voters' home precincts and released with cumulative results,100,19148,>98%,>98% reported,edison,6,all,,1790,,,6693,12102,240,31,49,11,22,0,0,0,0,0,0,0,2020-11-16T15:48:21Z,28.24838,R+28,Trump +28,republican,28.24838,16465,25.6,16035,3.94,michigan,2020-11-18T00:44:41.256241Z
26059,Hillsdale,23288,0,26,26,Merged into voters' home precincts and released with cumulative results,100,23288,>98%,>98% reported,edison,6,all,,2406,,,5883,17037,261,38,56,13,0,0,0,0,0,0,0,0,2020-11-16T15:48:22Z,47.89591,R+48,Trump +48,republican,47.89591,19940,46.6,19100,24.19,michigan,2020-11-18T00:44:41.256241Z
26061,Houghton,18540,0,29,29,Merged into voters' home precincts and released with cumulative results,100,18540,>98%,>98% reported,edison,6,unknown,,1850,,,7755,10380,285,28,49,11,32,0,0,0,0,0,0,0,2020-11-16T15:48:22Z,14.15858,R+14,Trump +14,republican,14.15858,15761,15.6,15282,9.13,michigan,2020-11-18T00:44:41.256241Z
26063,Huron,17523,0,31,31,None,99,17717,>98%,>98% reported,edison,6,none,,1927,,,5349,11949,139,22,32,17,15,0,0,0,0,0,0,0,2020-11-16T15:48:23Z,37.66478,R+38,Trump +38,republican,37.66478,15944,38.3,15484,14.78,michigan,2020-11-18T00:44:41.256241Z
26065,Ingham,144797,0,115,115,Merged into voters' home precincts and released with cumulative results,100,144797,>98%,>98% reported,edison,6,unknown,,39987,,,94221,47640,1872,221,456,104,283,0,0,0,0,0,0,0,2020-11-16T15:48:23Z,32.16987,D+32,Biden +32,democrat,-32.16987,132135,-26.7,127910,-27.79,michigan,2020-11-18T00:44:41.256241Z
26067,Ionia,32205,0,31,31,None,100,32201,>98%,>98% reported,edison,6,unknown,,3326,,,10901,20657,490,55,79,23,,0,0,0,0,0,0,,2020-11-16T15:48:24Z,30.29343,R+30,Trump +30,republican,30.29343,27039,30.6,25761,12.8,michigan,2020-11-18T00:44:41.256241Z
26069,Iosco,15386,0,18,18,Merged into voters' home precincts and released with cumulative results,100,15386,>98%,>98% reported,edison,6,all,,2585,,,5371,9760,152,31,33,11,28,0,0,0,0,0,0,0,2020-11-16T15:48:24Z,28.52593,R+29,Trump +29,republican,28.52593,13429,29.8,13344,5,michigan,2020-11-18T00:44:41.256241Z
26071,Iron,6795,0,13,13,Merged into voters' home precincts and released with cumulative results,100,6795,>98%,>98% reported,edison,6,all,,608,,,2493,4216,54,8,14,4,6,0,0,0,0,0,0,0,2020-11-16T15:48:24Z,25.35688,R+25,Trump +25,republican,25.35688,5960,28,5988,8.97,michigan,2020-11-18T00:44:41.256241Z
26073,Isabella,29409,0,30,30,None,100,29409,>98%,>98% reported,edison,6,unknown,,3200,,,14072,14815,365,35,102,20,0,0,0,0,0,0,0,0,2020-11-16T15:48:25Z,2.52644,R+3,Trump +3,republican,2.52644,25540,3.7,24119,-9.28,michigan,2020-11-18T00:44:41.256241Z
26075,Jackson,81032,0,63,63,Merged into voters' home precincts and released with cumulative results,100,81032,>98%,>98% reported,edison,6,some,,11117,,,32004,47381,1113,108,213,44,169,0,0,0,0,0,0,0,2020-11-16T15:48:25Z,18.97645,R+19,Trump +19,republican,18.97645,70125,20,69446,5.76,michigan,2020-11-18T00:44:41.256241Z
26077,Kalamazoo,143376,0,107,108,Merged into voters' home precincts and released with cumulative results,98,146627,98%,98% reported,edison,4,some,,26785,,,83686,56823,2064,219,494,90,,0,0,0,0,0,0,,2020-11-16T22:23:47Z,18.73605,D+19,Biden +19,democrat,-18.73605,126299,-12.8,123178,-13.31,michigan,2020-11-18T00:44:41.256241Z
26079,Kalkaska,10627,0,13,13,Merged into voters' home precincts and released with cumulative results,100,10627,>98%,>98% reported,edison,6,unknown,,1423,,,3003,7436,142,17,24,5,0,0,0,0,0,0,0,0,2020-11-16T15:48:26Z,41.7145,R+42,Trump +42,republican,41.7145,8833,43.4,8299,19.63,michigan,2020-11-18T00:44:41.256241Z
26081,Kent,360839,0,250,252,Merged into voters' home precincts and released with cumulative results,100,357786,>98%,>98% reported,edison,4,some,,68589,,,187915,165741,5495,490,957,241,,0,0,0,0,0,0,,2020-11-17T22:20:49Z,6.14512,D+6,Biden +6,democrat,-6.14512,310894,3.1,292985,7.69,michigan,2020-11-18T00:44:41.256241Z
26083,Keweenaw,1557,0,5,5,Merged into voters' home precincts and released with cumulative results,100,1557,>98%,>98% reported,edison,6,unknown,,297,,,672,862,17,2,4,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:26Z,12.20295,R+12,Trump +12,republican,12.20295,1434,20,1392,13.79,michigan,2020-11-18T00:44:41.256241Z
26085,Lake,6332,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6332,>98%,>98% reported,edison,6,all,,646,,,2288,3946,65,9,12,3,9,0,0,0,0,0,0,0,2020-11-16T15:47:38Z,26.18446,R+26,Trump +26,republican,26.18446,5358,22.8,5287,-5.01,michigan,2020-11-18T00:44:41.256241Z
26087,Lapeer,52639,14351,38,38,Merged into voters' home precincts and released with cumulative results,100,52639,>98%,>98% reported,edison,6,unknown,,8988,,,16368,35480,573,78,113,27,0,6521,7743,19,27,34,7,0,2020-11-16T15:47:42Z,36.30768,R+36,Trump +36,republican,36.30768,45183,38.3,43115,11.45,michigan,2020-11-18T00:44:41.256241Z
26089,Leelanau,16930,9245,13,13,Merged into voters' home precincts and released with cumulative results,100,16930,>98%,>98% reported,edison,6,all,,3904,,,8793,7915,134,9,40,4,35,5766,3381,54,5,19,1,19,2020-11-16T15:47:43Z,5.18606,D+5,Biden +5,democrat,-5.18606,14892,3.1,14176,6.4,michigan,2020-11-18T00:44:41.256241Z
26091,Lenawee,53448,0,46,60,Released with cumulative results periodically election night,100,53448,>98%,>98% reported,edison,6,unknown,,7041,,,20916,31539,690,84,119,22,78,0,0,0,0,0,0,0,2020-11-16T15:47:43Z,19.87539,R+20,Trump +20,republican,19.87539,46298,20.9,44724,1.29,michigan,2020-11-18T00:44:41.256241Z
26093,Livingston,127166,76370,80,80,Merged into voters' home precincts and released with cumulative results,100,127162,>98%,>98% reported,edison,6,all,,28208,,,48220,76982,1511,133,263,57,,37504,37755,815,96,162,38,,2020-11-16T15:47:44Z,22.61768,R+23,Trump +23,republican,22.61768,106489,29.4,98337,23.25,michigan,2020-11-18T00:44:41.256241Z
26095,Luce,3101,0,4,4,Merged into voters' home precincts and released with cumulative results,100,3101,>98%,>98% reported,edison,6,unknown,,312,,,842,2109,27,118,1,4,,0,0,0,0,0,0,,2020-11-16T15:47:44Z,40.85779,R+41,Trump +41,republican,40.85779,2591,41.5,2596,22.69,michigan,2020-11-18T00:44:41.256241Z
26097,Mackinac,7015,0,14,14,Merged into voters' home precincts and released with cumulative results,100,6922,>98%,>98% reported,edison,6,unknown,,966,,,2632,4304,56,8,13,2,,0,0,0,0,0,0,,2020-11-16T15:47:45Z,23.83464,R+24,Trump +24,republican,23.83464,6144,27,6099,12.22,michigan,2020-11-18T00:44:41.256241Z
26099,Macomb,496523,0,343,343,Released with cumulative results periodically election night,100,496523,>98%,>98% reported,edison,6,some,,126608,,,225561,264535,4473,554,1158,242,,0,0,0,0,0,0,,2020-11-16T15:47:45Z,7.84938,R+8,Trump +8,republican,7.84938,419312,11.5,404086,-3.99,michigan,2020-11-18T00:44:41.256241Z
26101,Manistee,14654,4938,20,20,Merged into voters' home precincts and released with cumulative results,100,14654,>98%,>98% reported,edison,6,unknown,,2797,,,6107,8321,154,28,34,10,0,2731,2125,54,11,13,4,0,2020-11-16T15:47:46Z,15.1085,R+15,Trump +15,republican,15.1085,12660,15.3,12402,-5.93,michigan,2020-11-18T00:44:41.256241Z
26103,Marquette,37460,0,35,36,None,100,37460,>98%,>98% reported,edison,6,some,,5238,,,20465,16288,511,43,131,22,,0,0,0,0,0,0,,2020-11-16T15:47:48Z,11.15056,D+11,Biden +11,democrat,-11.15056,33218,-4.2,32194,-14.01,michigan,2020-11-18T00:44:41.256241Z
26105,Mason,17249,0,25,25,Merged into voters' home precincts and released with cumulative results,100,17249,>98%,>98% reported,edison,6,unknown,,2178,,,6802,10207,143,21,57,19,0,0,0,0,0,0,0,0,2020-11-16T15:47:49Z,19.74027,R+20,Trump +20,republican,19.74027,14792,21.8,14604,4.96,michigan,2020-11-18T00:44:41.256241Z
26107,Mecosta,21077,0,20,20,Merged into voters' home precincts and released with cumulative results,100,21077,>98%,>98% reported,edison,6,all,,3522,,,7373,13265,303,37,51,13,35,0,0,0,0,0,0,0,2020-11-16T15:47:49Z,27.95464,R+28,Trump +28,republican,27.95464,17259,25.9,16913,9.82,michigan,2020-11-18T00:44:41.256241Z
26109,Menominee,12622,0,21,21,Merged into voters' home precincts and released with cumulative results,100,12622,>98%,>98% reported,edison,6,unknown,,1040,,,4314,8120,125,22,24,2,15,0,0,0,0,0,0,0,2020-11-16T15:47:50Z,30.1537,R+30,Trump +30,republican,30.1537,10824,29.2,10923,2.95,michigan,2020-11-18T00:44:41.256241Z
26111,Midland,49175,0,50,50,Merged into voters' home precincts and released with cumulative results,100,49165,>98%,>98% reported,edison,6,unknown,,5342,,,20493,27675,701,67,116,21,102,0,0,0,0,0,0,0,2020-11-16T15:47:50Z,14.60498,R+15,Trump +15,republican,14.60498,42776,19.2,41754,15.49,michigan,2020-11-18T00:44:41.256241Z
26113,Missaukee,8755,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8755,>98%,>98% reported,edison,6,all,,1148,,,1967,6648,111,10,16,2,1,0,0,0,0,0,0,0,2020-11-16T15:47:51Z,53.46659,R+53,Trump +53,republican,53.46659,7317,52.2,7027,34.03,michigan,2020-11-18T00:44:41.256241Z
26115,Monroe,87148,0,76,76,Merged into voters' home precincts and released with cumulative results,100,87148,>98%,>98% reported,edison,6,all,,13943,,,32975,52710,1086,143,193,41,,0,0,0,0,0,0,,2020-11-16T15:47:51Z,22.64538,R+23,Trump +23,republican,22.64538,74655,22,72853,-0.98,michigan,2020-11-18T00:44:41.256241Z
26117,Montcalm,32086,0,29,29,Merged into voters' home precincts and released with cumulative results,100,32086,>98%,>98% reported,edison,6,unknown,,4913,,,9703,21815,428,67,56,17,0,0,0,0,0,0,0,0,2020-11-16T15:47:52Z,37.74855,R+38,Trump +38,republican,37.74855,26760,33.8,25431,8.62,michigan,2020-11-18T00:44:41.256241Z
26119,Montmorency,5863,0,9,9,Merged into voters' home precincts and released with cumulative results,100,5863,>98%,>98% reported,edison,6,unknown,,856,,,1628,4171,38,11,11,0,4,0,0,0,0,0,0,0,2020-11-16T15:47:52Z,43.3737,R+43,Trump +43,republican,43.3737,5032,43.9,5051,17.4,michigan,2020-11-18T00:44:41.256241Z
26121,Muskegon,91701,47732,67,67,Merged into voters' home precincts and released with cumulative results,97,94497,97%,97% reported,edison,6,all,,16292,,,45508,44544,1211,132,269,37,0,29951,17061,494,82,123,21,0,2020-11-16T15:47:53Z,1.05124,D+1.1,Biden +1.1,democrat,-1.05124,78723,-1.5,76163,-17.79,michigan,2020-11-18T00:44:41.256241Z
26123,Newaygo,27164,0,31,31,Merged into voters' home precincts and released with cumulative results,100,27164,>98%,>98% reported,edison,6,unknown,,3272,,,7874,18864,331,28,56,11,0,0,0,0,0,0,0,0,2020-11-16T15:47:54Z,40.45796,R+40,Trump +40,republican,40.45796,22782,39.3,21478,17.36,michigan,2020-11-18T00:44:41.256241Z
26125,Oakland,771769,512154,516,516,Merged into voters' home precincts and released with cumulative results,99,778418,>98%,>98% reported,edison,6,some,,185030,,,433982,325916,7282,731,1745,331,1782,338173,167317,3911,501,996,190,1066,2020-11-16T15:47:55Z,14.00238,D+14,Biden +14,democrat,-14.00238,668925,-8.1,651607,-8.06,michigan,2020-11-18T00:44:41.256241Z
26127,Oceana,14080,0,18,18,Merged into voters' home precincts and released with cumulative results,100,14080,>98%,>98% reported,edison,6,all,,1675,,,4944,8892,166,27,25,8,18,0,0,0,0,0,0,0,2020-11-16T15:47:57Z,28.03977,R+28,Trump +28,republican,28.03977,11930,27.3,11450,10.27,michigan,2020-11-18T00:44:41.256241Z
26129,Ogemaw,11907,0,17,17,Other,100,11907,>98%,>98% reported,edison,6,all,,1680,,,3475,8253,134,11,26,8,0,0,0,0,0,0,0,0,2020-11-16T15:47:57Z,40.12766,R+40,Trump +40,republican,40.12766,10440,36.4,10361,6.23,michigan,2020-11-18T00:44:41.256241Z
26131,Ontonagon,3810,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3810,>98%,>98% reported,edison,6,all,,546,,,1391,2358,30,8,13,4,6,0,0,0,0,0,0,0,2020-11-16T15:47:57Z,25.38058,R+25,Trump +25,republican,25.38058,3433,25.9,3539,9.04,michigan,2020-11-18T00:44:41.256241Z
26133,Osceola,12340,0,18,18,Merged into voters' home precincts and released with cumulative results,100,12340,>98%,>98% reported,edison,6,all,,1124,,,3214,8928,135,21,28,3,11,0,0,0,0,0,0,0,2020-11-16T15:47:58Z,46.3047,R+46,Trump +46,republican,46.3047,10609,43.7,10278,21.02,michigan,2020-11-18T00:44:41.256241Z
26135,Oscoda,4874,0,7,7,Merged into voters' home precincts and released with cumulative results,100,4874,>98%,>98% reported,edison,6,all,,718,,,1342,3466,39,12,11,4,0,0,0,0,0,0,0,0,2020-11-16T15:47:58Z,43.57817,R+44,Trump +44,republican,43.57817,4092,44,4042,16.11,michigan,2020-11-18T00:44:41.256241Z
26137,Otsego,14756,0,13,13,Merged into voters' home precincts and released with cumulative results,100,14756,>98%,>98% reported,edison,6,all,,2248,,,4743,9779,177,23,26,8,0,0,0,0,0,0,0,0,2020-11-16T15:47:59Z,34.12849,R+34,Trump +34,republican,34.12849,12610,37.4,11855,19.65,michigan,2020-11-18T00:44:41.256241Z
26139,Ottawa,168627,0,109,109,Merged into voters' home precincts and released with cumulative results,100,168074,>98%,>98% reported,edison,6,unknown,,30199,,,64705,100913,2315,215,367,112,,0,0,0,0,0,0,,2020-11-16T15:47:59Z,21.47224,R+21,Trump +21,republican,21.47224,143848,30.2,132312,34.33,michigan,2020-11-18T00:44:41.256241Z
26141,Presque Isle,8360,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8360,>98%,>98% reported,edison,6,all,,1106,,,2912,5343,70,10,8,4,13,0,0,0,0,0,0,0,2020-11-16T15:48:00Z,29.07895,R+29,Trump +29,republican,29.07895,7257,28.8,7080,8.5,michigan,2020-11-18T00:44:41.256241Z
26143,Roscommon,15018,0,14,14,Merged into voters' home precincts and released with cumulative results,96,15685,96%,96% reported,edison,6,unknown,,3583,,,5166,9670,121,29,25,7,0,0,0,0,0,0,0,0,2020-11-16T15:48:00Z,29.99068,R+30,Trump +30,republican,29.99068,13096,29.4,13032,3.86,michigan,2020-11-18T00:44:41.256241Z
26145,Saginaw,103347,0,85,85,None,100,103326,>98%,>98% reported,edison,6,unknown,,15042,,,51088,50785,1007,160,231,76,,0,0,0,0,0,0,,2020-11-16T15:48:01Z,0.29319,D+0.29,Biden +0.29,democrat,-0.29319,94780,1.1,98062,-11.89,michigan,2020-11-18T00:44:41.256241Z
26151,Sanilac,22446,0,31,31,Merged into voters' home precincts and released with cumulative results,100,22446,>98%,>98% reported,edison,6,unknown,,2627,,,5966,16194,213,22,40,11,0,0,0,0,0,0,0,0,2020-11-16T15:48:02Z,45.56714,R+46,Trump +46,republican,45.56714,19249,44.5,18369,20.42,michigan,2020-11-18T00:44:41.256241Z
26153,Schoolcraft,4745,0,11,11,Merged into voters' home precincts and released with cumulative results,100,4745,>98%,>98% reported,edison,6,unknown,,391,,,1589,3090,40,10,12,4,0,0,0,0,0,0,0,0,2020-11-16T15:48:03Z,31.6333,R+32,Trump +32,republican,31.6333,4177,28.4,4048,6.84,michigan,2020-11-18T00:44:41.256241Z
26155,Shiawassee,39250,0,29,30,None,100,39250,>98%,>98% reported,edison,6,unknown,,5147,,,15371,23154,525,82,98,20,,0,0,0,0,0,0,,2020-11-16T15:48:03Z,19.8293,R+20,Trump +20,republican,19.8293,34111,19.6,33679,-3.67,michigan,2020-11-18T00:44:41.256241Z
26147,St. Clair,92064,0,102,102,Merged into voters' home precincts and released with cumulative results,100,92062,>98%,>98% reported,edison,6,unknown,,17354,,,31363,59186,1109,134,213,59,,0,0,0,0,0,0,,2020-11-16T15:48:01Z,30.22137,R+30,Trump +30,republican,30.22137,78003,31.4,74181,7.13,michigan,2020-11-18T00:44:41.256241Z
26149,St. Joseph,27982,0,28,28,Merged into voters' home precincts and released with cumulative results,100,27982,>98%,>98% reported,edison,6,unknown,,3255,,,9262,18128,416,49,63,18,46,0,0,0,0,0,0,0,2020-11-16T15:48:02Z,31.68465,R+32,Trump +32,republican,31.68465,23967,30.7,23341,12.28,michigan,2020-11-18T00:44:41.256241Z
