fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hickenlooperj,results_gardnerc,results_doaner,results_doyled,results_evanss,results_write_ins,results_absentee_hickenlooperj,results_absentee_gardnerc,results_absentee_doaner,results_absentee_doyled,results_absentee_evanss,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
08001,Adams,235700,0,260,260,Other,100,228525,>98%,>98% reported,edison,4,all,,,,,130409,98341,4916,1071,963,,0,0,0,0,0,,2020-11-14T00:03:43Z,13.60543,D+14,Hickenlooper +14,democrat,colorado,2020-11-14T00:44:45.400137Z
08003,Alamosa,7707,0,7,8,Other,94,8188,94%,94% reported,edison,4,all,,,,,3734,3800,104,40,29,,0,0,0,0,0,,2020-11-13T23:09:48Z,0.85636,R+0.86,Gardner +0.86,republican,colorado,2020-11-14T00:44:45.400137Z
08005,Arapahoe,348741,0,380,390,Other,98,357594,98%,98% reported,edison,4,some,,,,,204112,136749,5695,1074,1111,,0,0,0,0,0,,2020-11-13T23:09:48Z,19.31605,D+19,Hickenlooper +19,democrat,colorado,2020-11-14T00:44:45.400137Z
08007,Archuleta,9019,0,8,8,Other,100,8577,>98%,>98% reported,edison,6,all,,,,,3591,5225,163,26,14,,0,0,0,0,0,,2020-11-13T19:03:44Z,18.11731,R+18,Gardner +18,republican,colorado,2020-11-14T00:44:45.400137Z
08009,Baca,2195,0,8,9,Other,100,2193,>98%,>98% reported,edison,6,all,,,,,329,1815,32,12,7,,0,0,0,0,0,,2020-11-12T19:29:43Z,67.69932,R+68,Gardner +68,republican,colorado,2020-11-14T00:44:45.400137Z
08011,Bent,2256,0,5,5,Other,100,2131,>98%,>98% reported,edison,2,unknown,,,,,702,1488,33,26,7,,0,0,0,0,0,,2020-11-13T21:47:45Z,34.84043,R+35,Gardner +35,republican,colorado,2020-11-14T00:44:45.400137Z
08013,Boulder,193087,0,209,240,Other,87,222008,87%,87% reported,edison,2,some,,,,,146039,43753,2600,294,401,,0,0,0,0,0,,2020-11-11T03:25:02Z,52.97405,D+53,Hickenlooper +53,democrat,colorado,2020-11-14T00:44:45.400137Z
08014,Broomfield,45871,0,37,37,Other,100,40958,>98%,>98% reported,edison,6,all,,,,,27259,17738,695,81,98,,0,0,0,0,0,,2020-11-11T03:25:14Z,20.75603,D+21,Hickenlooper +21,democrat,colorado,2020-11-14T00:44:45.400137Z
08015,Chaffee,13578,0,9,9,Other,100,13275,>98%,>98% reported,edison,2,unknown,,,,,6948,6344,232,32,22,,0,0,0,0,0,,2020-11-13T22:26:44Z,4.44837,D+4,Hickenlooper +4,democrat,colorado,2020-11-14T00:44:45.400137Z
08017,Cheyenne,1125,0,4,5,Other,93,1209,93%,93% reported,edison,4,some,,,,,119,995,7,2,2,,0,0,0,0,0,,2020-11-13T22:45:51Z,77.86667,R+78,Gardner +78,republican,colorado,2020-11-14T00:44:45.400137Z
08019,Clear Creek,6474,0,8,9,Other,95,6824,95%,95% reported,edison,2,some,,,,,3494,2833,120,15,12,,0,0,0,0,0,,2020-11-12T22:40:43Z,10.21007,D+10,Hickenlooper +10,democrat,colorado,2020-11-14T00:44:45.400137Z
08021,Conejos,4269,0,9,10,Other,100,4113,>98%,>98% reported,edison,6,all,,,,,1975,2243,24,18,9,,0,0,0,0,0,,2020-11-13T18:13:43Z,6.27782,R+6,Gardner +6,republican,colorado,2020-11-14T00:44:45.400137Z
08023,Costilla,2087,0,7,8,Other,96,2181,96%,96% reported,edison,4,all,,,,,1313,713,40,12,9,,0,0,0,0,0,,2020-11-13T21:47:44Z,28.7494,D+29,Hickenlooper +29,democrat,colorado,2020-11-14T00:44:45.400137Z
08025,Crowley,1741,0,6,6,Other,100,1675,>98%,>98% reported,edison,4,all,,,,,456,1230,36,12,7,,0,0,0,0,0,,2020-11-13T17:47:43Z,44.45721,R+44,Gardner +44,republican,colorado,2020-11-14T00:44:45.400137Z
08027,Custer,3590,0,3,3,Other,99,3618,>98%,>98% reported,edison,4,all,,,,,1058,2453,62,10,7,,0,0,0,0,0,,2020-11-13T23:09:48Z,38.85794,R+39,Gardner +39,republican,colorado,2020-11-14T00:44:45.400137Z
08029,Delta,19303,0,19,20,Other,97,19812,97%,97% reported,edison,4,all,,,,,5764,13118,308,79,34,,0,0,0,0,0,,2020-11-13T17:27:42Z,38.09771,R+38,Gardner +38,republican,colorado,2020-11-14T00:44:45.400137Z
08031,Denver,393086,0,356,356,Other,100,391585,>98%,>98% reported,edison,2,some,,,,,305601,80162,4984,963,1376,,0,0,0,0,0,,2020-11-13T21:59:43Z,57.35106,D+57,Hickenlooper +57,democrat,colorado,2020-11-14T00:44:45.400137Z
08033,Dolores,1427,0,4,4,Other,100,1389,>98%,>98% reported,edison,6,all,,,,,338,1064,17,4,4,,0,0,0,0,0,,2020-11-13T21:47:44Z,50.87596,R+51,Gardner +51,republican,colorado,2020-11-14T00:44:45.400137Z
08035,Douglas,231559,0,169,169,Other,100,222171,>98%,>98% reported,edison,6,all,,,,,97553,130045,3279,332,350,,0,0,0,0,0,,2020-11-13T23:25:44Z,14.03185,R+14,Gardner +14,republican,colorado,2020-11-14T00:44:45.400137Z
08037,Eagle,28747,0,28,30,Other,100,28427,>98%,>98% reported,edison,6,all,,,,,17902,10349,384,53,59,,0,0,0,0,0,,2020-11-13T23:25:44Z,26.27405,D+26,Hickenlooper +26,democrat,colorado,2020-11-14T00:44:45.400137Z
08041,El Paso,376303,0,290,291,Other,100,371068,>98%,>98% reported,edison,2,some,,,,,151859,211785,9896,1450,1313,,0,0,0,0,0,,2020-11-13T23:09:47Z,15.92493,R+16,Gardner +16,republican,colorado,2020-11-14T00:44:45.400137Z
08039,Elbert,18957,0,15,15,Other,100,18854,>98%,>98% reported,edison,2,unknown,,,,,4257,14340,299,35,26,,0,0,0,0,0,,2020-11-13T23:25:44Z,53.1888,R+53,Gardner +53,republican,colorado,2020-11-14T00:44:45.400137Z
08043,Fremont,25359,0,29,30,Other,98,25928,98%,98% reported,edison,2,unknown,,,,,7201,17450,508,129,71,,0,0,0,0,0,,2020-11-13T21:47:44Z,40.41563,R+40,Gardner +40,republican,colorado,2020-11-14T00:44:45.400137Z
08045,Garfield,30787,0,26,27,Other,99,31235,>98%,>98% reported,edison,4,all,,,,,14999,15027,598,92,71,,0,0,0,0,0,,2020-11-13T21:59:43Z,0.09095,R+0.09,Gardner +0.09,republican,colorado,2020-11-14T00:44:45.400137Z
08047,Gilpin,4174,0,6,6,Other,100,4160,>98%,>98% reported,edison,2,unknown,,,,,2182,1867,99,15,11,,0,0,0,0,0,,2020-11-13T21:47:44Z,7.54672,D+8,Hickenlooper +8,democrat,colorado,2020-11-14T00:44:45.400137Z
08049,Grand,9877,0,12,12,Other,97,10134,97%,97% reported,edison,2,unknown,,,,,4578,5075,181,28,15,,0,0,0,0,0,,2020-11-14T00:07:42Z,5.03189,R+5,Gardner +5,republican,colorado,2020-11-14T00:44:45.400137Z
08051,Gunnison,10842,0,15,15,Other,98,11106,98%,98% reported,edison,2,all,,,,,6772,3842,186,28,14,0,0,0,0,0,0,0,2020-11-11T03:25:38Z,27.02453,D+27,Hickenlooper +27,democrat,colorado,2020-11-14T00:44:45.400137Z
08053,Hinsdale,620,0,1,1,Other,94,658,94%,94% reported,edison,4,all,,,,,244,365,9,0,2,,0,0,0,0,0,,2020-11-13T15:43:43Z,19.51613,R+20,Gardner +20,republican,colorado,2020-11-14T00:44:45.400137Z
08055,Huerfano,4371,0,11,11,Other,100,4389,>98%,>98% reported,edison,6,all,,,,,2077,2160,97,25,12,,0,0,0,0,0,,2020-11-13T22:26:44Z,1.89888,R+1.9,Gardner +1.9,republican,colorado,2020-11-14T00:44:45.400137Z
08057,Jackson,867,0,4,5,Other,99,873,>98%,>98% reported,edison,6,all,,,,,164,684,12,5,2,,0,0,0,0,0,,2020-11-13T18:13:43Z,59.97693,R+60,Gardner +60,republican,colorado,2020-11-14T00:44:45.400137Z
08059,Jefferson,376955,0,300,309,Other,100,348372,>98%,>98% reported,edison,4,all,,,,,210615,158274,6191,1026,849,,0,0,0,0,0,,2020-11-13T20:11:43Z,13.88521,D+14,Hickenlooper +14,democrat,colorado,2020-11-14T00:44:45.400137Z
08061,Kiowa,890,0,4,4,Other,95,938,95%,95% reported,edison,2,unknown,,,,,93,783,10,3,1,,0,0,0,0,0,,2020-11-11T03:25:33Z,77.52809,R+78,Gardner +78,republican,colorado,2020-11-14T00:44:45.400137Z
08063,Kit Carson,3814,0,11,13,Other,94,4061,94%,94% reported,edison,2,unknown,,,,,628,3137,36,8,5,,0,0,0,0,0,,2020-11-13T19:03:44Z,65.78395,R+66,Gardner +66,republican,colorado,2020-11-14T00:44:45.400137Z
08067,La Plata,35453,0,31,32,Other,100,35280,>98%,>98% reported,edison,6,all,,,,,19873,14776,632,71,101,,0,0,0,0,0,,2020-11-13T19:03:44Z,14.37678,D+14,Hickenlooper +14,democrat,colorado,2020-11-14T00:44:45.400137Z
08065,Lake,3953,0,6,6,Other,99,4000,>98%,>98% reported,edison,2,unknown,,,,,2297,1511,109,15,21,,0,0,0,0,0,,2020-11-13T20:11:42Z,19.88363,D+20,Hickenlooper +20,democrat,colorado,2020-11-14T00:44:45.400137Z
08069,Larimer,215929,0,261,280,Other,95,227992,95%,95% reported,edison,4,some,,,,,116417,94583,3914,544,471,,0,0,0,0,0,,2020-11-14T00:30:43Z,10.11166,D+10,Hickenlooper +10,democrat,colorado,2020-11-14T00:44:45.400137Z
08071,Las Animas,7925,0,16,16,Other,98,8097,98%,98% reported,edison,2,unknown,,,,,3509,4217,130,45,24,,0,0,0,0,0,,2020-11-13T20:11:47Z,8.93375,R+9,Gardner +9,republican,colorado,2020-11-14T00:44:45.400137Z
