fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
18001,Adams,14238,9160,25,25,Released as a separate subtotal as first report of the night,100,14238,>98%,>98% reported,edison,6,some,,7625,,,10685,3236,287,30,6473,2506,163,18,2020-11-16T15:48:21Z,52.31774,R+52,Trump +52,republican,52.31774,13194,51.9,13011,39.44,indiana,2020-11-24T00:46:57.198668Z
18003,Allen,169000,69982,292,292,Merged into voters' home precincts and released with cumulative results,100,164793,>98%,>98% reported,edison,4,some,,79356,,,92083,73189,3728,,33991,34832,1159,,2020-11-16T15:48:22Z,11.17988,R+11,Trump +11,republican,11.17988,148632,19.2,146939,16.73,indiana,2020-11-24T00:46:57.198668Z
18005,Bartholomew,36299,27287,12,68,Merged into voters' home precincts and released with cumulative results,100,36389,>98%,>98% reported,edison,4,unknown,,15848,,,22409,12934,872,84,15670,11042,521,54,2020-11-16T15:48:22Z,26.10265,R+26,Trump +26,republican,26.10265,32717,33,29326,25.43,indiana,2020-11-24T00:46:57.198668Z
18007,Benton,4115,0,15,15,Merged into voters' home precincts and released with cumulative results,100,3137,>98%,>98% reported,edison,6,all,,1863,,,3007,1009,92,7,0,0,0,0,2020-11-16T15:48:23Z,48.55407,R+49,Trump +49,republican,48.55407,3688,46.6,3578,32.7,indiana,2020-11-24T00:46:57.198668Z
18009,Blackford,5354,0,12,12,Merged into voters' home precincts and released with cumulative results,100,5193,>98%,>98% reported,edison,2,some,,4640,,,3838,1376,131,9,0,0,0,0,2020-11-16T15:48:23Z,45.98431,R+46,Trump +46,republican,45.98431,4881,43.2,4743,16.53,indiana,2020-11-24T00:46:57.198668Z
18011,Boone,38500,27924,53,53,Released as a separate subtotal as first report of the night,100,38500,>98%,>98% reported,edison,6,all,,20573,,,22351,15244,905,,15975,11378,571,,2020-11-16T15:48:24Z,18.45974,R+18,Trump +18,republican,18.45974,32537,29.1,27737,37.78,indiana,2020-11-24T00:46:57.198668Z
18013,Brown,8981,0,12,12,Merged into voters' home precincts and released with cumulative results,100,8886,>98%,>98% reported,edison,6,all,,5280,,,5777,3036,168,,0,0,0,,2020-11-18T21:10:41Z,30.51999,R+31,Trump +31,republican,30.51999,8001,31.2,7604,16.73,indiana,2020-11-24T00:46:57.198668Z
18015,Carroll,9514,0,19,19,None,100,9274,>98%,>98% reported,edison,4,unknown,,3417,,,7086,2224,185,19,0,0,0,0,2020-11-16T15:48:25Z,51.10364,R+51,Trump +51,republican,51.10364,8701,50.4,7810,30.27,indiana,2020-11-24T00:46:57.198668Z
18017,Cass,15189,0,39,40,Released as a separate subtotal as first report of the night,100,15247,>98%,>98% reported,edison,4,unknown,,4407,,,10552,4304,333,,0,0,0,,2020-11-16T15:48:25Z,41.13503,R+41,Trump +41,republican,41.13503,14209,41.8,14161,21.69,indiana,2020-11-24T00:46:57.198668Z
18019,Clark,58040,28509,72,72,None,100,58040,>98%,>98% reported,edison,6,all,,16556,,,33656,23088,1108,188,13524,14463,459,63,2020-11-16T15:48:25Z,18.20813,R+18,Trump +18,republican,18.20813,51789,21.7,47146,9.85,indiana,2020-11-24T00:46:57.198668Z
18021,Clay,12277,6585,24,24,Released as a separate subtotal as first report of the night,100,7777,>98%,>98% reported,edison,6,unknown,,6617,,,9498,2549,208,22,4745,1741,90,9,2020-11-16T15:48:26Z,56.60178,R+57,Trump +57,republican,56.60178,11335,54.9,10784,33.72,indiana,2020-11-24T00:46:57.198668Z
