fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_babinb,results_lewisr,results_abbeyc,results_ridleyh,results_absentee_babinb,results_absentee_lewisr,results_absentee_abbeyc,results_absentee_ridleyh,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48071,Chambers,21219,18722,15,15,Released as a precinct as first report of the night,98,21583,98%,98% reported,edison,2,some,17808,17296,3463,361,99,15365,2990,286,81,2020-11-24T13:25:25Z,65.19157,R+65,Babin +65,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48199,Hardin,27423,22617,19,20,Released as a precinct as first report of the night,93,29386,93%,93% reported,edison,2,unknown,18988,23954,3031,357,81,19679,2627,248,63,2020-11-24T13:26:13Z,76.29727,R+76,Babin +76,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48201,Harris,134830,117089,81,87,Released as a precinct as first report of the night,93,144597,93%,93% reported,edison,2,some,1267589,84721,46545,2579,985,73445,40966,1938,740,2020-11-24T13:25:27Z,28.31417,R+28,Babin +28,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48241,Jasper,15466,12607,19,21,Released as a precinct as first report of the night,90,17277,90%,90% reported,edison,2,unknown,13365,12537,2749,153,27,10156,2322,111,18,2020-11-24T13:26:15Z,63.28721,R+63,Babin +63,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48291,Liberty,28924,24075,28,30,Released as a precinct as first report of the night,93,31222,93%,93% reported,edison,2,unknown,23806,23128,5228,451,117,19489,4188,315,83,2020-11-24T13:25:28Z,61.88632,R+62,Babin +62,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48351,Newton,6019,4035,19,23,Released as a precinct as first report of the night,84,7125,84%,84% reported,edison,2,unknown,3864,4841,1118,48,12,3199,797,33,6,2020-11-24T13:25:30Z,61.85413,R+62,Babin +62,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48361,Orange,35581,30165,30,35,Released as a precinct as first report of the night,86,41168,86%,86% reported,edison,2,unknown,33059,29291,5683,492,115,24802,4901,370,92,2020-11-24T13:26:16Z,66.35002,R+66,Babin +66,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48373,Polk,23470,19785,20,22,Released as a precinct as first report of the night,92,25563,92%,92% reported,edison,2,unknown,22445,18599,4472,299,100,15550,3927,239,69,2020-11-24T13:24:19Z,60.19173,R+60,Babin +60,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
48457,Tyler,9608,6680,17,18,Released as a precinct as first report of the night,93,10316,93%,93% reported,edison,2,unknown,6461,8336,1130,107,35,5695,899,64,22,2020-11-24T13:24:22Z,75,R+75,Babin +75,republican,TX-G-H-36-2020-11-03,tx-house-general-district-036-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-36.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 36,U.S. House,H,solid-rep,36,District 36,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",302540,255775,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,248,271,92% reporting,92%,92,329000,edison,92%,92% reported,edison,republican,FALSE,2020-11-24T13:25:27Z,TRUE,49.34356,149284,R+49,Babin +49,republican,FALSE,"","",1,0,1604453009823
