fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_garcias,results_blancoj,results_kurtzp,results_absentee_garcias,results_absentee_blancoj,results_absentee_kurtzp,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48201,Harris,156473,127470,94,104,Released as a precinct as first report of the night,91,172398,91%,91% reported,edison,2,some,1267589,111305,42840,2328,91379,34408,1683,2020-11-24T13:26:21Z,43.75515,D+44,Garcia +44,democrat,TX-G-H-29-2020-11-03,tx-house-general-district-029-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-29.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 29,U.S. House,H,solid-dem,29,District 29,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",156473,127470,1,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,94,104,90% reporting,90%,90,173000,edison,90%,90% reported,edison,democrat,FALSE,2020-11-24T13:26:17Z,TRUE,43.75515,68465,D+44,Garcia +44,democrat,FALSE,"","",1,0,1604452928037
