fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_davidsonw,results_enochv,results_write_ins,results_absentee_davidsonw,results_absentee_enochv,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39017,Butler,180127,0,282,282,Merged into voters' home precincts and released with cumulative results,91,197388,91%,91% reported,edison,2,some,78506,115747,64380,0,0,0,0,2020-11-24T13:23:00Z,28.5171,R+29,Davidson +29,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39023,Clark,62590,39169,81,90,Released as a separate subtotal as first report of the night,90,69842,90%,90% reported,edison,2,unknown,33222,39767,22759,64,21787,17382,0,2020-11-24T13:23:07Z,27.17367,R+27,Davidson +27,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39037,Darke,26649,0,40,43,Merged into voters' home precincts and released with cumulative results,92,28959,92%,92% reported,edison,2,unknown,10557,22248,4387,14,0,0,0,2020-11-24T13:23:01Z,67.02315,R+67,Davidson +67,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39107,Mercer,10326,6229,16,16,Released as a separate subtotal as first report of the night,100,10326,>98%,>98% reported,edison,6,all,12162,9204,1119,3,5329,897,3,2020-11-24T13:23:01Z,78.2975,R+78,Davidson +78,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39109,Miami,56256,35309,85,85,Merged into voters' home precincts and released with cumulative results,94,59941,94%,94% reported,edison,4,unknown,27334,42298,13918,40,24421,10857,31,2020-11-24T13:23:03Z,50.44795,R+50,Davidson +50,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39135,Preble,21116,4205,38,42,Merged into voters' home precincts and released with cumulative results,100,20751,>98%,>98% reported,edison,6,unknown,7200,16913,4194,9,2648,1557,0,2020-11-24T13:23:06Z,60.23395,R+60,Davidson +60,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357064,84912,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,542,558,97% reporting,97%,91,391000,edison,91%,91% reported,edison,republican,FALSE,2020-11-24T13:23:26Z,TRUE,37.92597,135420,R+38,Davidson +38,republican,FALSE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
