fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_macen,results_cunninghamj,results_absentee_macen,results_absentee_cunninghamj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
45013,Beaufort,92167,53508,89,89,Released as a precinct at the end of tabulation,100,92167,>98%,>98% reported,edison,10,all,27701,50358,41809,24747,28761,2020-11-16T15:48:16Z,9.27555,R+9,Mace +9,republican,SC-G-H-1-2020-11-03,sc-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-south-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-dem,1,District 1,SC,south-carolina,South Carolina,S.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,426669,276440,5,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,385,385,100% reporting,100%,100,427111,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:20:14Z,TRUE,1.26913,5415,R+1.3,Mace +1.3,republican,"","",0,0,1604473497501
45015,Berkeley,91767,50295,83,83,"As a precinct in the FIRST cumulative report, along with regular precincts",100,91767,>98%,>98% reported,edison,10,all,19053,50944,40823,23814,26481,2020-11-16T15:48:14Z,11.02902,R+11,Mace +11,republican,SC-G-H-1-2020-11-03,sc-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-south-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-dem,1,District 1,SC,south-carolina,South Carolina,S.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,426669,276440,5,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,385,385,100% reporting,100%,100,427111,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:20:14Z,TRUE,1.26913,5415,R+1.3,Mace +1.3,republican,"","",0,0,1604473497501
45019,Charleston,175104,131276,141,141,Released as a precinct as first report of the night,100,175104,>98%,>98% reported,edison,10,unknown,54234,78962,96142,54393,76883,2020-11-16T15:48:14Z,9.81131,D+10,Cunningham +10,democrat,SC-G-H-1-2020-11-03,sc-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-south-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-dem,1,District 1,SC,south-carolina,South Carolina,S.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,426669,276440,5,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,385,385,100% reporting,100%,100,427111,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:20:14Z,TRUE,1.26913,5415,R+1.3,Mace +1.3,republican,"","",0,0,1604473497501
45029,Colleton,957,364,2,2,"As a precinct in the FIRST cumulative report, along with regular precincts",100,957,>98%,>98% reported,edison,10,unknown,6733,682,275,228,136,2020-11-16T15:48:16Z,42.52874,R+43,Mace +43,republican,SC-G-H-1-2020-11-03,sc-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-south-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-dem,1,District 1,SC,south-carolina,South Carolina,S.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,426669,276440,5,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,385,385,100% reporting,100%,100,427111,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:20:14Z,TRUE,1.26913,5415,R+1.3,Mace +1.3,republican,"","",0,0,1604473497501
45035,Dorchester,66674,40997,70,70,"As a precinct in the FIRST cumulative report, along with regular precincts",100,66674,>98%,>98% reported,edison,10,all,18464,35096,31578,19343,21654,2020-11-16T15:48:15Z,5.27642,R+5,Mace +5,republican,SC-G-H-1-2020-11-03,sc-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-south-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-dem,1,District 1,SC,south-carolina,South Carolina,S.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,democrat,426669,276440,5,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,385,385,100% reporting,100%,100,427111,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:20:14Z,TRUE,1.26913,5415,R+1.3,Mace +1.3,republican,"","",0,0,1604473497501
