fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rosendalem,results_williamsk,results_absentee_rosendalem,results_absentee_williamsk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
30047,Lake,16489,0,22,22,Merged into voters' home precincts and released with cumulative results,100,16489,>98%,>98% reported,edison,8,unknown,10643,9239,7250,0,0,2020-11-19T21:55:52Z,12.06259,R+12,Rosendale +12,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30049,Lewis and Clark,42095,0,33,33,Released as a separate subtotal as first report of the night,100,42095,>98%,>98% reported,edison,8,unknown,29778,21045,21050,0,0,2020-11-19T21:47:10Z,0.01188,D+0.01,Williams +0.01,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30051,Liberty,1080,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1080,>98%,>98% reported,edison,8,unknown,763,776,304,0,0,2020-11-16T15:47:43Z,43.7037,R+44,Rosendale +44,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30053,Lincoln,11699,0,14,14,Merged into voters' home precincts and released with cumulative results,100,11699,>98%,>98% reported,edison,8,unknown,6806,8587,3112,0,0,2020-11-19T21:47:29Z,46.79887,R+47,Rosendale +47,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30057,Madison,6056,0,8,8,Merged into voters' home precincts and released with cumulative results,100,6056,>98%,>98% reported,edison,8,unknown,2922,4113,1943,0,0,2020-11-19T21:53:09Z,35.83223,R+36,Rosendale +36,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30055,McCone,1119,0,3,3,Merged into voters' home precincts and released with cumulative results,100,1119,>98%,>98% reported,edison,8,some,688,932,187,0,0,2020-11-16T15:47:43Z,66.5773,R+67,Rosendale +67,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30059,Meagher,1107,0,1,1,Other,100,1107,>98%,>98% reported,edison,8,unknown,978,834,273,0,0,2020-11-16T15:47:44Z,50.67751,R+51,Rosendale +51,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30061,Mineral,2326,0,6,6,Released as a separate subtotal as first report of the night,100,2326,>98%,>98% reported,edison,8,unknown,1507,1647,679,0,0,2020-11-19T21:47:59Z,41.61651,R+42,Rosendale +42,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30063,Missoula,71411,0,52,52,Merged into voters' home precincts and released with cumulative results,100,71411,>98%,>98% reported,edison,8,unknown,59576,26662,44749,0,0,2020-11-19T21:48:15Z,25.32803,D+25,Williams +25,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30065,Musselshell,2860,0,6,6,Merged into voters' home precincts and released with cumulative results,100,2860,>98%,>98% reported,edison,8,some,1734,2341,519,0,0,2020-11-16T15:47:45Z,63.70629,R+64,Rosendale +64,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30067,Park,11515,0,11,11,None,100,11515,>98%,>98% reported,edison,8,unknown,6699,5933,5582,0,0,2020-11-19T21:48:33Z,3.0482,R+3,Rosendale +3,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30069,Petroleum,349,0,1,1,None,100,349,>98%,>98% reported,edison,8,all,189,298,51,0,0,2020-11-16T15:47:46Z,70.77364,R+71,Rosendale +71,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30071,Phillips,2349,0,2,2,Merged into voters' home precincts and released with cumulative results,100,2349,>98%,>98% reported,edison,8,unknown,2000,1860,489,0,0,2020-11-19T21:48:47Z,58.36526,R+58,Rosendale +58,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30073,Pondera,2982,0,8,8,Released as a separate subtotal at the end of tabulation,100,2982,>98%,>98% reported,edison,8,unknown,2141,1963,1019,0,0,2020-11-19T21:57:13Z,31.65661,R+32,Rosendale +32,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30075,Powder River,1138,0,7,7,Merged into voters' home precincts and released with cumulative results,100,1138,>98%,>98% reported,edison,8,unknown,638,953,185,0,0,2020-11-19T18:44:14Z,67.48682,R+67,Rosendale +67,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30077,Powell,3177,0,13,13,Merged into voters' home precincts and released with cumulative results,100,3177,>98%,>98% reported,edison,8,unknown,1578,2278,899,0,0,2020-11-19T21:49:18Z,43.40573,R+43,Rosendale +43,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30079,Prairie,716,0,4,4,Merged into voters' home precincts and released with cumulative results,100,716,>98%,>98% reported,edison,8,unknown,480,568,148,0,0,2020-11-16T15:47:48Z,58.65922,R+59,Rosendale +59,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30081,Ravalli,28464,0,24,24,Released as a separate subtotal as first report of the night,100,28464,>98%,>98% reported,edison,8,unknown,16965,19114,9350,0,0,2020-11-19T21:49:38Z,34.30298,R+34,Rosendale +34,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30083,Richland,5748,0,13,13,Other,100,5748,>98%,>98% reported,edison,8,all,2582,4694,1054,0,0,2020-11-19T21:49:55Z,63.32637,R+63,Rosendale +63,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30085,Roosevelt,3987,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3987,>98%,>98% reported,edison,8,unknown,2086,1927,2060,0,0,2020-11-19T21:50:10Z,3.33584,D+3,Williams +3,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30087,Rosebud,3751,0,12,12,Merged into voters' home precincts AFTER election night,100,3751,>98%,>98% reported,edison,8,unknown,2216,2426,1325,0,0,2020-11-19T21:50:24Z,29.35217,R+29,Rosendale +29,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30089,Sanders,7583,0,9,9,Merged into voters' home precincts and released with cumulative results,100,7583,>98%,>98% reported,edison,8,all,5891,5574,2009,0,0,2020-11-19T21:50:46Z,47.01306,R+47,Rosendale +47,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30091,Sheridan,2009,0,6,6,Merged into voters' home precincts and released with cumulative results,100,2009,>98%,>98% reported,edison,8,unknown,1792,1328,681,0,0,2020-11-19T21:50:55Z,32.20508,R+32,Rosendale +32,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
30093,Silver Bow,18686,0,31,31,Merged into voters' home precincts AFTER election night,100,18686,>98%,>98% reported,edison,8,unknown,14293,7175,11511,0,0,2020-11-19T21:51:18Z,23.20454,D+23,Williams +23,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-20T14:21:33Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,"","",0,0,1604473773708
