fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_jacksonr,results_trujillog,results_westbrookj,results_absentee_jacksonr,results_absentee_trujillog,results_absentee_westbrookj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48205,Hartley,2071,1613,6,7,Released as a precinct as first report of the night,82,2514,82%,82% reported,edison,2,unknown,1711,1856,174,41,1447,134,32,2020-11-19T21:51:02Z,81.2168,R+81,Jackson +81,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48211,Hemphill,1694,1154,7,9,Released as a precinct as first report of the night,78,2179,78%,78% reported,edison,2,unknown,1081,1472,182,40,995,130,29,2020-11-16T15:48:01Z,76.15112,R+76,Jackson +76,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48233,Hutchinson,8710,6973,7,9,Released as a precinct as first report of the night,83,10486,83%,83% reported,edison,2,unknown,7976,7595,907,208,6112,721,140,2020-11-19T21:51:07Z,76.7853,R+77,Jackson +77,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48237,Jack,3664,2853,6,7,Released as a precinct as first report of the night,85,4307,85%,85% reported,edison,2,unknown,2721,3313,297,54,2569,246,38,2020-11-19T21:51:06Z,82.31441,R+82,Jackson +82,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48269,King,151,0,4,5,Released as a precinct as first report of the night,74,205,74%,74% reported,edison,2,unknown,125,145,4,2,0,0,0,2020-11-16T15:48:04Z,93.37748,R+93,Jackson +93,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48275,Knox,1413,746,6,7,Released as a precinct as first report of the night,81,1752,81%,81% reported,edison,2,unknown,343,1145,251,17,600,138,8,2020-11-16T15:48:04Z,63.26964,R+63,Jackson +63,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48295,Lipscomb,1321,558,5,7,Released as a precinct as first report of the night,77,1705,77%,77% reported,edison,2,unknown,482,1177,120,24,481,72,5,2020-11-19T21:51:06Z,80.01514,R+80,Jackson +80,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48337,Montague,9731,7973,14,16,Released as a precinct as first report of the night,88,11099,88%,88% reported,edison,2,some,582,8588,979,164,7010,843,120,2020-11-19T21:51:12Z,78.1934,R+78,Jackson +78,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48341,Moore,5455,3728,6,8,Released as a precinct as first report of the night,80,6794,80%,80% reported,edison,2,unknown,3973,4275,1080,100,3114,559,55,2020-11-19T21:51:11Z,58.57012,R+59,Jackson +59,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48345,Motley,640,440,6,7,Released as a precinct as first report of the night,81,793,81%,81% reported,edison,2,unknown,503,592,42,6,405,32,3,2020-11-16T15:48:11Z,85.9375,R+86,Jackson +86,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48357,Ochiltree,3116,2220,4,5,Released as a precinct as first report of the night,81,3847,81%,81% reported,edison,2,unknown,2376,2793,278,45,2010,180,30,2020-11-19T21:51:05Z,80.71245,R+81,Jackson +81,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48359,Oldham,992,616,7,8,Released as a precinct as first report of the night,81,1219,81%,81% reported,edison,2,unknown,538,898,81,13,571,39,6,2020-11-16T15:48:13Z,82.35887,R+82,Jackson +82,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48375,Potter,32818,26485,22,25,Released as a precinct as first report of the night,100,29249,>98%,>98% reported,edison,6,some,24501,22451,9558,809,18238,7673,574,2020-11-19T21:51:01Z,39.28637,R+39,Jackson +39,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48381,Randall,64149,55645,21,23,Released as a precinct as first report of the night,92,69568,92%,92% reported,edison,4,all,56579,50515,12184,1450,43943,10597,1105,2020-11-19T21:51:02Z,59.75307,R+60,Jackson +60,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48393,Roberts,546,361,4,5,Released as a precinct as first report of the night,77,710,77%,77% reported,edison,2,unknown,399,521,19,6,346,12,3,2020-11-16T15:48:16Z,91.94139,R+92,Jackson +92,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48421,Sherman,982,677,4,5,Released as a precinct as first report of the night,82,1204,82%,82% reported,edison,2,unknown,974,867,95,20,588,76,13,2020-11-19T21:50:55Z,78.61507,R+79,Jackson +79,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48437,Swisher,2315,1733,7,9,Released as a precinct as first report of the night,82,2825,82%,82% reported,edison,2,unknown,1756,1791,483,41,1362,347,24,2020-11-19T21:50:52Z,56.50108,R+57,Jackson +57,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48483,Wheeler,2287,1602,8,11,Released as a precinct as first report of the night,77,2975,77%,77% reported,edison,2,unknown,1640,2097,163,27,1464,121,17,2020-11-16T15:48:20Z,84.56493,R+85,Jackson +85,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48485,Wichita,45434,33424,58,62,Released as a precinct as first report of the night,93,48975,93%,93% reported,edison,2,some,45995,35254,9294,886,24281,8387,756,2020-11-16T15:48:21Z,57.13783,R+57,Jackson +57,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48487,Wilbarger,4386,3641,4,5,Released as a precinct as first report of the night,83,5293,83%,83% reported,edison,2,unknown,4072,3423,894,69,2869,725,47,2020-11-19T21:51:11Z,57.66074,R+58,Jackson +58,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
48497,Wise,19799,16722,16,16,Released as a precinct as first report of the night,100,19854,>98%,>98% reported,edison,2,unknown,19355,16984,2420,395,14365,2071,286,2020-11-19T21:51:09Z,73.55927,R+74,Jackson +74,republican,TX-G-H-13-2020-11-03,tx-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273950,214196,40,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,361,423,85% reporting,85%,89,309000,edison,89%,89% reported,edison,republican,FALSE,2020-11-20T14:19:42Z,FALSE,63.07319,172789,R+63,Jackson +63,republican,"","",1,0,1604457624852
