fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_titusd,results_bentleyj,results_bakarik,results_strawderr,results_absentee_titusd,results_absentee_bentleyj,results_absentee_bakarik,results_absentee_strawderr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
32003,Clark,223213,0,270,295,Merged into voters' home precincts and released with cumulative results,91,244082,91%,91% reported,edison,2,some,781405,137868,74490,6190,4665,0,0,0,0,2020-11-16T15:48:14Z,28.39351,D+28,Titus +28,democrat,NV-G-H-1-2020-11-03,nv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nevada-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nevada.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nevada.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-nevada.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,NV,nevada,Nevada,Nev.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",223213,0,unknown,Polls closed at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,270,295,92% reporting,92%,91,244000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-18T17:17:48Z,TRUE,28.39351,63378,D+28,Titus +28,democrat,"","",7,0,1604471119673
