fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_jacobsc,results_mcmurrayn,results_whitmerd,results_absentee_jacobsc,results_absentee_mcmurrayn,results_absentee_whitmerd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
36029,Erie,140402,67000,250,295,Merged into voters' home precincts AFTER election night,85,165408,85%,85% reported,edison,4,some,87856,50908,1638,34983,31428,589,2020-11-16T15:48:09Z,26.31586,R+26,Jacobs +26,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36037,Genesee,24103,0,43,52,Merged into voters' home precincts AFTER election night,83,29091,83%,83% reported,edison,2,unknown,17126,6497,480,0,0,0,2020-11-16T15:48:12Z,44.09825,R+44,Jacobs +44,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36051,Livingston,25409,0,31,40,Merged into voters' home precincts AFTER election night,77,32980,77%,77% reported,edison,2,unknown,16397,8668,344,0,0,0,2020-11-16T20:00:37Z,30.41836,R+30,Jacobs +30,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36055,Monroe,11969,0,26,34,Merged into voters' home precincts AFTER election night,76,15790,76%,76% reported,edison,4,all,7418,4385,165,0,0,0,2020-11-18T14:22:00Z,25.34046,R+25,Jacobs +25,republican,1,0,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36063,Niagara,56951,0,101,120,Merged into voters' home precincts AFTER election night,84,67779,84%,84% reported,edison,2,unknown,36473,19772,706,0,0,0,2020-11-16T15:48:13Z,29.32521,R+29,Jacobs +29,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36069,Ontario,29381,0,47,59,Merged into voters' home precincts AFTER election night,80,36718,80%,80% reported,edison,2,unknown,16836,12206,339,0,0,0,2020-11-16T15:48:10Z,15.75848,R+16,Jacobs +16,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36073,Orleans,14764,0,33,40,Merged into voters' home precincts AFTER election night,82,18060,82%,82% reported,edison,2,unknown,10687,3843,234,0,0,0,2020-11-16T15:48:13Z,46.356,R+46,Jacobs +46,republican,,,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
36121,Wyoming,19042,0,40,40,Merged into voters' home precincts AFTER election night,100,19091,>98%,>98% reported,edison,2,unknown,13878,4895,263,0,0,0,2020-11-16T18:54:43Z,47.17467,R+47,Jacobs +47,republican,6,0,NY-G-H-27-2020-11-03,ny-house-general-district-027-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-27.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 27,U.S. House,H,solid-rep,27,District 27,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",322021,67000,1,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,571,680,84% reporting,84%,84,385000,edison,84%,84% reported,edison,republican,FALSE,2020-11-18T17:17:53Z,TRUE,29.65552,95497,R+30,Jacobs +30,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604479781813
