fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_boebertl,results_mitsch_bushd,results_keilj,results_miltonc,results_absentee_boebertl,results_absentee_mitsch_bushd,results_absentee_keilj,results_absentee_miltonc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
08053,Hinsdale,612,0,1,1,Other,95,643,95%,95% reported,edison,4,all,351,238,20,3,0,0,0,0,2020-11-16T15:47:45Z,18.46405,R+18,Boebert +18,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08055,Huerfano,4335,0,11,11,Other,100,4324,>98%,>98% reported,edison,6,all,2157,1999,122,57,0,0,0,0,2020-11-16T15:47:45Z,3.64475,R+4,Boebert +4,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08057,Jackson,852,0,4,5,Other,100,849,>98%,>98% reported,edison,6,all,672,158,18,4,0,0,0,0,2020-11-16T15:47:46Z,60.32864,R+60,Boebert +60,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08067,La Plata,35046,0,30,32,Other,100,34688,>98%,>98% reported,edison,6,all,14059,19877,772,338,0,0,0,0,2020-11-16T15:47:46Z,16.60104,D+17,Mitsch Bush +17,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08065,Lake,3872,0,6,6,Other,100,3490,>98%,>98% reported,edison,2,unknown,1420,2218,170,64,0,0,0,0,2020-11-16T15:47:57Z,20.6095,D+21,Mitsch Bush +21,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08077,Mesa,89419,0,55,57,Other,97,92407,97%,97% reported,edison,4,all,55434,30573,2439,973,0,0,0,0,2020-11-16T15:47:47Z,27.80282,R+28,Boebert +28,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08079,Mineral,743,0,1,1,Other,100,739,>98%,>98% reported,edison,2,unknown,412,291,27,13,0,0,0,0,2020-11-16T15:47:48Z,16.28533,R+16,Boebert +16,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08081,Moffat,6891,0,12,13,Other,89,7765,89%,89% reported,edison,4,some,5587,1143,119,42,0,0,0,0,2020-11-16T15:47:48Z,64.48991,R+64,Boebert +64,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08083,Montezuma,15283,0,11,11,Other,100,15219,>98%,>98% reported,edison,6,all,9248,5614,284,137,0,0,0,0,2020-11-16T15:47:49Z,23.77805,R+24,Boebert +24,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08085,Montrose,24501,0,27,28,Other,97,25211,97%,97% reported,edison,2,some,16529,7326,449,197,0,0,0,0,2020-11-16T15:47:50Z,37.56173,R+38,Boebert +38,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08091,Ouray,3965,0,5,5,Other,100,3611,>98%,>98% reported,edison,4,some,1578,2301,55,31,0,0,0,0,2020-11-16T15:47:50Z,18.23455,D+18,Mitsch Bush +18,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08097,Pitkin,11800,0,9,10,Other,100,11481,>98%,>98% reported,edison,4,some,2829,8682,212,77,0,0,0,0,2020-11-16T15:47:51Z,49.60169,D+50,Mitsch Bush +50,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08101,Pueblo,86882,0,119,128,Other,93,93589,93%,93% reported,edison,4,unknown,41576,41780,2447,1079,0,0,0,0,2020-11-16T15:47:51Z,0.2348,D+0.23,Mitsch Bush +0.23,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08103,Rio Blanco,3640,0,4,5,Other,89,4106,89%,89% reported,edison,4,all,3006,560,54,20,0,0,0,0,2020-11-16T15:47:52Z,67.1978,R+67,Boebert +67,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08105,Rio Grande,6207,0,14,15,Other,100,6186,>98%,>98% reported,edison,6,all,3567,2428,153,59,0,0,0,0,2020-11-16T15:47:52Z,18.35025,R+18,Boebert +18,republican,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08107,Routt,16593,0,18,18,Other,100,15259,>98%,>98% reported,edison,2,all,5930,10273,285,105,0,0,0,0,2020-11-16T15:47:53Z,26.17369,D+26,Mitsch Bush +26,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08109,Saguache,3287,0,7,7,Other,100,3249,>98%,>98% reported,edison,6,all,1334,1830,92,31,0,0,0,0,2020-11-16T15:47:53Z,15.08975,D+15,Mitsch Bush +15,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08111,San Juan,543,0,1,1,Other,100,543,>98%,>98% reported,edison,6,unknown,201,322,6,14,0,0,0,0,2020-11-16T15:47:54Z,22.28361,D+22,Mitsch Bush +22,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
08113,San Miguel,5052,0,6,6,Other,100,4724,>98%,>98% reported,edison,4,some,1175,3745,104,28,0,0,0,0,2020-11-16T15:47:55Z,50.87094,D+51,Mitsch Bush +51,democrat,CO-G-H-3-2020-11-03,co-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"In this traditionally red district, Lauren Boebert, a Glock-packing newcomer to politics who beat the incumbent in the Republican primary, <a href=""https://www.nytimes.com/2020/09/26/us/colorado-lauren-boebert-congress.html"">
faces increasing scrutiny</a> and a well-funded challenger, Diane Mitsch Bush, a former Democratic state lawmaker and university professor.
",lean-rep,TRUE,3,District 3,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",429018,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,459,485,95% reporting,95%,96,449000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:53Z,FALSE,6.18202,26522,R+6,Boebert +6,republican,"","",0,0,1604499689977
