fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_gravess,results_rossg,results_higginsj,results_absentee_gravess,results_absentee_rossg,results_absentee_higginsj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
29115,Linn,5610,0,19,21,"As a precinct in the FIRST cumulative report, along with regular precincts",100,4513,>98%,>98% reported,edison,2,unknown,907,4411,1090,109,0,0,0,2020-11-16T15:48:25Z,59.19786,R+59,Graves +59,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29117,Livingston,6664,0,12,13,Released as a precinct as first report of the night,100,5185,>98%,>98% reported,edison,2,unknown,1254,5535,1039,90,0,0,0,2020-11-16T15:48:26Z,67.46699,R+67,Graves +67,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29121,Macon,7711,0,12,13,None,100,7711,>98%,>98% reported,edison,6,unknown,1174,6191,1412,108,0,0,0,2020-11-16T15:47:44Z,61.9764,R+62,Graves +62,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29127,Marion,13128,0,16,17,None,100,13128,>98%,>98% reported,edison,6,all,1762,10166,2742,220,0,0,0,2020-11-16T15:47:44Z,56.55088,R+57,Graves +57,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29129,Mercer,1744,0,5,5,Released separately AFTER election night,100,1733,>98%,>98% reported,edison,2,unknown,302,1544,181,19,0,0,0,2020-11-16T15:48:26Z,78.15367,R+78,Graves +78,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29137,Monroe,4333,0,9,9,Released as a precinct as first report of the night,100,4134,>98%,>98% reported,edison,2,unknown,592,3450,798,85,0,0,0,2020-11-16T15:47:44Z,61.20471,R+61,Graves +61,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29147,Nodaway,9775,0,19,20,None,100,7639,>98%,>98% reported,edison,2,unknown,1334,7235,2370,170,0,0,0,2020-11-16T15:48:26Z,49.76982,R+50,Graves +50,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29163,Pike,7511,0,13,14,Released as a precinct as first report of the night,100,7351,>98%,>98% reported,edison,2,unknown,1005,5813,1572,126,0,0,0,2020-11-16T15:47:45Z,56.46385,R+56,Graves +56,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29165,Platte,57863,0,28,28,Released as a precinct as first report of the night,100,57863,>98%,>98% reported,edison,6,all,7942,31778,24843,1242,0,0,0,2020-11-16T15:48:27Z,11.98521,R+12,Graves +12,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29171,Putnam,2311,0,8,9,None,100,1896,>98%,>98% reported,edison,2,unknown,506,2013,272,26,0,0,0,2020-11-16T15:48:27Z,75.33535,R+75,Graves +75,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29173,Ralls,4659,0,6,8,Released separately AFTER election night,89,5249,89%,89% reported,edison,2,unknown,838,4369,194,96,0,0,0,2020-11-16T15:47:45Z,89.6115,R+90,Graves +90,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29197,Schuyler,1954,0,5,5,Released as a precinct as first report of the night,100,1954,>98%,>98% reported,edison,6,all,286,1624,290,40,0,0,0,2020-11-16T15:48:27Z,68.27021,R+68,Graves +68,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29199,Scotland,1921,441,5,6,Released as a precinct as first report of the night,100,1921,>98%,>98% reported,edison,6,all,466,1614,277,30,334,102,5,2020-11-16T15:47:46Z,69.59917,R+70,Graves +70,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29205,Shelby,3256,637,6,7,Released as a precinct at the end of tabulation,100,3255,>98%,>98% reported,edison,6,all,602,2704,502,50,464,166,7,2020-11-16T15:47:47Z,67.62899,R+68,Graves +68,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29211,Sullivan,2436,0,13,15,Released as a precinct as first report of the night,100,2010,>98%,>98% reported,edison,2,unknown,542,1992,411,33,0,0,0,2020-11-16T15:48:28Z,64.90148,R+65,Graves +65,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
29227,Worth,1087,0,8,8,Released as a precinct as first report of the night,100,847,>98%,>98% reported,edison,2,unknown,224,865,192,30,0,0,0,2020-11-16T15:48:28Z,61.91352,R+62,Graves +62,republican,MO-G-H-6-2020-11-03,mo-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",387809,1606,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,425,450,94% reporting,94%,99,390000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-18T17:18:14Z,TRUE,35.62346,138151,R+36,Graves +36,republican,"","",0,0,1604461440767
