fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_bishopd,results_wallacec,results_absentee_bishopd,results_absentee_wallacec,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37007,Anson,11066,7827,8,9,Released as a precinct as first report of the night,84,13222,84%,84% reported,edison,2,unknown,10515,5252,5814,3169,4658,2020-11-11T03:26:32Z,5.07862,D+5,Wallace +5,democrat,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37093,Hoke,21632,17335,14,15,Released as a precinct as first report of the night,95,22759,95%,95% reported,edison,2,unknown,17363,9465,12167,7071,10264,2020-11-11T03:26:34Z,12.49075,D+12,Wallace +12,democrat,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37119,Mecklenburg,124023,110889,41,44,Released as a precinct as first report of the night,94,132590,94%,94% reported,edison,4,unknown,448198,59210,64813,50347,60542,2020-11-11T17:28:37Z,4.51771,D+5,Wallace +5,democrat,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37125,Moore,38038,32452,17,18,Released as a precinct as first report of the night,93,40896,93%,93% reported,edison,2,unknown,44755,23306,14732,19295,13157,2020-11-11T03:26:35Z,22.54062,R+23,Bishop +23,republican,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37153,Richmond,20305,16097,13,16,Released as a precinct as first report of the night,100,20210,>98%,>98% reported,edison,6,all,17301,11362,8943,8836,7261,2020-11-11T03:26:33Z,11.91332,R+12,Bishop +12,republican,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37155,Robeson,43177,30196,33,39,Released as a precinct as first report of the night,84,51098,84%,84% reported,edison,2,unknown,29189,25016,18161,15829,14367,2020-11-11T03:26:33Z,15.87651,R+16,Bishop +16,republican,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37165,Scotland,14280,11741,6,7,"As a precinct in the FIRST cumulative report, along with regular precincts",82,17425,82%,82% reported,edison,2,unknown,14203,7204,7076,5779,5962,2020-11-11T03:26:34Z,0.89636,R+0.90,Bishop +0.90,republican,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
37179,Union,127765,107896,51,52,None,100,127765,>98%,>98% reported,edison,6,none,96600,81512,46253,66787,41109,2020-11-11T03:26:31Z,27.59676,R+28,Bishop +28,republican,NC-G-H-9-2020-11-03,nc-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,lean-rep,9,District 9,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",400286,334433,8,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,183,200,92% reporting,92%,92,434000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T17:28:39Z,TRUE,11.08407,44368,R+11,Bishop +11,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604461264820
