fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_smitha,results_elworthm,results_hobbsd,results_absentee_smitha,results_absentee_elworthm,results_absentee_hobbsd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
31117,McPherson,299,0,1,1,Other,100,298,>98%,>98% reported,edison,6,unknown,138,271,19,9,0,0,0,2020-11-11T03:25:14Z,84.28094,R+84,Smith +84,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31121,Merrick,4161,0,15,15,Released as a precinct as first report of the night,100,4169,>98%,>98% reported,edison,2,unknown,3923,3411,578,172,0,0,0,2020-11-11T03:25:15Z,68.0846,R+68,Smith +68,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31123,Morrill,2503,0,10,10,Released as a precinct as first report of the night,100,2446,>98%,>98% reported,edison,2,unknown,1216,2072,302,129,0,0,0,2020-11-11T03:25:16Z,70.71514,R+71,Smith +71,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31125,Nance,1739,0,7,7,Released as a precinct at the end of tabulation,97,1796,97%,97% reported,edison,2,unknown,643,1397,282,60,0,0,0,2020-11-11T03:25:17Z,64.11731,R+64,Smith +64,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31127,Nemaha,3300,0,9,9,Released as a precinct as first report of the night,95,3481,95%,95% reported,edison,2,unknown,1205,2527,644,129,0,0,0,2020-11-11T03:25:33Z,57.06061,R+57,Smith +57,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31129,Nuckolls,2244,0,8,9,Released as a precinct as first report of the night,92,2449,92%,92% reported,edison,2,unknown,470,1906,283,55,0,0,0,2020-11-11T03:25:18Z,72.3262,R+72,Smith +72,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31133,Pawnee,1372,0,6,6,Merged into voters' home precincts AFTER election night,93,1476,93%,93% reported,edison,2,unknown,504,1094,238,40,0,0,0,2020-11-11T03:25:33Z,62.39067,R+62,Smith +62,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31135,Perkins,1524,848,4,4,Released as a precinct as first report of the night,95,1609,95%,95% reported,edison,2,some,912,1344,140,40,704,124,20,2020-11-11T03:25:19Z,79.00262,R+79,Smith +79,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31137,Phelps,4961,0,13,14,Released as a precinct as first report of the night,96,5184,96%,96% reported,edison,2,unknown,1421,4251,551,159,0,0,0,2020-11-11T03:25:20Z,74.58174,R+75,Smith +75,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31139,Pierce,3881,0,6,6,Released as a precinct as first report of the night,97,4010,97%,97% reported,edison,2,unknown,1102,3402,366,113,0,0,0,2020-11-11T03:25:21Z,78.22726,R+78,Smith +78,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31145,Red Willow,5381,0,13,14,Merged into voters' home precincts and released with cumulative results,94,5734,94%,94% reported,edison,2,unknown,1754,4570,663,148,0,0,0,2020-11-11T03:25:21Z,72.60732,R+73,Smith +73,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31147,Richardson,3830,0,14,15,Released as a separate subtotal as first report of the night,91,4226,91%,91% reported,edison,2,unknown,1536,2927,779,124,0,0,0,2020-11-11T03:25:34Z,56.08355,R+56,Smith +56,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31149,Rock,818,0,2,2,Released as a precinct as first report of the night,92,889,92%,92% reported,edison,2,unknown,381,747,53,18,0,0,0,2020-11-11T03:25:22Z,84.84108,R+85,Smith +85,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31151,Saline,5583,0,13,13,Merged into voters' home precincts and released with cumulative results,98,5682,98%,98% reported,edison,2,unknown,1309,3759,1563,261,0,0,0,2020-11-11T03:25:22Z,39.33369,R+39,Smith +39,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31157,Scotts Bluff,15016,6935,29,30,Released as a precinct as first report of the night,95,15783,95%,95% reported,edison,2,some,6589,10662,3510,844,4346,2250,339,2020-11-11T03:25:23Z,47.6292,R+48,Smith +48,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31161,Sheridan,2607,0,8,9,Released as a precinct as first report of the night,90,2896,90%,90% reported,edison,2,unknown,739,2219,280,108,0,0,0,2020-11-11T03:25:24Z,74.37668,R+74,Smith +74,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31163,Sherman,1651,0,7,7,Released separately AFTER election night,94,1749,94%,94% reported,edison,2,unknown,421,1334,265,52,0,0,0,2020-11-11T03:25:25Z,64.74864,R+65,Smith +65,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31165,Sioux,718,0,3,3,Released separately AFTER election night,88,816,88%,88% reported,edison,2,unknown,291,638,60,20,0,0,0,2020-11-11T03:25:26Z,80.50139,R+81,Smith +81,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31169,Thayer,2872,0,8,8,Released as a precinct as first report of the night,96,3006,96%,96% reported,edison,2,unknown,773,2376,419,77,0,0,0,2020-11-11T03:25:27Z,68.14067,R+68,Smith +68,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31171,Thomas,413,0,1,1,Released as a separate subtotal at the end of tabulation,95,433,95%,95% reported,edison,2,unknown,242,360,41,12,0,0,0,2020-11-11T03:25:27Z,77.23971,R+77,Smith +77,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31175,Valley,2290,0,7,8,"As a precinct in the FIRST cumulative report, along with regular precincts",94,2446,94%,94% reported,edison,2,unknown,581,1944,295,51,0,0,0,2020-11-11T03:25:28Z,72.00873,R+72,Smith +72,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31179,Wayne,4071,0,11,11,Released as a precinct as first report of the night,97,4217,97%,97% reported,edison,2,unknown,1347,3133,794,144,0,0,0,2020-11-11T03:25:35Z,57.45517,R+57,Smith +57,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31181,Webster,1828,0,6,6,Released separately AFTER election night,96,1901,96%,96% reported,edison,2,unknown,499,1532,245,51,0,0,0,2020-11-11T03:25:29Z,70.40481,R+70,Smith +70,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31183,Wheeler,487,0,2,2,Released separately AFTER election night,95,515,95%,95% reported,edison,2,unknown,160,432,43,12,0,0,0,2020-11-11T03:25:29Z,79.8768,R+80,Smith +80,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
31185,York,6903,0,13,13,Released as a precinct as first report of the night,98,7037,98%,98% reported,edison,2,unknown,2483,5541,1117,245,0,0,0,2020-11-11T03:25:29Z,64.08808,R+64,Smith +64,republican,NE-G-H-3-2020-11-03,ne-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-nebraska.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-nebraska.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,NE,nebraska,Nebraska,Neb.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",286267,35071,6,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,676,703,96% reporting,96%,96,299000,edison,96%,96% reported,edison,republican,FALSE,2020-11-11T03:25:51Z,TRUE,60.83971,174164,R+61,Smith +61,republican,"","",0,0,1604458227678
