fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rogersh,results_bestm,results_absentee_rogersh,results_absentee_bestm,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
21119,Knott,6180,0,27,30,Other,89,6973,89%,89% reported,edison,4,some,376,4919,1261,0,0,2020-11-11T03:26:42Z,59.19094,R+59,Rogers +59,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21121,Knox,13927,2455,29,30,"Released as first report, then NOT included in cumulative results",96,14535,96%,96% reported,edison,4,all,1179,11520,2407,1723,732,2020-11-11T03:26:43Z,65.43405,R+65,Rogers +65,republican,0,0,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21125,Laurel,28032,0,42,45,Released as a precinct as first report of the night,93,30037,93%,93% reported,edison,2,unknown,2752,24264,3768,0,0,2020-11-11T03:26:43Z,73.11644,R+73,Rogers +73,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21127,Lawrence,6835,0,17,18,None,93,7311,93%,93% reported,edison,2,unknown,506,5658,1177,0,0,2020-11-11T03:26:43Z,65.55962,R+66,Rogers +66,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21129,Lee,2530,0,8,10,Merged into voters' home precincts and released with cumulative results,78,3227,78%,78% reported,edison,2,unknown,299,2145,385,0,0,2020-11-11T03:26:43Z,69.56522,R+70,Rogers +70,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21131,Leslie,4794,776,15,17,Released as a separate subtotal as first report of the night,88,5435,88%,88% reported,edison,4,all,445,4431,360,649,127,2020-11-11T03:26:03Z,84.91865,R+85,Rogers +85,republican,3,0,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21133,Letcher,9032,5833,25,30,Merged into voters' home precincts and released with cumulative results,82,11052,82%,82% reported,edison,4,all,618,7496,1536,4701,1132,2020-11-11T03:26:04Z,65.9876,R+66,Rogers +66,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21137,Lincoln,10766,2406,16,17,Other,93,11569,93%,93% reported,edison,4,some,846,8829,1937,1474,932,2020-11-11T03:26:10Z,64.01635,R+64,Rogers +64,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21153,Magoffin,5436,1530,12,14,Merged into voters' home precincts and released with cumulative results,88,6190,88%,88% reported,edison,4,all,1374,4367,1069,904,626,2020-11-11T03:26:05Z,60.66961,R+61,Rogers +61,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21159,Martin,3933,0,12,14,Merged into voters' home precincts AFTER election night,82,4783,82%,82% reported,edison,2,unknown,578,3580,353,0,0,2020-11-11T03:26:05Z,82.04933,R+82,Rogers +82,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21147,McCreary,6361,0,16,18,None,91,6989,91%,91% reported,edison,4,some,715,5772,589,0,0,2020-11-11T03:26:04Z,81.4809,R+81,Rogers +81,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
21175,Morgan,5485,0,11,12,Merged into voters' home precincts and released with cumulative results,95,5772,95%,95% reported,edison,2,unknown,523,4475,1010,0,0,2020-11-11T03:26:06Z,63.17229,R+63,Rogers +63,republican,,,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",298470,33484,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,649,734,88% reporting,88%,89,337000,edison,89%,89% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,67.96462,202854,R+68,Rogers +68,republican,"","",3,0,1604446196365
