fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_gonzaleza,results_godfreya,results_absentee_gonzaleza,results_absentee_godfreya,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39035,Cuyahoga,140753,82724,167,190,Released as a separate subtotal as first report of the night,88,160326,88%,88% reported,edison,4,all,431608,80589,60164,38289,44435,2020-11-11T03:26:17Z,14.51124,R+15,Gonzalez +15,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
39103,Medina,65356,40547,80,80,Released as a separate subtotal as first report of the night,100,65356,>98%,>98% reported,edison,6,all,52920,42612,22744,22948,17599,2020-11-11T03:26:16Z,30.39966,R+30,Gonzalez +30,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
39133,Portage,19412,6535,29,29,Other,99,19617,>98%,>98% reported,edison,4,all,35339,14171,5241,3155,3380,2020-11-11T03:26:18Z,46.00247,R+46,Gonzalez +46,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
39151,Stark,62176,0,84,91,Merged into voters' home precincts and released with cumulative results,92,67432,92%,92% reported,edison,2,unknown,83515,41176,21000,0,0,2020-11-11T03:26:16Z,32.44982,R+32,Gonzalez +32,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
39153,Summit,45400,0,61,66,None,92,49316,92%,92% reported,edison,2,unknown,138795,28141,17259,0,0,2020-11-11T03:26:18Z,23.96916,R+24,Gonzalez +24,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
39169,Wayne,56624,56624,34,67,Merged into voters' home precincts and released with cumulative results,100,56624,>98%,>98% reported,edison,6,all,24814,35834,20790,35834,20790,2020-11-11T03:26:17Z,26.56824,R+27,Gonzalez +27,republican,OH-G-H-16-2020-11-03,oh-house-general-district-016-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-16.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 16,U.S. House,H,solid-rep,16,District 16,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",389721,186430,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,455,523,87% reporting,87%,93,421000,edison,93%,93% reported,edison,republican,FALSE,2020-11-11T03:26:13Z,TRUE,24.45981,95325,R+24,Gonzalez +24,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604460028947
