fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
51001,Accomack,16962,8645,17,17,Released separately AFTER election night,71,23766,71%,71% reported,edison,10,unknown,,1487,,,7578,9172,188,24,5495,3084,66,0,2020-11-24T13:24:46Z,9.39748,R+9,Trump +9,republican,9.39748,15818,11.7,16051,3.48,virginia,2020-11-25T00:44:20.436322Z
51003,Albemarle,64657,43352,31,31,Released as a precinct at the end of tabulation,100,64657,>98%,>98% reported,edison,10,unknown,,6993,,,42466,20804,1014,373,33906,8979,467,0,2020-11-24T13:24:47Z,33.50295,D+34,Biden +34,democrat,-33.50295,56726,-24.8,53907,-11.98,virginia,2020-11-25T00:44:20.436322Z
51510,Alexandria,82508,65530,31,31,Released as a precinct at the end of tabulation,100,82508,>98%,>98% reported,edison,10,unknown,,19940,,,66240,14544,1022,702,55940,8951,639,0,2020-11-24T13:25:37Z,62.65574,D+63,Biden +63,democrat,-62.65574,75762,-58,73411,-43.52,virginia,2020-11-25T00:44:20.436322Z
51005,Alleghany,8203,2724,13,13,Released as a separate subtotal at the end of tabulation,100,8203,>98%,>98% reported,edison,10,unknown,,550,,,2243,5859,89,12,1250,1450,24,0,2020-11-24T13:23:37Z,44.08143,R+44,Trump +44,republican,44.08143,7325,37,7173,2.68,virginia,2020-11-25T00:44:20.436322Z
51007,Amelia,7893,4351,6,6,Released as a precinct at the end of tabulation,100,7893,>98%,>98% reported,edison,10,unknown,,822,,,2411,5390,80,12,1719,2595,37,0,2020-11-24T13:24:03Z,37.7423,R+38,Trump +38,republican,37.7423,7040,36.6,6915,26.62,virginia,2020-11-25T00:44:20.436322Z
51009,Amherst,17005,8444,12,12,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,17005,>98%,>98% reported,edison,10,unknown,,1222,,,5672,11041,251,41,3871,4487,86,0,2020-11-24T13:24:04Z,31.57307,R+32,Trump +32,republican,31.57307,15396,30.3,14970,19.88,virginia,2020-11-25T00:44:20.436322Z
51011,Appomattox,9268,4607,10,10,Released as a precinct in the middle of the night,100,9268,>98%,>98% reported,edison,10,unknown,,525,,,2418,6702,119,29,1565,2995,47,0,2020-11-24T13:24:06Z,46.22356,R+46,Trump +46,republican,46.22356,7997,46.2,7935,36.38,virginia,2020-11-25T00:44:20.436322Z
51013,Arlington,130699,107030,55,55,Released as a precinct at the end of tabulation,100,130699,>98%,>98% reported,edison,10,unknown,,37665,,,105344,22318,1836,1201,91963,13899,1168,0,2020-11-24T13:24:07Z,63.52459,D+64,Biden +64,democrat,-63.52459,121339,-59.2,117608,-39.79,virginia,2020-11-25T00:44:20.436322Z
51015,Augusta,42278,20996,26,26,Released separately AFTER election night,100,42278,>98%,>98% reported,edison,10,unknown,,2612,,,10840,30714,608,116,7874,12866,256,0,2020-11-24T13:24:55Z,47.0079,R+47,Trump +47,republican,47.0079,36343,49.5,33672,42.09,virginia,2020-11-25T00:44:20.436322Z
51017,Bath,2501,761,8,8,Released as a precinct in the middle of the night,100,2501,>98%,>98% reported,edison,10,unknown,,202,,,646,1834,16,5,358,399,4,0,2020-11-24T13:24:55Z,47.501,R+48,Trump +48,republican,47.501,2253,41.9,2223,17.09,virginia,2020-11-25T00:44:20.436322Z
