fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_write_ins,results_hawkinsh,results_jorgensenj,results_la_rivag,results_pierceb,results_absentee_bidenj,results_absentee_trumpd,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_jorgensenj,results_absentee_la_rivag,results_absentee_pierceb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
11001,Ward 1,37762,0,12,15,Merged into voters' home precincts and released with cumulative results,83,45392,83%,83% reported,edison,4,some,,,,,35485,1506,245,224,171,94,37,0,0,0,0,0,0,0,2020-11-11T03:25:48Z,89.98199,D+90,Biden +90,democrat,-89.98199,311268,-86.8,293764,-83.63,district-of-columbia,2020-11-12T12:19:24.969557Z
11002,Ward 2,29382,0,10,13,Merged into voters' home precincts and released with cumulative results,79,37140,79%,79% reported,edison,2,some,,,,,26086,2558,314,102,249,40,33,0,0,0,0,0,0,0,2020-11-11T03:25:50Z,80.07624,D+80,Biden +80,democrat,-80.07624,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11003,Ward 3,40056,0,15,18,Merged into voters' home precincts and released with cumulative results,84,47692,84%,84% reported,edison,2,some,,,,,35882,3233,398,144,284,64,51,0,0,0,0,0,0,0,2020-11-11T03:25:51Z,81.50839,D+82,Biden +82,democrat,-81.50839,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11004,Ward 4,40202,0,18,20,Merged into voters' home precincts and released with cumulative results,88,45917,88%,88% reported,edison,2,some,,,,,37842,1643,248,202,115,103,49,0,0,0,0,0,0,0,2020-11-11T03:25:52Z,90.04278,D+90,Biden +90,democrat,-90.04278,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11005,Ward 5,41825,0,17,18,Merged into voters' home precincts and released with cumulative results,94,44719,94%,94% reported,edison,2,some,,,,,39411,1545,273,238,175,101,82,0,0,0,0,0,0,0,2020-11-11T03:25:53Z,90.53437,D+91,Biden +91,democrat,-90.53437,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11006,Ward 6,54950,0,19,20,Merged into voters' home precincts and released with cumulative results,95,57889,95%,95% reported,edison,2,some,,,,,49488,3868,744,204,483,90,73,0,0,0,0,0,0,0,2020-11-11T03:25:54Z,83.02093,D+83,Biden +83,democrat,-83.02093,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11007,Ward 7,34945,0,22,23,Merged into voters' home precincts and released with cumulative results,94,37287,94%,94% reported,edison,2,some,,,,,33182,997,239,201,103,104,119,0,0,0,0,0,0,0,2020-11-11T03:25:54Z,92.10187,D+92,Biden +92,democrat,-92.10187,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
11008,Ward 8,30068,0,16,17,Merged into voters' home precincts and released with cumulative results,92,32583,92%,92% reported,edison,2,some,,,,,28352,956,186,178,115,130,151,0,0,0,0,0,0,0,2020-11-11T03:24:21Z,91.11348,D+91,Biden +91,democrat,-91.11348,,,,,district-of-columbia,2020-11-12T12:19:24.969557Z
