fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_fitzpatrickb,results_finelloc,results_absentee_fitzpatrickb,results_absentee_finelloc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42017,Bucks,386936,0,292,304,"As a subtotal in the FIRST cumulative report, along with regular precincts",96,402827,96%,96% reported,edison,4,some,25432,221883,165053,0,0,2020-11-14T16:39:31Z,14.68718,R+15,Fitzpatrick +15,republican,PA-G-H-1-2020-11-03,pa-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-rep,1,District 1,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",435635,22392,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,333,345,97% reporting,97%,96,452000,edison,96%,96% reported,edison,republican,FALSE,2020-11-14T16:40:15Z,TRUE,13.10156,57075,R+13,Fitzpatrick +13,republican,"","",3,0,1604521446958
42091,Montgomery,48699,22392,41,41,Merged into voters' home precincts and released with cumulative results,100,48473,>98%,>98% reported,edison,4,all,32850,24472,24227,7203,15189,2020-11-14T16:39:32Z,0.50309,R+0.50,Fitzpatrick +0.50,republican,PA-G-H-1-2020-11-03,pa-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,lean-rep,1,District 1,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",435635,22392,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,333,345,97% reporting,97%,96,452000,edison,96%,96% reported,edison,republican,FALSE,2020-11-14T16:40:15Z,TRUE,13.10156,57075,R+13,Fitzpatrick +13,republican,"","",3,0,1604521446958
