fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_payne_d,results_zinonej,results_khalfania,results_fitchettek,results_mirrionej,results_absentee_payne_d,results_absentee_zinonej,results_absentee_khalfania,results_absentee_fitchettek,results_absentee_mirrionej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
34013,Essex,142058,0,220,279,Released as a separate subtotal as first report of the night,79,180047,79%,79% reported,edison,2,unknown,24131,127181,11116,1777,1653,331,0,0,0,0,0,2020-11-14T16:39:38Z,81.70254,D+82,Payne  +82,democrat,NJ-G-H-10-2020-11-03,nj-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",241795,28383,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,394,512,77% reporting,77%,77,313000,edison,77%,77% reported,edison,democrat,FALSE,2020-11-14T16:39:49Z,TRUE,70.82363,171248,D+71,Payne  +71,democrat,"","",7,0,1604454597048
34017,Hudson,39589,0,72,113,Released as a separate subtotal as first report of the night,63,62357,63%,63% reported,edison,2,some,14745,30951,7227,659,513,239,0,0,0,0,0,2020-11-14T16:39:39Z,59.92574,D+60,Payne  +60,democrat,NJ-G-H-10-2020-11-03,nj-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",241795,28383,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,394,512,77% reporting,77%,77,313000,edison,77%,77% reported,edison,democrat,FALSE,2020-11-14T16:39:49Z,TRUE,70.82363,171248,D+71,Payne  +71,democrat,"","",7,0,1604454597048
34039,Union,60148,28383,102,120,Merged into voters' home precincts and released with cumulative results,100,28440,>98%,>98% reported,edison,6,all,25247,45157,13698,416,543,334,22661,5233,169,196,124,2020-11-14T16:39:40Z,52.30265,D+52,Payne  +52,democrat,NJ-G-H-10-2020-11-03,nj-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",241795,28383,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,394,512,77% reporting,77%,77,313000,edison,77%,77% reported,edison,democrat,FALSE,2020-11-14T16:39:49Z,TRUE,70.82363,171248,D+71,Payne  +71,democrat,"","",7,0,1604454597048
