fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_tlaibr,results_dudenhoeferd,results_johnsons,results_wilcoxone,results_bomera,results_absentee_tlaibr,results_absentee_dudenhoeferd,results_absentee_johnsons,results_absentee_wilcoxone,results_absentee_bomera,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
26163,Wayne,282745,0,347,347,Released separately AFTER election night,90,313105,90%,90% reported,edison,4,unknown,172169,220307,53169,5247,2071,1951,0,0,0,0,0,2020-11-14T16:39:14Z,59.11263,D+59,Tlaib +59,democrat,MI-G-H-13-2020-11-03,mi-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-dem,13,District 13,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282745,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,347,347,100% reporting,100%,90,314000,edison,90%,90% reported,edison,democrat,FALSE,2020-11-14T16:38:57Z,TRUE,59.11263,167138,D+59,Tlaib +59,democrat,"","",0,-1,1604481229855
