fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kellyt,results_eliasona,results_write_ins,results_absentee_kellyt,results_absentee_eliasona,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
28087,Lowndes,25905,25905,20,20,None,100,25905,>98%,>98% reported,edison,6,all,1206,14463,11406,36,14463,11406,36,2020-11-14T16:38:29Z,11.80081,R+12,Kelly +12,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28093,Marshall,11950,0,24,24,Merged into voters' home precincts and released with cumulative results,73,16323,73%,73% reported,edison,2,none,920,6610,5332,8,0,0,0,2020-11-14T16:38:32Z,10.69456,R+11,Kelly +11,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28095,Monroe,13808,0,26,26,None,79,17472,79%,79% reported,edison,4,none,978,9962,3832,14,0,0,0,2020-11-14T16:38:33Z,44.39455,R+44,Kelly +44,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28105,Oktibbeha,1606,0,5,5,Released as a separate subtotal at the end of tabulation,88,1816,88%,88% reported,edison,2,some,1134,1010,596,0,0,0,0,2020-11-14T16:38:41Z,25.77833,R+26,Kelly +26,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28115,Pontotoc,13843,0,28,28,Merged into voters' home precincts and released with cumulative results,97,14282,97%,97% reported,edison,4,all,602,11652,2177,14,0,0,0,2020-11-14T16:38:33Z,68.44615,R+68,Kelly +68,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28117,Prentiss,10244,0,15,15,None,100,9241,>98%,>98% reported,edison,6,unknown,438,8517,1716,11,0,0,0,2020-11-14T16:38:34Z,66.39008,R+66,Kelly +66,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28137,Tate,12336,0,20,20,None,96,12790,96%,96% reported,edison,4,unknown,602,8610,3713,13,0,0,0,2020-11-14T16:38:34Z,39.69682,R+40,Kelly +40,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28139,Tippah,9624,0,24,24,None,95,10159,95%,95% reported,edison,2,unknown,540,7979,1645,0,0,0,0,2020-11-14T16:38:35Z,65.81463,R+66,Kelly +66,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28141,Tishomingo,8776,0,14,14,Merged into voters' home precincts and released with cumulative results,95,9208,95%,95% reported,edison,2,none,594,7808,961,7,0,0,0,2020-11-14T16:38:36Z,78.0196,R+78,Kelly +78,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28145,Union,12314,0,20,20,Merged into voters' home precincts and released with cumulative results,97,12646,97%,97% reported,edison,2,none,700,10505,1809,0,0,0,0,2020-11-14T16:38:37Z,70.61881,R+71,Kelly +71,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28155,Webster,5180,0,17,17,Merged into voters' home precincts and released with cumulative results,100,5180,>98%,>98% reported,edison,6,all,262,4307,870,3,0,0,0,2020-11-14T16:38:39Z,66.35135,R+66,Kelly +66,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
28159,Winston,9130,0,11,12,Merged into voters' home precincts and released with cumulative results,93,9769,93%,93% reported,edison,2,some,794,5293,3824,13,0,0,0,2020-11-14T16:38:40Z,16.08981,R+16,Kelly +16,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",320247,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,421,422,99% reporting,99%,94,342000,edison,94%,94% reported,edison,republican,FALSE,2020-11-14T22:23:03Z,TRUE,38.43752,123095,R+38,Kelly +38,republican,"","",7,0,1604456998542
