fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_blankenshipd,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_blankenshipd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
37119,Mecklenburg,565980,497034,186,195,Released as a precinct as first report of the night,95,591071,95%,95% reported,edison,4,unknown,,448198,,,178848,377367,5411,1606,759,1989,148581,342550,4060,1239,604,0,2020-11-07T19:32:48Z,35.07527,D+35,Biden +35,democrat,-35.07527,472857,-29.4,448900,-22.41,north-carolina,2020-11-10T20:52:10.365623Z
37121,Mitchell,8960,7362,8,9,Merged into voters' home precincts and released with cumulative results,95,9481,95%,95% reported,edison,4,some,,7526,,,7041,1852,46,10,11,0,5644,1675,27,6,10,0,2020-11-04T10:44:11Z,57.91295,R+58,Trump +58,republican,57.91295,8096,57.9,7765,51.1,north-carolina,2020-11-10T20:52:10.365623Z
37123,Montgomery,12779,9050,12,14,Released as a separate subtotal as first report of the night,100,12770,>98%,>98% reported,edison,6,unknown,,7418,,,8363,4305,78,13,11,9,5657,3327,48,9,9,0,2020-11-04T10:44:11Z,31.75522,R+32,Trump +32,republican,31.75522,11540,25.8,11231,15.12,north-carolina,2020-11-10T20:52:10.365623Z
37125,Moore,57771,48208,25,26,Released as a precinct as first report of the night,100,58000,>98%,>98% reported,edison,2,unknown,,44755,,,36459,20547,498,80,69,118,29436,18306,349,65,52,0,2020-11-04T10:44:11Z,27.54323,R+28,Trump +28,republican,27.54323,48692,29.1,46415,27.99,north-carolina,2020-11-10T20:52:10.365623Z
37127,Nash,51826,42798,21,24,Released as a precinct as first report of the night,100,52000,>98%,>98% reported,edison,4,all,,50237,,,25653,25702,278,73,55,65,20333,22188,188,54,35,0,2020-11-04T10:44:11Z,0.09455,D+0.09,Biden +0.09,democrat,-0.09455,47665,0.2,48492,-0.97,north-carolina,2020-11-10T20:52:10.365623Z
37129,New Hanover,129254,112460,40,43,None,92,139881,92%,92% reported,edison,2,unknown,,105584,,,62420,64876,1449,346,163,0,52570,58449,1059,254,128,0,2020-11-04T10:44:12Z,1.90013,D+1.9,Biden +1.9,democrat,-1.90013,111905,3.9,103628,4.55,north-carolina,2020-11-10T20:52:10.365623Z
37131,Northampton,10075,7664,13,13,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,9085,>98%,>98% reported,edison,6,unknown,,9862,,,3977,6048,29,9,7,5,2640,5002,13,4,5,0,2020-11-04T10:44:12Z,20.55583,D+21,Biden +21,democrat,-20.55583,9848,-26,10756,-34.85,north-carolina,2020-11-10T20:52:10.365623Z
37133,Onslow,70117,56507,24,24,Released as a precinct as first report of the night,100,70117,>98%,>98% reported,edison,6,none,,47952,,,45016,23474,1402,128,97,0,35042,20394,903,93,75,0,2020-11-04T10:44:12Z,30.72293,R+31,Trump +31,republican,30.72293,57135,34.3,51435,26.74,north-carolina,2020-11-10T20:52:10.365623Z
37135,Orange,84010,75581,33,41,Released as a precinct as first report of the night,82,102925,82%,82% reported,edison,2,unknown,,86510,,,19993,63097,629,209,82,0,15472,59396,476,173,64,0,2020-11-04T10:44:12Z,51.30818,D+51,Biden +51,democrat,-51.30818,82340,-50.2,76757,-42.16,north-carolina,2020-11-10T20:52:10.365623Z
37137,Pamlico,7572,5896,9,10,Released as a separate subtotal as first report of the night,94,8045,94%,94% reported,edison,2,unknown,,7046,,,4815,2699,43,10,5,0,3532,2328,27,7,2,0,2020-11-04T10:44:13Z,27.94506,R+28,Trump +28,republican,27.94506,6870,26.3,6762,20.76,north-carolina,2020-11-10T20:52:10.365623Z
37139,Pasquotank,19512,16095,8,9,Released as a precinct as first report of the night,92,21167,92%,92% reported,edison,4,some,,20120,,,9626,9653,155,43,35,0,7339,8611,88,31,26,0,2020-11-04T10:44:13Z,0.13838,D+0.14,Biden +0.14,democrat,-0.13838,17391,-2.5,18107,-14.63,north-carolina,2020-11-10T20:52:10.365623Z
37141,Pender,33971,29277,19,19,Released as a precinct as first report of the night,100,33920,>98%,>98% reported,edison,6,all,,27966,,,21833,11655,327,59,46,51,18633,10338,226,41,39,0,2020-11-04T10:44:13Z,29.96085,R+30,Trump +30,republican,29.96085,27885,29.7,24527,20.32,north-carolina,2020-11-10T20:52:10.365623Z
37143,Perquimans,7457,6218,6,7,Released as a precinct as first report of the night,95,7855,95%,95% reported,edison,2,unknown,,6298,,,4894,2485,44,18,16,0,4003,2152,32,18,13,0,2020-11-04T10:44:13Z,32.30522,R+32,Trump +32,republican,32.30522,6708,27.7,6652,15.98,north-carolina,2020-11-10T20:52:10.365623Z
37145,Person,21827,17737,10,11,Released as a separate subtotal as first report of the night,100,20837,>98%,>98% reported,edison,6,some,,21096,,,13154,8451,144,42,36,0,10190,7391,106,30,20,0,2020-11-10T01:11:47Z,21.54671,R+22,Trump +22,republican,21.54671,19615,17.1,19106,10.88,north-carolina,2020-11-10T20:52:10.365623Z
37147,Pitt,86217,72189,34,40,Released as a precinct as first report of the night,100,86071,>98%,>98% reported,edison,6,unknown,,82850,,,38515,46607,774,200,121,0,30676,40745,526,148,94,0,2020-11-06T22:59:49Z,9.38562,D+9,Biden +9,democrat,-9.38562,80527,-7.6,78856,-7.14,north-carolina,2020-11-10T20:52:10.365623Z
37149,Polk,12253,9679,6,7,Released as a separate subtotal as first report of the night,95,12840,95%,95% reported,edison,2,unknown,,11688,,,7643,4485,85,23,17,0,5589,4010,54,14,12,0,2020-11-04T10:43:28Z,25.77328,R+26,Trump +26,republican,25.77328,10934,27.7,10389,21.4,north-carolina,2020-11-10T20:52:10.365623Z
37151,Randolph,72788,57973,20,22,Released as a separate subtotal as first report of the night,96,75619,96%,96% reported,edison,2,unknown,,49222,,,56589,15506,498,121,74,0,44537,12963,333,85,55,0,2020-11-04T10:43:29Z,56.442,R+56,Trump +56,republican,56.442,64575,56.1,60715,50.05,north-carolina,2020-11-10T20:52:10.365623Z
37153,Richmond,20696,16396,14,16,Released as a precinct as first report of the night,100,20584,>98%,>98% reported,edison,6,all,,17301,,,11808,8718,98,35,24,13,9178,7100,72,30,16,0,2020-11-09T17:06:48Z,14.93042,R+15,Trump +15,republican,14.93042,19328,9.7,19417,-2.95,north-carolina,2020-11-10T20:52:10.365623Z
37155,Robeson,44384,31027,34,39,Released as a precinct as first report of the night,95,46534,95%,95% reported,edison,2,unknown,,29189,,,26012,18094,152,68,58,0,16387,14469,94,46,31,0,2020-11-07T01:36:47Z,17.83976,R+18,Trump +18,republican,17.83976,40858,4.3,42946,-17.41,north-carolina,2020-11-10T20:52:10.365623Z
37157,Rockingham,47241,37450,13,15,Released as a precinct as first report of the night,100,47153,>98%,>98% reported,edison,6,all,,38352,,,30997,15811,305,74,54,0,23684,13489,203,36,38,0,2020-11-06T22:59:48Z,32.14581,R+32,Trump +32,republican,32.14581,42278,29.8,42020,21.12,north-carolina,2020-11-10T20:52:10.365623Z
37159,Rowan,72756,57248,37,41,Released as a separate subtotal as first report of the night,97,75377,97%,97% reported,edison,2,unknown,,57107,,,49053,22889,562,153,99,0,37589,19136,350,108,65,0,2020-11-04T10:43:33Z,35.9613,R+36,Trump +36,republican,35.9613,64369,36.4,62312,25.88,north-carolina,2020-11-10T20:52:10.365623Z
37161,Rutherford,34076,25769,15,17,Released as a separate subtotal as first report of the night,96,35490,96%,96% reported,edison,2,unknown,,27253,,,24631,9049,212,60,53,71,17964,7594,125,43,43,0,2020-11-04T10:43:34Z,45.7272,R+46,Trump +46,republican,45.7272,30307,47.4,28702,33.38,north-carolina,2020-11-10T20:52:10.365623Z
37163,Sampson,28394,23215,20,23,None,100,28397,>98%,>98% reported,edison,4,some,,23014,,,17330,10832,136,23,29,44,13816,9268,89,18,24,0,2020-11-06T20:59:48Z,22.88512,R+23,Trump +23,republican,22.88512,25928,16.5,26174,10.91,north-carolina,2020-11-10T20:52:10.365623Z
