fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_de_la_fuenter,results_carrollb,results_la_rivag,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_de_la_fuenter,results_absentee_carrollb,results_absentee_la_rivag,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
44001,Bristol,28200,0,16,17,,,,,"",edison,,,,,,,18007,9736,326,41,39,38,13,0,0,0,0,0,0,0,2020-11-10T13:08:57Z,29.32979,D+29,Biden +29,democrat,-29.32979,25475,-22.2,24676,-23.27,rhode-island,2020-11-10T20:53:33.890185Z
44003,Kent,92539,0,69,70,,,,,"",edison,,,,,,,49093,41987,1064,164,131,100,0,0,0,0,0,0,0,0,2020-11-10T13:08:56Z,7.67892,D+8,Biden +8,democrat,-7.67892,82053,0.7,78923,-17.74,rhode-island,2020-11-10T20:53:33.890185Z
44005,Newport,45887,0,30,31,,,,,"",edison,,,,,,,29476,15718,504,71,61,57,0,0,0,0,0,0,0,0,2020-11-10T13:08:51Z,29.98235,D+30,Biden +30,democrat,-29.98235,41045,-18.9,39452,-20.94,rhode-island,2020-11-10T20:53:33.890185Z
44007,Providence,271148,0,246,259,,,,,"",edison,,,,,,,164886,102503,2289,496,422,552,0,0,0,0,0,0,0,0,2020-11-10T13:08:56Z,23.00699,D+23,Biden +23,democrat,-23.00699,248474,-20.9,239786,-34.92,rhode-island,2020-11-10T20:53:33.890185Z
44009,Washington,75562,0,44,44,,,,,"",edison,,,,,,,44529,29814,860,150,114,95,0,0,0,0,0,0,0,0,2020-11-10T13:08:55Z,19.47407,D+19,Biden +19,democrat,-19.47407,66369,-9.8,62879,-16.73,rhode-island,2020-11-10T20:53:33.890185Z
