fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
04001,Apache,35172,24033,44,44,Released as a separate subtotal as first report of the night,98,36000,98%,98% reported,edison,4,some,,14686,,,23293,11442,437,,16460,7262,311,,2020-11-16T15:48:01Z,33.69442,D+34,Biden +34,democrat,-33.69442,27661,-32,25917,-34.33,arizona,2020-11-17T00:42:46.368090Z
04003,Cochise,60442,48428,49,49,Released as a separate subtotal as first report of the night,100,60600,>98%,>98% reported,edison,4,unknown,,40322,,,23732,35557,1153,,21563,25934,931,,2020-11-16T15:48:01Z,19.56421,R+20,Trump +20,republican,19.56421,50015,21.3,49201,22.26,arizona,2020-11-17T00:42:46.368090Z
04005,Coconino,73272,60874,71,71,Released as a separate subtotal as first report of the night,100,73174,>98%,>98% reported,edison,6,some,,37503,,,44698,27052,1522,,39430,20311,1133,,2020-11-16T18:47:51Z,24.08287,D+24,Biden +24,democrat,-24.08287,59784,-18.9,51962,-15.47,arizona,2020-11-17T00:42:46.368090Z
04007,Gila,27662,22765,39,39,Released as a separate subtotal as first report of the night,100,27662,>98%,>98% reported,edison,6,all,,22311,,,8943,18377,342,,7481,15005,279,,2020-11-16T15:48:03Z,34.10455,R+34,Trump +34,republican,34.10455,22515,31.9,21595,26.66,arizona,2020-11-17T00:42:46.368090Z
04009,Graham,14995,10378,22,22,Released separately AFTER election night,100,14993,>98%,>98% reported,edison,6,unknown,,9380,,,4034,10749,212,,2944,7289,145,,2020-11-16T15:48:04Z,44.78159,R+45,Trump +45,republican,44.78159,12281,38.5,11905,37.52,arizona,2020-11-17T00:42:46.368090Z
04011,Greenlee,3685,2618,7,8,Released as a separate subtotal as first report of the night,100,3685,>98%,>98% reported,edison,6,unknown,,2450,,,1182,2433,70,,996,1571,51,,2020-11-16T15:48:05Z,33.94844,R+34,Trump +34,republican,33.94844,3300,24.2,2986,9.44,arizona,2020-11-17T00:42:46.368090Z
04012,La Paz,7458,4495,11,11,Merged into voters' home precincts and released with cumulative results,100,7458,>98%,>98% reported,edison,6,none,,3932,,,2236,5129,93,,1508,2936,51,,2020-11-16T15:48:06Z,38.79056,R+39,Trump +39,republican,38.79056,5951,40.8,5735,31.98,arizona,2020-11-17T00:42:46.368090Z
04013,Maricopa,2068144,1895742,743,743,Released as a separate subtotal as first report of the night,100,2070300,>98%,>98% reported,edison,4,some,,1489023,,,1040774,995665,31705,,978457,889400,27885,,2020-11-16T15:48:08Z,2.18113,D+2,Biden +2,democrat,-2.18113,1567834,2.8,1380959,10.69,arizona,2020-11-17T00:42:46.368090Z
04015,Mohave,104668,79622,24,24,Released as a separate subtotal as first report of the night,100,104667,>98%,>98% reported,edison,6,some,,66610,,,24831,78535,1302,,21783,56914,925,,2020-11-16T15:48:10Z,51.3089,R+51,Trump +51,republican,51.3089,79943,51.1,70328,42.14,arizona,2020-11-17T00:42:46.368090Z
04017,Navajo,51767,36163,14,14,Merged into voters' home precincts and released with cumulative results,100,51767,>98%,>98% reported,edison,6,unknown,,28592,,,23383,27657,727,,16867,18787,509,,2020-11-16T15:48:10Z,8.25623,R+8,Trump +8,republican,8.25623,40294,10.2,37465,7.84,arizona,2020-11-17T00:42:46.368090Z
04019,Pima,520397,454681,249,249,Released as a separate subtotal as first report of the night,100,520300,>98%,>98% reported,edison,4,some,,406810,,,304981,207758,7658,,282457,165747,6477,,2020-11-16T15:48:11Z,18.68247,D+19,Biden +19,democrat,-18.68247,421640,-13.6,383173,-6.91,arizona,2020-11-17T00:42:46.368090Z
04021,Pinal,185525,147972,102,102,Released as a separate subtotal as first report of the night,100,185525,>98%,>98% reported,edison,6,all,,88536,,,75106,107077,2791,551,65042,80293,2192,445,2020-11-16T15:48:12Z,17.23272,R+17,Trump +17,republican,17.23272,129546,19.2,108682,16.35,arizona,2020-11-17T00:42:46.368090Z
04023,Santa Cruz,19556,15652,23,24,Released as a separate subtotal as first report of the night,100,19556,>98%,>98% reported,edison,6,unknown,,11041,,,13138,6194,224,,10994,4481,177,,2020-11-16T15:48:13Z,35.50828,D+36,Biden +36,democrat,-35.50828,16433,-47.4,13911,-37.75,arizona,2020-11-17T00:42:46.368090Z
04025,Yavapai,143221,125043,45,45,Released as a separate subtotal as first report of the night,100,143221,>98%,>98% reported,edison,6,all,,100553,,,49602,91527,2092,,46865,76416,1762,,2020-11-16T15:48:14Z,29.27294,R+29,Trump +29,republican,29.27294,114450,31.2,100667,30.35,arizona,2020-11-17T00:42:46.368090Z
04027,Yuma,69881,59275,44,44,Released as a separate subtotal as first report of the night,99,70500,>98%,>98% reported,edison,4,unknown,,37798,,,32210,36534,1137,,28134,30226,915,,2020-11-16T15:48:15Z,6.18766,R+6,Trump +6,republican,6.18766,53010,1.1,42073,12.58,arizona,2020-11-17T00:42:46.368090Z
