fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_write_ins,results_hawkinsh,results_jorgensenj,results_la_rivag,results_pierceb,results_absentee_bidenj,results_absentee_trumpd,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_jorgensenj,results_absentee_la_rivag,results_absentee_pierceb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
11001,Ward 1,40631,0,15,15,Merged into voters' home precincts and released with cumulative results,90,45392,90%,90% reported,edison,4,some,,,,,38037,1703,293,248,199,106,45,0,0,0,0,0,0,0,2020-11-16T15:48:04Z,89.42433,D+89,Biden +89,democrat,-89.42433,311268,-86.8,293764,-83.63,district-of-columbia,2020-11-17T00:43:18.442179Z
11002,Ward 2,31929,0,13,13,Merged into voters' home precincts and released with cumulative results,86,37140,86%,86% reported,edison,2,some,,,,,28185,2874,366,123,295,47,39,0,0,0,0,0,0,0,2020-11-16T15:48:04Z,79.27276,D+79,Biden +79,democrat,-79.27276,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11003,Ward 3,43188,0,18,18,Merged into voters' home precincts and released with cumulative results,91,47692,91%,91% reported,edison,2,some,,,,,38436,3638,486,156,338,74,60,0,0,0,0,0,0,0,2020-11-16T15:48:05Z,80.57331,D+81,Biden +81,democrat,-80.57331,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11004,Ward 4,44361,0,20,20,Merged into voters' home precincts and released with cumulative results,97,45917,97%,97% reported,edison,2,some,,,,,41604,1885,303,231,153,121,64,0,0,0,0,0,0,0,2020-11-16T15:48:05Z,89.53585,D+90,Biden +90,democrat,-89.53585,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11005,Ward 5,45176,0,18,18,Merged into voters' home precincts and released with cumulative results,100,44719,>98%,>98% reported,edison,2,some,,,,,42453,1725,319,266,205,112,96,0,0,0,0,0,0,0,2020-11-16T15:48:06Z,90.15406,D+90,Biden +90,democrat,-90.15406,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11006,Ward 6,58315,0,20,20,Merged into voters' home precincts and released with cumulative results,100,57889,>98%,>98% reported,edison,2,none,,,,,52357,4176,837,222,540,101,82,0,0,0,0,0,0,0,2020-11-16T15:48:07Z,82.62197,D+83,Biden +83,democrat,-82.62197,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11007,Ward 7,37836,0,23,23,Merged into voters' home precincts and released with cumulative results,100,37287,>98%,>98% reported,edison,2,none,,,,,35861,1116,267,229,116,116,131,0,0,0,0,0,0,0,2020-11-16T15:48:07Z,91.83053,D+92,Biden +92,democrat,-91.83053,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
11008,Ward 8,32246,0,17,17,Merged into voters' home precincts and released with cumulative results,99,32583,>98%,>98% reported,edison,2,none,,,,,30332,1055,212,192,131,162,162,0,0,0,0,0,0,0,2020-11-16T15:48:09Z,90.79266,D+91,Biden +91,democrat,-90.79266,,,,,district-of-columbia,2020-11-17T00:43:18.442179Z
