fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kapturm,results_weberr,results_write_ins,results_absentee_kapturm,results_absentee_weberr,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39035,Cuyahoga,120708,65724,203,203,Released as a separate subtotal as first report of the night,100,120708,>98%,>98% reported,edison,10,all,431608,76793,43885,30,50017,15707,0,2020-11-27T22:50:53Z,27.26248,D+27,Kaptur +27,democrat,OH-G-H-9-2020-11-03,oh-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",301752,65724,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,483,483,100% reporting,100%,100,301752,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T22:57:46Z,TRUE,26.16155,78943,D+26,Kaptur +26,democrat,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604450798401
39043,Erie,32834,0,52,52,Released as a separate subtotal as first report of the night,100,32834,>98%,>98% reported,edison,10,all,22709,17253,15581,0,0,0,0,2020-11-27T22:41:51Z,5.09228,D+5,Kaptur +5,democrat,OH-G-H-9-2020-11-03,oh-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",301752,65724,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,483,483,100% reporting,100%,100,301752,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T22:57:46Z,TRUE,26.16155,78943,D+26,Kaptur +26,democrat,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604450798401
39093,Lorain,48452,0,62,62,Merged into voters' home precincts and released with cumulative results,100,48452,>98%,>98% reported,edison,10,unknown,81890,27263,21185,4,0,0,0,2020-11-27T22:42:02Z,12.54437,D+13,Kaptur +13,democrat,OH-G-H-9-2020-11-03,oh-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",301752,65724,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,483,483,100% reporting,100%,100,301752,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T22:57:46Z,TRUE,26.16155,78943,D+26,Kaptur +26,democrat,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604450798401
39095,Lucas,86918,0,147,147,Released as a separate subtotal as first report of the night,100,86918,>98%,>98% reported,edison,10,all,101640,63350,23565,3,0,0,0,2020-11-27T22:42:09Z,45.77303,D+46,Kaptur +46,democrat,OH-G-H-9-2020-11-03,oh-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",301752,65724,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,483,483,100% reporting,100%,100,301752,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T22:57:46Z,TRUE,26.16155,78943,D+26,Kaptur +26,democrat,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604450798401
39123,Ottawa,12840,0,19,19,Merged into voters' home precincts and released with cumulative results,100,12840,>98%,>98% reported,edison,10,all,11056,5669,7169,2,0,0,0,2020-11-27T22:42:19Z,11.68224,R+12,Weber +12,republican,OH-G-H-9-2020-11-03,oh-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",301752,65724,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,483,483,100% reporting,100%,100,301752,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T22:57:46Z,TRUE,26.16155,78943,D+26,Kaptur +26,democrat,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604450798401
