fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_herrera_beutlerj,results_longc,results_absentee_herrera_beutlerj,results_absentee_longc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
53011,Clark,269085,0,314,314,None,100,228182,>98%,>98% reported,edison,2,unknown,141035,128050,0,0,2020-11-24T13:21:53Z,4.82561,R+5,Herrera Beutler +5,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53015,Cowlitz,59178,0,78,78,None,100,52089,>98%,>98% reported,edison,2,unknown,37130,22048,0,0,2020-11-24T23:00:46Z,25.48582,R+25,Herrera Beutler +25,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53039,Klickitat,13204,0,29,29,None,100,12277,>98%,>98% reported,edison,4,all,7800,5404,0,0,2020-11-24T18:50:45Z,18.14602,R+18,Herrera Beutler +18,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53041,Lewis,44546,0,95,95,None,100,38930,>98%,>98% reported,edison,4,all,31344,13202,0,0,2020-11-24T13:21:54Z,40.72644,R+41,Herrera Beutler +41,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53049,Pacific,13751,0,39,39,None,100,12216,>98%,>98% reported,edison,4,some,7476,6275,0,0,2020-11-24T18:00:46Z,8.73391,R+9,Herrera Beutler +9,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53059,Skamania,7181,0,23,23,None,100,6040,>98%,>98% reported,edison,6,all,4196,2985,0,0,2020-11-24T17:30:48Z,16.86395,R+17,Herrera Beutler +17,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53067,Thurston,7022,0,12,12,None,100,6460,>98%,>98% reported,edison,4,unknown,4682,2340,0,0,2020-11-24T13:21:55Z,33.35232,R+33,Herrera Beutler +33,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
53069,Wahkiakum,2959,0,11,11,None,100,2688,>98%,>98% reported,edison,4,unknown,1916,1043,0,0,2020-11-24T22:20:54Z,29.50321,R+30,Herrera Beutler +30,republican,WA-G-H-3-2020-11-03,wa-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,lean-rep,3,District 3,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",416926,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,601,601,100% reporting,100%,100,360000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T23:00:48Z,TRUE,13.00758,54232,R+13,Herrera Beutler +13,republican,FALSE,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604629128394
