fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_reschenthalerg,results_marxw,results_absentee_reschenthalerg,results_absentee_marxw,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42051,Fayette,60404,0,75,77,Released as a separate subtotal at the end of tabulation,97,62370,97%,97% reported,edison,4,none,2958,39710,20694,0,0,2020-11-24T23:45:06Z,31.48136,R+31,Reschenthaler +31,republican,PA-G-H-14-2020-11-03,pa-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-rep,14,District 14,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373609,87791,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,553,572,97% reporting,97%,97,387000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T21:30:50Z,TRUE,29.39945,109839,R+29,Reschenthaler +29,republican,FALSE,"","",3,0,1604465478607
42059,Greene,17171,0,39,42,Merged into voters' home precincts AFTER election night,94,18286,94%,94% reported,edison,2,unknown,1218,11925,5246,0,0,2020-11-24T13:22:51Z,38.89698,R+39,Reschenthaler +39,republican,PA-G-H-14-2020-11-03,pa-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-rep,14,District 14,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373609,87791,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,553,572,97% reporting,97%,97,387000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T21:30:50Z,TRUE,29.39945,109839,R+29,Reschenthaler +29,republican,FALSE,"","",3,0,1604465478607
42125,Washington,117008,34900,179,180,None,99,117682,>98%,>98% reported,edison,4,all,7216,73826,43182,12108,22792,2020-11-24T13:22:51Z,26.18966,R+26,Reschenthaler +26,republican,PA-G-H-14-2020-11-03,pa-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-rep,14,District 14,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373609,87791,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,553,572,97% reporting,97%,97,387000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T21:30:50Z,TRUE,29.39945,109839,R+29,Reschenthaler +29,republican,FALSE,"","",3,0,1604465478607
42129,Westmoreland,179026,52891,260,273,Merged into voters' home precincts and released with cumulative results,95,187975,95%,95% reported,edison,2,none,13342,116263,62763,19005,33886,2020-11-28T04:54:18Z,29.88393,R+30,Reschenthaler +30,republican,PA-G-H-14-2020-11-03,pa-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-rep,14,District 14,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373609,87791,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,553,572,97% reporting,97%,97,387000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T21:30:50Z,TRUE,29.39945,109839,R+29,Reschenthaler +29,republican,FALSE,"","",3,0,1604465478607
