fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,absentee_count_progress,absentee_max_ballots,results_fosterb,results_laibr,results_absentee_fosterb,results_absentee_laibr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,absentee_method,eevp,tot_exp_vote,eevp_value,turnout_stage,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
17031,Cook,2710,0,4,4,"",edison,unknown,376245,1205,1505,0,0,2020-11-24T15:18:34Z,11.07011,R+11,Laib +11,republican,,,,,,IL-G-H-11-2020-11-03,il-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",307364,119634,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,446,99% reporting,99%,98,314000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-24T15:18:34Z,TRUE,26.59713,81750,D+27,Foster +27,democrat,FALSE,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604459537151
17043,DuPage,108251,0,218,218,>98% reported,edison,unknown,159736,66698,41553,0,0,2020-11-24T13:22:47Z,23.22842,D+23,Foster +23,democrat,Merged into voters' home precincts and released with cumulative results,99,109532,>98%,4,IL-G-H-11-2020-11-03,il-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",307364,119634,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,446,99% reporting,99%,98,314000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-24T15:18:34Z,TRUE,26.59713,81750,D+27,Foster +27,democrat,FALSE,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604459537151
17089,Kane,37730,26928,49,52,>98% reported,edison,unknown,93112,27307,10423,20144,6784,2020-11-24T13:22:48Z,44.74954,D+45,Foster +45,democrat,None,100,37062,>98%,6,IL-G-H-11-2020-11-03,il-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",307364,119634,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,446,99% reporting,99%,98,314000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-24T15:18:34Z,TRUE,26.59713,81750,D+27,Foster +27,democrat,FALSE,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604459537151
17093,Kendall,17908,10640,26,26,>98% reported,edison,some,13923,11011,6897,7180,3460,2020-11-24T13:22:50Z,22.97297,D+23,Foster +23,democrat,None,100,17987,>98%,2,IL-G-H-11-2020-11-03,il-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",307364,119634,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,446,99% reporting,99%,98,314000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-24T15:18:34Z,TRUE,26.59713,81750,D+27,Foster +27,democrat,FALSE,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604459537151
17197,Will,140765,82066,144,146,>98% reported,edison,some,87251,88336,52429,57123,24943,2020-11-24T13:22:45Z,25.50847,D+26,Foster +26,democrat,Merged into voters' home precincts and released with cumulative results,100,134488,>98%,6,IL-G-H-11-2020-11-03,il-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",307364,119634,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,446,99% reporting,99%,98,314000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-24T15:18:34Z,TRUE,26.59713,81750,D+27,Foster +27,democrat,FALSE,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604459537151
