fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_davidsonw,results_enochv,results_write_ins,results_absentee_davidsonw,results_absentee_enochv,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39017,Butler,180191,0,282,282,Merged into voters' home precincts and released with cumulative results,100,180191,>98%,>98% reported,edison,10,all,78506,115747,64380,64,0,0,0,2020-11-27T22:39:29Z,28.50697,R+29,Davidson +29,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39023,Clark,62559,39169,90,90,Released as a separate subtotal as first report of the night,100,62559,>98%,>98% reported,edison,10,all,33222,39767,22759,33,21787,17382,0,2020-11-27T22:39:51Z,27.18714,R+27,Davidson +27,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39037,Darke,26640,0,43,43,Merged into voters' home precincts and released with cumulative results,100,26640,>98%,>98% reported,edison,10,all,10557,22249,4387,4,0,0,0,2020-11-27T22:40:09Z,67.04955,R+67,Davidson +67,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39107,Mercer,10432,6227,16,16,Released as a separate subtotal as first report of the night,100,10432,>98%,>98% reported,edison,10,all,12162,9303,1128,1,5329,897,1,2020-11-27T22:40:32Z,78.36465,R+78,Davidson +78,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39109,Miami,56227,35278,85,85,Merged into voters' home precincts and released with cumulative results,100,56227,>98%,>98% reported,edison,10,all,27334,42298,13918,11,24421,10857,0,2020-11-27T22:40:43Z,50.47397,R+50,Davidson +50,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
39135,Preble,21108,4205,42,42,Merged into voters' home precincts and released with cumulative results,100,21108,>98%,>98% reported,edison,10,all,7200,16913,4194,1,2648,1557,0,2020-11-27T22:40:54Z,60.25677,R+60,Davidson +60,republican,OH-G-H-8-2020-11-03,oh-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",357157,84879,4,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,558,558,100% reporting,100%,100,357157,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-27T22:57:25Z,TRUE,37.94158,135511,R+38,Davidson +38,republican,TRUE,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604454054291
