fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_craiga,results_kistnert,results_weeksa,results_absentee_craiga,results_absentee_kistnert,results_absentee_weeksa,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
27037,Dakota,256369,0,141,141,Merged into voters' home precincts and released with cumulative results,100,256369,>98%,>98% reported,edison,10,all,57003,131554,109893,14922,0,0,0,2020-11-27T03:09:53Z,8.44915,D+8,Craig +8,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
27049,Goodhue,28147,0,40,40,Merged into voters' home precincts and released with cumulative results,100,28147,>98%,>98% reported,edison,10,all,5379,11383,15270,1494,0,0,0,2020-11-27T03:15:13Z,13.80964,R+14,Kistner +14,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
27131,Rice,14767,0,13,13,Merged into voters' home precincts and released with cumulative results,100,14767,>98%,>98% reported,edison,10,all,6332,9142,4860,765,0,0,0,2020-11-27T04:44:46Z,28.99709,D+29,Craig +29,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
27139,Scott,85572,0,47,47,Merged into voters' home precincts and released with cumulative results,100,85572,>98%,>98% reported,edison,10,all,13020,35050,45444,5078,0,0,0,2020-11-27T03:54:51Z,12.1465,R+12,Kistner +12,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
27157,Wabasha,12926,0,33,33,Merged into voters' home precincts and released with cumulative results,100,12926,>98%,>98% reported,edison,10,all,1953,4587,7701,638,0,0,0,2020-11-27T04:02:40Z,24.09098,R+24,Kistner +24,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
27163,Washington,26458,0,14,14,Merged into voters' home precincts and released with cumulative results,100,26458,>98%,>98% reported,edison,10,all,35973,12818,11786,1854,0,0,0,2020-11-27T04:05:44Z,3.90052,D+4,Craig +4,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",424239,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,288,288,100% reporting,100%,100,424239,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:54:20Z,TRUE,2.25816,9580,D+2,Craig +2,democrat,TRUE,7,0,1604593717270
