fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_lujanb,results_ronchettim,results_walshb,results_absentee_lujanb,results_absentee_ronchettim,results_absentee_walshb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
35019,Guadalupe,2177,0,7,7,Released as a separate subtotal at the end of tabulation,100,2179,>98%,>98% reported,edison,6,unknown,,1781,,,1240,898,39,0,0,0,2020-11-18T02:00:56Z,15.70969,D+16,Luján +16,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35021,Harding,503,0,3,4,Merged into voters' home precincts and released with cumulative results,78,647,78%,78% reported,edison,2,unknown,,578,,,157,341,5,0,0,0,2020-11-16T15:48:24Z,36.58052,R+37,Ronchetti +37,republican,new-mexico,2020-11-21T00:45:49.628922Z
35023,Hidalgo,1930,0,7,7,Released as a precinct at the end of tabulation,94,2063,94%,94% reported,edison,4,unknown,,1219,,,798,1085,47,0,0,0,2020-11-19T02:00:54Z,14.87047,R+15,Ronchetti +15,republican,new-mexico,2020-11-21T00:45:49.628922Z
35025,Lea,20476,0,49,49,Other,99,20679,>98%,>98% reported,edison,6,unknown,,13517,,,4018,15950,508,0,0,0,2020-11-16T15:48:24Z,58.2731,R+58,Ronchetti +58,republican,new-mexico,2020-11-21T00:45:49.628922Z
35027,Lincoln,10247,0,22,22,Released as a separate subtotal in the middle of the tabulation,100,9959,>98%,>98% reported,edison,4,unknown,,9222,,,2915,7102,230,0,0,0,2020-11-16T15:48:25Z,40.86074,R+41,Ronchetti +41,republican,new-mexico,2020-11-21T00:45:49.628922Z
35028,Los Alamos,12299,0,21,21,Released as a separate subtotal as first report of the night,98,12518,98%,98% reported,edison,4,unknown,,11450,,,7018,4866,415,0,0,0,2020-11-16T15:48:25Z,17.49736,D+17,Luján +17,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35029,Luna,7967,0,16,17,Released separately at end; NOT included in cumulative results,100,7998,>98%,>98% reported,edison,2,unknown,,6902,,,3426,4319,222,0,0,0,2020-11-16T15:48:25Z,11.20874,R+11,Ronchetti +11,republican,new-mexico,2020-11-21T00:45:49.628922Z
35031,McKinley,26192,0,54,54,Released as a separate subtotal as first report of the night,100,24880,>98%,>98% reported,edison,6,all,,10742,,,17081,8304,807,0,0,0,2020-11-19T02:00:54Z,33.51023,D+34,Luján +34,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35033,Mora,2686,0,11,11,Released as a separate subtotal as first report of the night,89,3003,89%,89% reported,edison,2,unknown,,1890,,,1674,957,55,0,0,0,2020-11-19T02:00:54Z,26.69397,D+27,Luján +27,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35035,Otero,23329,0,10,10,Released as a separate subtotal as first report of the night,100,23300,>98%,>98% reported,edison,2,unknown,,19006,,,7987,14627,715,0,0,0,2020-11-17T02:00:51Z,28.46243,R+28,Ronchetti +28,republican,new-mexico,2020-11-21T00:45:49.628922Z
35037,Quay,3848,0,11,12,Other,96,3995,96%,96% reported,edison,2,unknown,,3005,,,1214,2543,91,0,0,0,2020-11-16T15:47:47Z,34.53742,R+35,Ronchetti +35,republican,new-mexico,2020-11-21T00:45:49.628922Z
35039,Rio Arriba,16574,0,23,23,None,78,21300,78%,78% reported,edison,4,none,,8994,,,10614,5689,271,0,0,0,2020-11-16T15:47:47Z,29.71522,D+30,Luján +30,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35041,Roosevelt,6531,0,19,19,Released as a separate subtotal as first report of the night,100,6557,>98%,>98% reported,edison,6,unknown,,4750,,,1774,4505,252,0,0,0,2020-11-16T15:47:48Z,41.81595,R+42,Ronchetti +42,republican,new-mexico,2020-11-21T00:45:49.628922Z
35045,San Juan,51983,0,75,77,Released as a separate subtotal as first report of the night,98,53000,98%,98% reported,edison,2,unknown,,40944,,,17250,33145,1588,0,0,0,2020-11-16T15:47:50Z,30.5773,R+31,Ronchetti +31,republican,new-mexico,2020-11-21T00:45:49.628922Z
35047,San Miguel,11521,0,30,32,Released as a separate subtotal at the end of tabulation,87,13235,87%,87% reported,edison,2,unknown,,8403,,,7817,3545,159,0,0,0,2020-11-16T15:47:50Z,37.08011,D+37,Luján +37,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35043,Sandoval,76289,0,139,139,Released as a separate subtotal in the middle of the tabulation,100,75000,>98%,>98% reported,edison,2,unknown,,59458,,,37782,36666,1841,0,0,0,2020-11-16T15:47:49Z,1.46286,D+1.5,Luján +1.5,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35049,Santa Fe,81809,0,153,154,Released as a separate subtotal as first report of the night,100,82149,>98%,>98% reported,edison,4,unknown,,66573,,,60432,19814,1563,0,0,0,2020-11-16T15:47:51Z,49.64979,D+50,Luján +50,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35051,Sierra,5920,0,10,10,Released as a separate subtotal in the middle of the tabulation,100,5525,>98%,>98% reported,edison,4,unknown,,4688,,,2127,3653,140,0,0,0,2020-11-16T15:47:51Z,25.77703,R+26,Ronchetti +26,republican,new-mexico,2020-11-21T00:45:49.628922Z
35053,Socorro,7123,0,27,27,Released as a separate subtotal as first report of the night,100,7111,>98%,>98% reported,edison,6,unknown,,5411,,,3529,3384,210,0,0,0,2020-11-16T15:47:52Z,2.03566,D+2,Luján +2,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35055,Taos,16979,0,50,52,Released as a separate subtotal as first report of the night,96,17640,96%,96% reported,edison,4,some,,13710,,,12890,3749,340,0,0,0,2020-11-16T15:47:52Z,53.83709,D+54,Luján +54,democrat,new-mexico,2020-11-21T00:45:49.628922Z
35057,Torrance,7267,0,22,22,Released as a precinct as first report of the night,100,6898,>98%,>98% reported,edison,2,unknown,,3667,,,2179,4904,184,0,0,0,2020-11-16T15:47:53Z,37.49828,R+37,Ronchetti +37,republican,new-mexico,2020-11-21T00:45:49.628922Z
35059,Union,1773,0,5,6,Released as a separate subtotal as first report of the night,94,1896,94%,94% reported,edison,2,unknown,,1322,,,399,1323,51,0,0,0,2020-11-16T15:47:53Z,52.11506,R+52,Ronchetti +52,republican,new-mexico,2020-11-21T00:45:49.628922Z
35061,Valencia,32127,0,62,62,None,100,29569,>98%,>98% reported,edison,2,unknown,,23248,,,13344,18053,730,0,0,0,2020-11-16T15:47:54Z,14.65745,R+15,Ronchetti +15,republican,new-mexico,2020-11-21T00:45:49.628922Z
