fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_gosarp,results_disantod,results_write_ins,results_absentee_gosarp,results_absentee_disantod,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
04007,Gila,17809,15495,25,25,Released as a separate subtotal as first report of the night,100,17376,>98%,>98% reported,edison,4,all,22311,13499,4288,22,11416,4079,0,2020-11-06T23:14:38Z,51.72104,R+52,Gosar +52,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04012,La Paz,7114,4294,10,11,Merged into voters' home precincts and released with cumulative results,99,7152,>98%,>98% reported,edison,4,none,3932,5063,2042,9,2910,1375,9,2020-11-09T21:05:34Z,42.46556,R+42,Gosar +42,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04013,Maricopa,33623,25748,10,10,Released as a separate subtotal as first report of the night,100,24972,>98%,>98% reported,edison,2,some,1489023,22732,10849,42,16487,9261,0,2020-11-08T21:35:15Z,35.34188,R+35,Gosar +35,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04015,Mohave,99573,76321,24,24,Released as a separate subtotal as first report of the night,100,96157,>98%,>98% reported,edison,2,some,66610,76103,23341,129,55788,20533,0,2020-11-09T23:54:35Z,52.98826,R+53,Gosar +53,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04021,Pinal,88698,72541,48,48,Released as a separate subtotal as first report of the night,100,73517,>98%,>98% reported,edison,4,all,88536,57123,31473,102,44151,28325,65,2020-11-09T18:32:33Z,28.91835,R+29,Gosar +29,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04025,Yavapai,116769,102775,38,39,Released as a separate subtotal as first report of the night,100,112642,>98%,>98% reported,edison,6,all,100553,78899,37766,104,67023,35752,0,2020-11-06T00:37:40Z,35.22596,R+35,Gosar +35,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
04027,Yuma,29637,25814,19,19,Released as a separate subtotal as first report of the night,100,26917,>98%,>98% reported,edison,4,unknown,37798,20261,9376,0,17224,8590,0,2020-11-07T15:54:38Z,36.72774,R+37,Gosar +37,republican,AZ-G-H-4-2020-11-03,az-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",392857,322923,7,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,174,176,99% reporting,99%,99,365000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-09T23:54:39Z,TRUE,39.33874,154545,R+39,Gosar +39,republican,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461043785
