fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_johnsond,results_luallinr,results_absentee_johnsond,results_absentee_luallinr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
46043,Douglas,1674,0,6,6,Merged into voters' home precincts and released with cumulative results,100,1644,>98%,>98% reported,edison,2,unknown,126,1568,106,0,0,2020-11-04T10:43:56Z,87.33572,R+87,Johnson +87,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46045,Edmunds,1925,0,6,6,Merged into voters' home precincts and released with cumulative results,98,1960,98%,98% reported,edison,2,unknown,475,1741,184,0,0,2020-11-04T10:43:57Z,80.88312,R+81,Johnson +81,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46047,Fall River,3877,0,9,9,Merged into voters' home precincts and released with cumulative results,100,3498,>98%,>98% reported,edison,2,unknown,2019,3142,735,0,0,2020-11-05T16:55:43Z,62.08409,R+62,Johnson +62,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46049,Faulk,1155,0,7,7,Merged into voters' home precincts and released with cumulative results,100,1143,>98%,>98% reported,edison,2,unknown,141,1065,90,0,0,2020-11-04T10:43:59Z,84.41558,R+84,Johnson +84,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46051,Grant,3626,0,18,18,Merged into voters' home precincts and released with cumulative results,98,3700,98%,98% reported,edison,2,unknown,1406,3164,462,0,0,2020-11-05T14:35:43Z,74.51737,R+75,Johnson +75,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46053,Gregory,2189,0,3,3,Merged into voters' home precincts and released with cumulative results,100,2136,>98%,>98% reported,edison,2,unknown,571,2010,179,0,0,2020-11-10T14:32:19Z,83.6455,R+84,Johnson +84,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46055,Haakon,1120,0,6,6,Merged into voters' home precincts and released with cumulative results,100,1074,>98%,>98% reported,edison,2,unknown,520,1061,59,0,0,2020-11-04T16:11:49Z,89.46429,R+89,Johnson +89,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46057,Hamlin,3003,0,7,7,Merged into voters' home precincts and released with cumulative results,100,2863,>98%,>98% reported,edison,2,unknown,994,2644,359,0,0,2020-11-04T10:44:00Z,76.09058,R+76,Johnson +76,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46059,Hand,1806,0,12,12,Merged into voters' home precincts and released with cumulative results,97,1859,97%,97% reported,edison,2,unknown,693,1647,159,0,0,2020-11-04T17:11:50Z,82.39203,R+82,Johnson +82,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46061,Hanson,2213,0,5,5,Merged into voters' home precincts and released with cumulative results,100,2044,>98%,>98% reported,edison,2,unknown,2016,1938,275,0,0,2020-11-04T10:44:00Z,75.14686,R+75,Johnson +75,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46063,Harding,795,0,8,8,Merged into voters' home precincts and released with cumulative results,100,764,>98%,>98% reported,edison,2,unknown,251,747,48,0,0,2020-11-04T10:44:01Z,87.92453,R+88,Johnson +88,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46065,Hughes,8424,0,6,6,Merged into voters' home precincts and released with cumulative results,100,8330,>98%,>98% reported,edison,6,all,5670,7148,1276,0,0,2020-11-05T17:51:44Z,69.7056,R+70,Johnson +70,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46067,Hutchinson,3652,0,7,7,Merged into voters' home precincts and released with cumulative results,100,3428,>98%,>98% reported,edison,2,unknown,776,3301,351,0,0,2020-11-04T21:55:51Z,80.77766,R+81,Johnson +81,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46069,Hyde,696,0,1,1,Merged into voters' home precincts and released with cumulative results,98,707,98%,98% reported,edison,2,unknown,208,628,68,0,0,2020-11-04T10:44:01Z,80.45977,R+80,Johnson +80,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46071,Jackson,1062,0,8,8,Merged into voters' home precincts and released with cumulative results,95,1116,95%,95% reported,edison,2,unknown,240,809,253,0,0,2020-11-04T10:44:01Z,52.35405,R+52,Johnson +52,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46073,Jerauld,962,0,5,5,Merged into voters' home precincts and released with cumulative results,98,979,98%,98% reported,edison,2,unknown,304,847,115,0,0,2020-11-05T19:25:40Z,76.09148,R+76,Johnson +76,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46075,Jones,593,0,3,3,Merged into voters' home precincts and released with cumulative results,100,569,>98%,>98% reported,edison,2,unknown,197,528,65,0,0,2020-11-04T10:44:02Z,78.07757,R+78,Johnson +78,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46077,Kingsbury,2675,0,7,7,Merged into voters' home precincts and released with cumulative results,100,2645,>98%,>98% reported,edison,2,unknown,618,2314,361,0,0,2020-11-04T20:45:51Z,73.00935,R+73,Johnson +73,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46079,Lake,5551,0,8,10,Merged into voters' home precincts and released with cumulative results,100,5551,>98%,>98% reported,edison,6,unknown,3936,4717,834,0,0,2020-11-04T10:44:02Z,69.95136,R+70,Johnson +70,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46081,Lawrence,13002,0,11,11,Released as a precinct in the middle of the night,100,13001,>98%,>98% reported,edison,6,all,6941,10481,2521,0,0,2020-11-04T17:45:51Z,61.22135,R+61,Johnson +61,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46083,Lincoln,30588,0,31,31,Merged into voters' home precincts and released with cumulative results,100,30587,>98%,>98% reported,edison,6,all,8870,25298,5290,0,0,2020-11-04T21:55:51Z,65.41127,R+65,Johnson +65,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46085,Lyman,1540,0,7,7,Merged into voters' home precincts and released with cumulative results,100,1447,>98%,>98% reported,edison,2,unknown,136,1228,312,0,0,2020-11-05T14:31:12Z,59.48052,R+59,Johnson +59,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46091,Marshall,2034,0,9,9,Merged into voters' home precincts and released with cumulative results,100,1989,>98%,>98% reported,edison,2,unknown,680,1670,364,0,0,2020-11-04T10:43:27Z,64.20846,R+64,Johnson +64,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46087,McCook,2848,0,6,6,Merged into voters' home precincts and released with cumulative results,100,2672,>98%,>98% reported,edison,2,unknown,744,2479,369,0,0,2020-11-04T22:11:50Z,74.08708,R+74,Johnson +74,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
46089,McPherson,1295,0,6,6,Merged into voters' home precincts and released with cumulative results,100,1163,>98%,>98% reported,edison,2,unknown,683,1181,114,0,0,2020-11-04T10:43:26Z,82.39382,R+82,Johnson +82,republican,SD-G-H-1-2020-11-03,sd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-south-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-south-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,SD,south-dakota,South Dakota,S.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",397752,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,689,693,99% reporting,99%,99,371000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-06T21:20:38Z,TRUE,61.91144,246254,R+62,Johnson +62,republican,"","",0,0,1604456855206
