fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_pappasc,results_mowersm,results_dumontz,results_write_ins,results_absentee_pappasc,results_absentee_mowersm,results_absentee_dumontz,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
33001,Belknap,36677,2441,14,15,"",edison,15829,20057,781,10,999,1374,68,0,2020-11-04T10:44:01Z,11.52766,R+12,Mowers +12,republican,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33003,Carroll,32380,0,18,18,"",edison,15867,15988,524,1,0,0,0,0,2020-11-04T10:44:00Z,0.37369,R+0.37,Mowers +0.37,republican,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33009,Grafton,2124,0,1,1,"",edison,1093,959,58,14,0,0,0,0,2020-11-04T10:43:43Z,6.30885,D+6,Pappas +6,democrat,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33011,Hillsborough,92093,0,14,15,"",edison,49395,40255,2421,22,0,0,0,0,2020-11-10T20:07:46Z,9.92475,D+10,Pappas +10,democrat,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33013,Merrimack,8499,0,1,1,"",edison,4068,4279,137,15,0,0,0,0,2020-11-05T01:19:31Z,2.48265,R+2,Mowers +2,republican,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33015,Rockingham,156834,0,36,36,"",edison,79214,73993,3617,10,0,0,0,0,2020-11-04T10:44:00Z,3.329,D+3,Pappas +3,democrat,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
33017,Strafford,72135,2913,27,27,"",edison,40604,29391,2078,62,1894,967,52,0,2020-11-06T21:27:52Z,15.54447,D+16,Pappas +16,democrat,NH-G-H-1-2020-11-03,nh-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-hampshire.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-hampshire.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,likely-dem,1,District 1,NH,new-hampshire,New Hampshire,N.H.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",400691,5354,2,unknown,Most polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,111,113,98% reporting,98%,93,432000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-07T00:01:43Z,TRUE,5.27788,21148,D+5,Pappas +5,democrat,0,0,1604468484099
