fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_de_la_fuenter,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
06065,Riverside,778512,391521,785,864,Released as a separate subtotal as first report of the night,91,856586,91%,91% reported,edison,4,unknown,,594424,,,415309,349033,7313,2488,1946,2423,,222328,163191,3094,1068,834,1006,,2020-11-13T02:35:46Z,8.51316,D+9,Biden +9,democrat,-8.51316,751391,-5.4,661907,-1.65,california,2020-11-14T00:42:42.061345Z
06067,Sacramento,536614,0,570,677,Released as a separate subtotal as first report of the night,100,324230,>98%,>98% reported,edison,4,all,,489638,,,338632,186311,6201,2198,1586,1686,,0,0,0,0,0,0,,2020-11-11T03:25:54Z,28.38558,D+28,Biden +28,democrat,-28.38558,562285,-24.2,516809,-18.96,california,2020-11-14T00:42:42.061345Z
06069,San Benito,28317,21132,54,54,Released as a separate subtotal as first report of the night,100,24993,>98%,>98% reported,edison,4,unknown,,19926,,,17315,10412,337,89,81,83,,13404,7323,238,58,60,49,,2020-11-11T03:25:56Z,24.37758,D+24,Biden +24,democrat,-24.37758,22122,-21.2,19044,-20.65,california,2020-11-14T00:42:42.061345Z
06071,San Bernardino,728595,342615,2274,2327,Released as a separate subtotal as first report of the night,98,745541,98%,98% reported,edison,2,some,,453259,,,393833,319279,7293,2970,2477,2743,0,218798,117385,2992,1329,1033,1078,0,2020-11-13T00:28:19Z,10.23257,D+10,Biden +10,democrat,-10.23257,653983,-10.6,581517,-7.35,california,2020-11-14T00:42:42.061345Z
06073,San Diego,1587899,1399950,1414,1414,Released as a separate subtotal as first report of the night,100,1489296,>98%,>98% reported,edison,2,some,,1080011,,,956778,594619,21148,7329,2808,5217,,881463,486575,18490,6566,2409,4447,,2020-11-13T02:35:45Z,22.80743,D+23,Biden +23,democrat,-22.80743,1311618,-19.6,1192282,-7.57,california,2020-11-14T00:42:42.061345Z
06075,San Francisco,440418,318178,580,609,Released as a separate subtotal as first report of the night,95,462603,95%,95% reported,edison,4,all,,309114,,,375630,55988,3261,2762,1529,1248,,278413,34477,1911,1721,974,682,,2020-11-11T03:26:00Z,72.57696,D+73,Biden +73,democrat,-72.57696,408541,-75.2,361209,-70.5,california,2020-11-14T00:42:42.061345Z
06077,San Joaquin,213654,0,173,207,None,84,255549,84%,84% reported,edison,2,unknown,,212698,,,122193,87313,2006,715,634,793,,0,0,0,0,0,0,,2020-11-13T02:35:45Z,16.32546,D+16,Biden +16,democrat,-16.32546,227002,-14.2,204697,-13.7,california,2020-11-14T00:42:42.061345Z
06079,San Luis Obispo,153409,111693,112,112,Released as a separate subtotal as first report of the night,100,116049,>98%,>98% reported,edison,4,all,,128384,,,85183,64514,2286,749,255,422,,67651,41853,1290,477,152,270,,2020-11-11T03:25:39Z,13.47313,D+13,Biden +13,democrat,-13.47313,137202,-8,125638,-1.03,california,2020-11-14T00:42:42.061345Z
06081,San Mateo,358289,227577,402,403,Released as a separate subtotal as first report of the night,100,358398,>98%,>98% reported,edison,4,all,,271008,,,279360,72284,3341,1494,745,1065,,187578,36584,1715,806,378,516,,2020-11-12T02:35:54Z,57.7958,D+58,Biden +58,democrat,-57.7958,314384,-57.2,285720,-46.66,california,2020-11-14T00:42:42.061345Z
06083,Santa Barbara,194378,0,218,226,Released as a separate subtotal as first report of the night,96,201536,96%,96% reported,edison,4,unknown,,155496,,,126419,63583,2317,889,489,681,,0,0,0,0,0,0,,2020-11-11T03:26:10Z,32.3267,D+32,Biden +32,democrat,-32.3267,178878,-28.4,163320,-18.08,california,2020-11-14T00:42:42.061345Z
06085,Santa Clara,808509,0,596,596,Released as a separate subtotal as first report of the night,100,802228,>98%,>98% reported,edison,4,some,,732616,,,587945,203648,8634,3829,2001,2452,,0,0,0,0,0,0,,2020-11-11T03:26:10Z,47.53157,D+48,Biden +48,democrat,-47.53157,703709,-52.1,643091,-42.91,california,2020-11-14T00:42:42.061345Z
06087,Santa Cruz,143095,0,163,168,Released as a separate subtotal as first report of the night,97,146856,97%,97% reported,edison,4,some,,102995,,,112975,26565,1676,1045,406,428,,0,0,0,0,0,0,,2020-11-13T23:36:45Z,60.38646,D+60,Biden +60,democrat,-60.38646,130012,-56,120095,-55.59,california,2020-11-14T00:42:42.061345Z
06089,Shasta,90225,0,95,97,Released as a separate subtotal as first report of the night,99,91260,>98%,>98% reported,edison,2,unknown,,77694,,,29312,58886,1222,360,181,264,,0,0,0,0,0,0,,2020-11-13T02:35:44Z,32.77805,R+33,Trump +33,republican,32.77805,81024,36.4,76335,29.15,california,2020-11-14T00:42:42.061345Z
06091,Sierra,1930,0,21,23,Other,93,2086,93%,93% reported,edison,2,unknown,,2915,,,730,1142,27,13,6,12,,0,0,0,0,0,0,,2020-11-11T03:26:01Z,21.34715,R+21,Trump +21,republican,21.34715,1858,24.1,1795,22.45,california,2020-11-14T00:42:42.061345Z
06093,Siskiyou,23420,0,64,64,Released as a separate subtotal as first report of the night,100,23361,>98%,>98% reported,edison,2,unknown,,21928,,,9582,13272,317,116,54,79,,0,0,0,0,0,0,,2020-11-13T20:35:43Z,15.75576,R+16,Trump +16,republican,15.75576,20493,20,19910,15.22,california,2020-11-14T00:42:42.061345Z
06095,Solano,203451,0,348,348,Released as a separate subtotal as first report of the night,100,189369,>98%,>98% reported,edison,2,unknown,,140931,,,130292,68382,2440,948,612,777,,0,0,0,0,0,0,,2020-11-13T02:35:44Z,30.42993,D+30,Biden +30,democrat,-30.42993,168150,-30,152444,-29.32,california,2020-11-14T00:42:42.061345Z
06097,Sonoma,197603,0,501,668,Released as a separate subtotal as first report of the night,75,263628,75%,75% reported,edison,4,all,,248885,,,153342,40478,1958,929,410,485,1,0,0,0,0,0,0,0,2020-11-11T03:26:07Z,57.11654,D+57,Biden +57,democrat,-57.11654,233303,-46.7,216508,-45.8,california,2020-11-14T00:42:42.061345Z
06099,Stanislaus,195857,137525,191,192,Released as a precinct as first report of the night,100,196246,>98%,>98% reported,edison,4,some,,171363,,,97430,94152,2195,658,615,807,,72651,62194,1341,440,392,507,,2020-11-11T05:34:51Z,1.67367,D+1.7,Biden +1.7,democrat,-1.67367,174406,-1.8,155369,-2.75,california,2020-11-14T00:42:42.061345Z
06101,Sutter,41694,0,45,45,"Released as first report, then NOT included in cumulative results",100,38216,>98%,>98% reported,edison,4,all,,34061,,,16961,23864,506,131,112,120,,0,0,0,0,0,0,,2020-11-11T03:26:08Z,16.55634,R+17,Trump +17,republican,16.55634,33824,15.1,31026,19.11,california,2020-11-14T00:42:42.061345Z
06103,Tehama,26826,0,45,46,Released as a separate subtotal as first report of the night,98,27255,98%,98% reported,edison,2,unknown,,24366,,,8493,17739,359,80,58,97,,0,0,0,0,0,0,,2020-11-12T23:36:44Z,34.46656,R+34,Trump +34,republican,34.46656,23908,36.3,22977,27.42,california,2020-11-14T00:42:42.061345Z
06105,Trinity,5095,5095,19,25,None,79,6482,79%,79% reported,edison,4,some,,6488,,,2383,2513,86,30,13,23,47,2383,2513,86,30,13,23,47,2020-11-11T17:43:11Z,2.55152,R+3,Trump +3,republican,2.55152,5784,10.3,5674,0.74,california,2020-11-14T00:42:42.061345Z
06107,Tulare,143976,81532,271,271,Released as a separate subtotal as first report of the night,100,128061,>98%,>98% reported,edison,4,unknown,,98048,,,64842,76063,1472,463,524,612,,39863,40156,676,264,268,305,,2020-11-13T02:35:44Z,7.79366,R+8,Trump +8,republican,7.79366,114102,9.4,101100,15.04,california,2020-11-14T00:42:42.061345Z
06109,Tuolumne,29820,0,73,73,Other,100,29103,>98%,>98% reported,edison,2,unknown,,30744,,,11808,17302,426,139,58,87,,0,0,0,0,0,0,,2020-11-11T03:26:07Z,18.42388,R+18,Trump +18,republican,18.42388,25893,21,24687,15.72,california,2020-11-14T00:42:42.061345Z
06111,Ventura,419577,0,695,695,Released as a separate subtotal as first report of the night,100,400968,>98%,>98% reported,edison,2,some,,263890,,,249742,160835,5023,1750,969,1258,,0,0,0,0,0,0,,2020-11-13T02:35:43Z,21.18967,D+21,Biden +21,democrat,-21.18967,356107,-17.4,326974,-7.03,california,2020-11-14T00:42:42.061345Z
06113,Yolo,64934,0,40,58,Released as a separate subtotal as first report of the night,69,93583,69%,69% reported,edison,4,some,,66098,,,47504,16128,648,301,186,167,,0,0,0,0,0,0,,2020-11-11T03:26:08Z,48.31983,D+48,Biden +48,democrat,-48.31983,82090,-41.4,74475,-34.03,california,2020-11-14T00:42:42.061345Z
06115,Yuba,27329,15496,34,34,None,100,26218,>98%,>98% reported,edison,4,unknown,,18752,,,10343,16210,446,115,82,133,,7157,7960,199,71,40,69,,2020-11-11T03:26:09Z,21.46804,R+21,Trump +21,republican,21.46804,22998,22.9,19700,18.09,california,2020-11-14T00:42:42.061345Z
