fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_moultons,results_moranj,results_absentee_moultons,results_absentee_moranj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
25009,Essex,293640,0,160,174,"",edison,197735,95905,0,0,2020-11-16T15:48:22Z,34.67852,D+35,Moulton +35,democrat,MA-G-H-6-2020-11-03,ma-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-dem,6,District 6,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",405015,8990,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,207,229,90% reporting,90%,92,450000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-18T18:10:56Z,TRUE,31.38131,127099,D+31,Moulton +31,democrat,"","",3,0,1604468781030
25017,Middlesex,110701,8949,47,55,"",edison,67985,42716,5690,3259,2020-11-16T15:47:42Z,22.82635,D+23,Moulton +23,democrat,MA-G-H-6-2020-11-03,ma-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-dem,6,District 6,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",405015,8990,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,207,229,90% reporting,90%,92,450000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-18T18:10:56Z,TRUE,31.38131,127099,D+31,Moulton +31,democrat,"","",3,0,1604468781030
