fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_ruppersbergerd,results_sallingj,results_absentee_ruppersbergerd,results_absentee_sallingj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
24003,Anne Arundel,38393,0,25,25,Released as a precinct as first report of the night,100,36406,>98%,>98% reported,edison,2,none,61018,27355,11038,0,0,2020-11-16T15:47:49Z,42.49993,D+42,Ruppersberger +42,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",323999,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,199,221,90% reporting,90%,92,354000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-19T14:28:07Z,TRUE,35.464,114903,D+35,Ruppersberger +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24005,Baltimore,190807,0,104,119,Released separately AFTER election night,88,216702,88%,88% reported,edison,2,none,89978,124349,66458,0,0,2020-11-19T14:28:00Z,30.34008,D+30,Ruppersberger +30,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",323999,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,199,221,90% reporting,90%,92,354000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-19T14:28:07Z,TRUE,35.464,114903,D+35,Ruppersberger +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24510,Baltimore City,25094,0,28,34,Other,83,30415,83%,83% reported,edison,2,none,72816,22211,2883,0,0,2020-11-19T14:28:00Z,77.0224,D+77,Ruppersberger +77,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",323999,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,199,221,90% reporting,90%,92,354000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-19T14:28:07Z,TRUE,35.464,114903,D+35,Ruppersberger +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24025,Harford,46609,21154,27,28,Released as a separate subtotal as first report of the night,98,47687,98%,98% reported,edison,4,some,26224,28087,18522,11317,9837,2020-11-16T15:47:50Z,20.52179,D+21,Ruppersberger +21,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",323999,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,199,221,90% reporting,90%,92,354000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-19T14:28:07Z,TRUE,35.464,114903,D+35,Ruppersberger +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24027,Howard,23096,8203,15,15,Released separately AFTER election night,100,22114,>98%,>98% reported,edison,2,some,48738,17449,5647,5583,2620,2020-11-16T15:47:50Z,51.09976,D+51,Ruppersberger +51,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",323999,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,199,221,90% reporting,90%,92,354000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-19T14:28:07Z,TRUE,35.464,114903,D+35,Ruppersberger +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
