fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_pingreec,results_allenj,results_write_ins,results_absentee_pingreec,results_absentee_allenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
23005,Cumberland,136878,22195,33,49,"",edison,87326,48963,589,16806,5360,29,2020-11-16T15:48:17Z,28.02715,D+28,Pingree +28,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
23011,Kennebec,42405,1,16,16,"",edison,23375,18957,73,0,0,1,2020-11-16T15:48:22Z,10.41858,D+10,Pingree +10,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
23013,Knox,21226,0,14,18,"",edison,12557,8665,4,0,0,0,2020-11-16T15:48:17Z,18.336,D+18,Pingree +18,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
23015,Lincoln,17315,1830,14,19,"",edison,9237,8038,40,1281,526,23,2020-11-16T15:48:19Z,6.92463,D+7,Pingree +7,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
23023,Sagadahoc,23101,0,10,10,"",edison,13378,9722,1,0,0,0,2020-11-16T15:48:02Z,15.82615,D+16,Pingree +16,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
23031,York,111315,8319,38,43,"",edison,66032,45184,99,5545,2731,43,2020-11-16T15:48:16Z,18.72883,D+19,Pingree +19,democrat,ME-G-H-1-2020-11-03,me-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maine.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-maine.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,ME,maine,Maine,Maine,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",352234,32344,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,125,155,81% reporting,81%,78,453000,edison,78%,78% reported,edison,democrat,FALSE,2020-11-18T17:18:18Z,TRUE,20.5477,72376,D+21,Pingree +21,democrat,"","",0,0,1604471423566
