fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_priced,results_thomasr,results_absentee_priced,results_absentee_thomasr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37037,Chatham,38578,35403,14,14,Released as a precinct as first report of the night,100,38578,>98%,>98% reported,edison,10,some,39498,23147,15431,22068,13335,2020-11-18T03:22:23Z,20.00104,D+20,Price +20,democrat,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37063,Durham,177497,0,57,57,Released as a separate subtotal as first report of the night,100,177497,>98%,>98% reported,edison,10,unknown,171389,143900,33597,0,0,2020-11-18T03:33:25Z,62.14359,D+62,Price +62,democrat,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37069,Franklin,36778,29805,18,18,Released as a separate subtotal as first report of the night,100,36778,>98%,>98% reported,edison,10,unknown,25408,16732,20046,14511,15294,2020-11-18T03:34:36Z,9.01082,R+9,Thomas +9,republican,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37077,Granville,31131,26390,15,15,Released as a separate subtotal as first report of the night,100,31131,>98%,>98% reported,edison,10,unknown,28165,15264,15867,13367,13023,2020-11-18T03:36:06Z,1.93698,R+1.9,Thomas +1.9,republican,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37135,Orange,83951,74944,41,41,Released as a precinct as first report of the night,100,83951,>98%,>98% reported,edison,10,unknown,86510,63681,20270,59288,15656,2020-11-18T03:55:07Z,51.70993,D+52,Price +52,democrat,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37181,Vance,620,476,1,1,Released as a precinct as first report of the night,100,620,>98%,>98% reported,edison,10,unknown,22971,262,358,224,252,2020-11-18T04:04:26Z,15.48387,R+15,Thomas +15,republican,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
37183,Wake,125170,106875,40,40,Released as a precinct as first report of the night,100,125170,>98%,>98% reported,edison,10,all,457848,69438,55732,62514,44361,2020-11-18T04:04:56Z,10.94991,D+11,Price +11,democrat,NC-G-H-4-2020-11-03,nc-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",493725,273893,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,186,186,100% reporting,100%,99,493725,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-18T17:18:19Z,TRUE,34.65958,171123,D+35,Price +35,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456394636
