fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_wenstrupb,results_castlej,results_write_ins,results_absentee_wenstrupb,results_absentee_castlej,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39001,Adams,11873,0,21,21,Merged into voters' home precincts and released with cumulative results,92,12905,92%,92% reported,edison,2,unknown,5645,9752,2121,0,0,0,0,2020-11-18T18:56:20Z,64.27188,R+64,Wenstrup +64,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39015,Brown,20689,0,29,32,Released as a separate subtotal as first report of the night,93,22293,93%,93% reported,edison,2,unknown,7776,16698,3980,11,0,0,0,2020-11-18T23:20:10Z,61.47228,R+61,Wenstrup +61,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39025,Clermont,108413,44909,166,166,Released as a separate subtotal as first report of the night,96,112616,96%,96% reported,edison,2,unknown,46664,78985,29366,62,27245,17664,0,2020-11-18T18:59:58Z,45.7685,R+46,Wenstrup +46,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39061,Hamilton,172898,106577,225,225,Released as a separate subtotal as first report of the night,93,185803,93%,93% reported,edison,4,unknown,183454,79319,93554,25,37884,68684,9,2020-11-18T18:56:55Z,8.23318,D+8,Castle +8,democrat,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39071,Highland,19189,9937,31,31,Released as a separate subtotal as first report of the night,100,18839,>98%,>98% reported,edison,6,some,8226,15834,3353,2,7601,2336,0,2020-11-19T16:25:49Z,65.04247,R+65,Wenstrup +65,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39131,Pike,11769,0,19,22,Merged into voters' home precincts and released with cumulative results,87,13526,87%,87% reported,edison,2,unknown,6190,8534,3232,3,0,0,0,2020-11-19T17:31:58Z,45.05056,R+45,Wenstrup +45,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39141,Ross,17676,0,36,36,Merged into voters' home precincts and released with cumulative results,93,19064,93%,93% reported,edison,4,unknown,17573,11539,6129,8,0,0,0,2020-11-18T22:32:26Z,30.60647,R+31,Wenstrup +31,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
39145,Scioto,14818,0,33,38,Released as a precinct as first report of the night,86,17297,86%,86% reported,edison,2,unknown,15107,9769,5046,3,0,0,0,2020-11-18T19:15:46Z,31.8734,R+32,Wenstrup +32,republican,OH-G-H-2-2020-11-03,oh-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-rep,2,District 2,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377325,161423,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,560,571,98% reporting,98%,93,405000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T17:31:59Z,TRUE,22.16895,83649,R+22,Wenstrup +22,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604458747964
