fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_tonkop,results_joye,results_write_ins,results_absentee_tonkop,results_absentee_joye,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
36001,Albany,118618,0,247,317,Merged into voters' home precincts AFTER election night,78,151961,78%,78% reported,edison,4,none,74172,44370,76,0,0,0,2020-11-16T15:48:25Z,25.12435,D+25,Tonko +25,democrat,NY-G-H-20-2020-11-03,ny-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",295011,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,455,558,82% reporting,82%,82,358000,edison,82%,82% reported,edison,democrat,FALSE,2020-11-19T16:22:30Z,TRUE,14.54793,42918,D+15,Tonko +15,democrat,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604467878359
36057,Montgomery,12058,0,11,13,Merged into voters' home precincts AFTER election night,100,12058,>98%,>98% reported,edison,6,all,4835,7221,2,0,0,0,2020-11-16T15:48:25Z,19.78769,R+20,Joy +20,republican,NY-G-H-20-2020-11-03,ny-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",295011,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,455,558,82% reporting,82%,82,358000,edison,82%,82% reported,edison,democrat,FALSE,2020-11-19T16:22:30Z,TRUE,14.54793,42918,D+15,Tonko +15,democrat,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604467878359
36083,Rensselaer,41453,0,47,47,Merged into voters' home precincts AFTER election night,99,41732,>98%,>98% reported,edison,2,unknown,25569,15869,15,0,0,0,2020-11-19T16:22:29Z,23.4,D+23,Tonko +23,democrat,NY-G-H-20-2020-11-03,ny-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",295011,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,455,558,82% reporting,82%,82,358000,edison,82%,82% reported,edison,democrat,FALSE,2020-11-19T16:22:30Z,TRUE,14.54793,42918,D+15,Tonko +15,democrat,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604467878359
36091,Saratoga,63709,0,101,121,Merged into voters' home precincts AFTER election night,84,76173,84%,84% reported,edison,4,unknown,32366,31325,18,0,0,0,2020-11-16T15:48:25Z,1.63399,D+1.6,Tonko +1.6,democrat,NY-G-H-20-2020-11-03,ny-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",295011,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,455,558,82% reporting,82%,82,358000,edison,82%,82% reported,edison,democrat,FALSE,2020-11-19T16:22:30Z,TRUE,14.54793,42918,D+15,Tonko +15,democrat,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604467878359
36093,Schenectady,59173,0,49,60,Merged into voters' home precincts AFTER election night,81,73096,81%,81% reported,edison,2,unknown,31967,27206,,0,0,,2020-11-16T15:48:26Z,8.0459,D+8,Tonko +8,democrat,NY-G-H-20-2020-11-03,ny-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",295011,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,455,558,82% reporting,82%,82,358000,edison,82%,82% reported,edison,democrat,FALSE,2020-11-19T16:22:30Z,TRUE,14.54793,42918,D+15,Tonko +15,democrat,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0,1604467878359
