fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_uptonf,results_hoadleyj,results_depoyj,results_lawrencej,results_absentee_uptonf,results_absentee_hoadleyj,results_absentee_depoyj,results_absentee_lawrencej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
26005,Allegan,64749,0,41,41,Merged into voters' home precincts and released with cumulative results,100,64955,>98%,>98% reported,edison,4,unknown,9594,42949,19296,1763,741,0,0,0,0,2020-11-16T15:47:49Z,36.53029,R+37,Upton +37,republican,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
26021,Berrien,81089,0,59,62,Merged into voters' home precincts and released with cumulative results,95,85540,95%,95% reported,edison,2,none,15349,45366,32279,2615,829,0,0,0,0,2020-11-17T22:20:52Z,16.13906,R+16,Upton +16,republican,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
26027,Cass,25751,0,24,24,Merged into voters' home precincts and released with cumulative results,96,26863,96%,96% reported,edison,2,unknown,2750,16744,7811,913,283,0,0,0,0,2020-11-16T15:47:50Z,34.68991,R+35,Upton +35,republican,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
26077,Kalamazoo,141467,0,108,108,Merged into voters' home precincts and released with cumulative results,94,149911,94%,94% reported,edison,4,some,26785,65059,71502,3244,1662,0,0,0,0,2020-11-16T15:47:51Z,4.55442,D+5,Hoadley +5,democrat,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
26149,St. Joseph,26862,0,28,28,Merged into voters' home precincts and released with cumulative results,100,26862,>98%,>98% reported,edison,6,all,3255,18141,7486,844,391,0,0,0,0,2020-11-16T15:47:51Z,39.6657,R+40,Upton +40,republican,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
26159,Van Buren,38519,0,37,37,Merged into voters' home precincts and released with cumulative results,97,39523,97%,97% reported,edison,2,unknown,5135,23237,13729,1020,533,0,0,0,0,2020-11-17T22:20:52Z,24.68392,R+25,Upton +25,republican,MI-G-H-6-2020-11-03,mi-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,lean-rep,6,District 6,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",378437,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,297,300,99% reporting,99%,96,395000,edison,96%,96% reported,edison,republican,FALSE,2020-11-18T17:18:15Z,TRUE,15.69429,59393,R+16,Upton +16,republican,"","",0,-1,1604482070971
