fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_katkoj,results_balterd,results_williamss,results_write_ins,results_absentee_katkoj,results_absentee_balterd,results_absentee_williamss,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race
36011,Cayuga,33254,3676,43,47,Merged into voters' home precincts AFTER election night,91,36369,91%,91% reported,edison,4,some,20798,11285,1163,8,1409,2069,190,8,2020-11-17T14:16:07Z,28.60708,R+29,Katko +29,republican,NY-G-H-24-2020-11-03,ny-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Democrats are eager to unseat the Republican incumbent, John Katko, in this Syracuse-based district that Hillary Clinton won in 2016. Dana Balter, an activist who teaches at Syracuse University, <a href=""https://www.nytimes.com/elections/results/new-york-house-district-24"">lost to Mr. Katko by five points in 2018</a>.",tossup,TRUE,24,District 24,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,"",FALSE,"",315565,34724,3,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,562,608,92% reporting,92%,92,343000,edison,92%,92% reported,edison,republican,FALSE,2020-11-19T15:02:07Z,TRUE,18.48145,58321,R+18,Katko +18,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0
36067,Onondaga,214877,25293,399,428,Merged into voters' home precincts AFTER election night,93,230541,93%,93% reported,edison,2,some,116711,90750,7302,114,7392,16678,1205,18,2020-11-19T17:39:20Z,12.0818,R+12,Katko +12,republican,NY-G-H-24-2020-11-03,ny-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Democrats are eager to unseat the Republican incumbent, John Katko, in this Syracuse-based district that Hillary Clinton won in 2016. Dana Balter, an activist who teaches at Syracuse University, <a href=""https://www.nytimes.com/elections/results/new-york-house-district-24"">lost to Mr. Katko by five points in 2018</a>.",tossup,TRUE,24,District 24,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,"",FALSE,"",315565,34724,3,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,562,608,92% reporting,92%,92,343000,edison,92%,92% reported,edison,republican,FALSE,2020-11-19T15:02:07Z,TRUE,18.48145,58321,R+18,Katko +18,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0
36075,Oswego,31404,5755,65,66,Merged into voters' home precincts AFTER election night,98,31949,98%,98% reported,edison,2,some,19125,10764,1495,20,2113,3288,346,8,2020-11-19T15:33:23Z,26.624,R+27,Katko +27,republican,NY-G-H-24-2020-11-03,ny-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Democrats are eager to unseat the Republican incumbent, John Katko, in this Syracuse-based district that Hillary Clinton won in 2016. Dana Balter, an activist who teaches at Syracuse University, <a href=""https://www.nytimes.com/elections/results/new-york-house-district-24"">lost to Mr. Katko by five points in 2018</a>.",tossup,TRUE,24,District 24,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,"",FALSE,"",315565,34724,3,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,562,608,92% reporting,92%,92,343000,edison,92%,92% reported,edison,republican,FALSE,2020-11-19T15:02:07Z,TRUE,18.48145,58321,R+18,Katko +18,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0
36117,Wayne,36030,0,55,67,Merged into voters' home precincts AFTER election night,83,43657,83%,83% reported,edison,2,unknown,24450,9964,1616,,0,0,0,,2020-11-16T15:48:04Z,40.20538,R+40,Katko +40,republican,NY-G-H-24-2020-11-03,ny-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-york.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-new-york.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Democrats are eager to unseat the Republican incumbent, John Katko, in this Syracuse-based district that Hillary Clinton won in 2016. Dana Balter, an activist who teaches at Syracuse University, <a href=""https://www.nytimes.com/elections/results/new-york-house-district-24"">lost to Mr. Katko by five points in 2018</a>.",tossup,TRUE,24,District 24,NY,new-york,New York,N.Y.,horizontal,"",FALSE,TRUE,"",FALSE,"",315565,34724,3,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,562,608,92% reporting,92%,92,343000,edison,92%,92% reported,edison,republican,FALSE,2020-11-19T15:02:07Z,TRUE,18.48145,58321,R+18,Katko +18,republican,"Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots, which had until Nov. 10 to arrive if postmarked by Election Day, are still being counted. It took weeks to finish counting ballots during the state's June primary.",Only unofficial results from in-person early and Election Day voting were released on election night. Mail ballots are still being counted.,7,0
