fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_bonamicis,results_christensenc,results_absentee_bonamicis,results_absentee_christensenc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
41007,Clatsop,23283,0,33,33,Other,100,21582,>98%,>98% reported,edison,2,some,13544,9739,0,0,2020-11-19T02:00:56Z,16.3424,D+16,Bonamici +16,democrat,OR-G-H-1-2020-11-03,or-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",458201,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,241,241,100% reporting,100%,99,437000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-19T02:01:07Z,TRUE,29.49426,135143,D+29,Bonamici +29,democrat,"","",0,0,1604462752214
41009,Columbia,30588,0,33,33,Other,100,29186,>98%,>98% reported,edison,2,unknown,14545,16043,0,0,2020-11-16T15:48:15Z,4.89735,R+5,Christensen +5,republican,OR-G-H-1-2020-11-03,or-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",458201,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,241,241,100% reporting,100%,99,437000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-19T02:01:07Z,TRUE,29.49426,135143,D+29,Bonamici +29,democrat,"","",0,0,1604462752214
41051,Multnomah,39582,0,10,10,Other,100,38508,>98%,>98% reported,edison,2,some,33927,5655,0,0,2020-11-19T16:52:20Z,71.42641,D+71,Bonamici +71,democrat,OR-G-H-1-2020-11-03,or-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",458201,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,241,241,100% reporting,100%,99,437000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-19T02:01:07Z,TRUE,29.49426,135143,D+29,Bonamici +29,democrat,"","",0,0,1604462752214
41067,Washington,308400,0,143,143,Other,100,293800,>98%,>98% reported,edison,4,all,206981,101419,0,0,2020-11-19T16:53:45Z,34.22892,D+34,Bonamici +34,democrat,OR-G-H-1-2020-11-03,or-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",458201,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,241,241,100% reporting,100%,99,437000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-19T02:01:07Z,TRUE,29.49426,135143,D+29,Bonamici +29,democrat,"","",0,0,1604462752214
41071,Yamhill,56348,0,22,22,Other,100,53171,>98%,>98% reported,edison,2,unknown,27675,28673,0,0,2020-11-19T02:00:53Z,1.77114,R+1.8,Christensen +1.8,republican,OR-G-H-1-2020-11-03,or-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",458201,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,241,241,100% reporting,100%,99,437000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-19T02:01:07Z,TRUE,29.49426,135143,D+29,Bonamici +29,democrat,"","",0,0,1604462752214
