fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_cleavere,results_derksr,results_dominickr,results_absentee_cleavere,results_absentee_derksr,results_absentee_dominickr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
29047,Clay,35250,0,24,26,Released as a separate subtotal as first report of the night,100,35250,>98%,>98% reported,edison,6,all,16870,19109,15000,1141,0,0,0,2020-11-16T15:48:15Z,11.65674,D+12,Cleaver +12,democrat,MO-G-H-5-2020-11-03,mo-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349990,4671,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,127,132,96% reporting,96%,97,362000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-19T14:55:48Z,TRUE,19.82971,69402,D+20,Cleaver +20,democrat,"","",0,0,1604465463994
29095,Jackson,278122,0,63,64,Released as a separate subtotal as first report of the night,98,283659,98%,98% reported,edison,2,unknown,50123,174285,96573,7264,0,0,0,2020-11-19T14:55:46Z,27.94169,D+28,Cleaver +28,democrat,MO-G-H-5-2020-11-03,mo-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349990,4671,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,127,132,96% reporting,96%,97,362000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-19T14:55:48Z,TRUE,19.82971,69402,D+20,Cleaver +20,democrat,"","",0,0,1604465463994
29107,Lafayette,16884,0,14,14,Released as a precinct as first report of the night,100,16884,>98%,>98% reported,edison,6,unknown,2230,5268,11306,310,0,0,0,2020-11-16T15:48:16Z,35.76167,R+36,Derks +36,republican,MO-G-H-5-2020-11-03,mo-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349990,4671,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,127,132,96% reporting,96%,97,362000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-19T14:55:48Z,TRUE,19.82971,69402,D+20,Cleaver +20,democrat,"","",0,0,1604465463994
29177,Ray,11362,2714,11,12,Released as a precinct as first report of the night,100,11362,>98%,>98% reported,edison,6,all,1498,3872,7184,306,1226,1434,54,2020-11-16T15:48:17Z,29.1498,R+29,Derks +29,republican,MO-G-H-5-2020-11-03,mo-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349990,4671,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,127,132,96% reporting,96%,97,362000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-19T14:55:48Z,TRUE,19.82971,69402,D+20,Cleaver +20,democrat,"","",0,0,1604465463994
29195,Saline,8372,1957,15,16,Released as a precinct as first report of the night,89,9372,89%,89% reported,edison,6,all,1262,2545,5614,213,1041,875,41,2020-11-16T15:48:17Z,36.65791,R+37,Derks +37,republican,MO-G-H-5-2020-11-03,mo-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349990,4671,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,127,132,96% reporting,96%,97,362000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-19T14:55:48Z,TRUE,19.82971,69402,D+20,Cleaver +20,democrat,"","",0,0,1604465463994
