fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_westk,results_blankenshipd,results_hammonsb,results_charlesm,results_carrollb,results_kopitkek,results_la_rivag,results_de_la_fuenter,results_mchughj,results_pierceb,results_collinsp,results_jacob_fambrop,results_hunterd,results_huberb,results_kennedya,results_scottj,results_kishorej,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_westk,results_absentee_blankenshipd,results_absentee_hammonsb,results_absentee_charlesm,results_absentee_carrollb,results_absentee_kopitkek,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_mchughj,results_absentee_pierceb,results_absentee_collinsp,results_absentee_jacob_fambrop,results_absentee_hunterd,results_absentee_huberb,results_absentee_kennedya,results_absentee_scottj,results_absentee_kishorej,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
08097,Pitkin,11957,0,10,10,Other,100,11957,>98%,>98% reported,edison,8,some,,,,,8989,2780,94,41,23,9,10,3,2,3,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:11Z,51.92774,D+52,Biden +52,democrat,-51.92774,10523,-45.5,10075,-37.97,colorado,2020-11-26T00:50:24.363563Z
08099,Prowers,5561,0,12,13,Other,100,5561,>98%,>98% reported,edison,8,unknown,,,,,1458,4008,39,9,14,13,3,3,3,4,1,0,2,0,0,0,0,0,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:12Z,45.85506,R+46,Trump +46,republican,45.85506,5016,46.8,4863,35.18,colorado,2020-11-26T00:50:24.363563Z
08101,Pueblo,88299,0,122,128,Other,100,88299,>98%,>98% reported,edison,8,unknown,,,,,43772,42252,1200,205,255,169,94,71,35,21,32,38,25,23,34,17,16,12,11,7,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:13Z,1.72142,D+1.7,Biden +1.7,democrat,-1.72142,78646,0.5,76194,-13.99,colorado,2020-11-26T00:50:24.363563Z
08103,Rio Blanco,3691,0,5,5,Other,100,3691,>98%,>98% reported,edison,8,all,,,,,561,3061,42,3,11,4,3,3,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:14Z,67.73232,R+68,Trump +68,republican,67.73232,3450,68.3,3369,64,colorado,2020-11-26T00:50:24.363563Z
08105,Rio Grande,6305,0,14,15,Other,100,6305,>98%,>98% reported,edison,8,all,,,,,2495,3660,66,11,20,15,2,11,1,3,4,3,3,1,5,0,0,1,2,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:15Z,18.4774,R+18,Trump +18,republican,18.4774,5534,19.6,5533,7.95,colorado,2020-11-26T00:50:24.363563Z
08107,Routt,16876,0,18,18,Other,100,16876,>98%,>98% reported,edison,8,all,,,,,10582,5925,236,37,31,20,15,13,6,1,2,0,0,4,0,2,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:17Z,27.5954,D+28,Biden +28,democrat,-27.5954,13986,-16.9,13317,-15.6,colorado,2020-11-26T00:50:24.363563Z
08109,Saguache,3389,0,7,7,Other,100,3389,>98%,>98% reported,edison,8,all,,,,,1884,1413,39,13,15,8,2,6,3,1,1,0,0,0,0,1,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:20Z,13.8979,D+14,Biden +14,democrat,-13.8979,2835,-9.5,2930,-30.72,colorado,2020-11-26T00:50:24.363563Z
08111,San Juan,563,0,1,1,Other,100,563,>98%,>98% reported,edison,8,all,,,,,342,202,7,2,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-24T13:22:22Z,24.86679,D+25,Biden +25,democrat,-24.86679,506,-9.9,506,-10.67,colorado,2020-11-26T00:50:24.363563Z
08113,San Miguel,5147,0,6,6,Other,100,5146,>98%,>98% reported,edison,8,some,,,,,3924,1136,52,14,11,2,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:23Z,54.16748,D+54,Biden +54,democrat,-54.16748,4329,-44.9,4256,-43.19,colorado,2020-11-26T00:50:24.363563Z
08115,Sedgwick,1446,0,4,5,Other,100,1447,>98%,>98% reported,edison,8,unknown,,,,,301,1121,8,1,2,7,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:23Z,56.70816,R+57,Trump +57,republican,56.70816,1364,54.8,1338,34.53,colorado,2020-11-26T00:50:24.363563Z
08117,Summit,18479,0,19,20,Other,100,18465,>98%,>98% reported,edison,8,some,,,,,12631,5322,353,60,39,16,14,13,6,0,3,1,4,3,4,2,3,3,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-25T21:43:31Z,39.55301,D+40,Biden +40,democrat,-39.55301,16174,-27.6,15312,-24.66,colorado,2020-11-26T00:50:24.363563Z
08119,Teller,16939,0,13,13,Other,100,16939,>98%,>98% reported,edison,8,unknown,,,,,5278,11241,267,25,37,28,10,10,18,6,2,1,7,2,0,0,1,1,2,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:25Z,35.20279,R+35,Trump +35,republican,35.20279,14444,42.5,13407,32.59,colorado,2020-11-26T00:50:24.363563Z
08121,Washington,3008,0,6,6,Other,100,3008,>98%,>98% reported,edison,8,unknown,,,,,369,2595,25,5,2,4,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:27Z,74.00266,R+74,Trump +74,republican,74.00266,2733,73.3,2591,62.06,colorado,2020-11-26T00:50:24.363563Z
08123,Weld,166968,0,156,156,Other,100,166946,>98%,>98% reported,edison,8,all,,,,,66060,96145,2895,340,449,363,170,120,115,51,44,39,45,32,27,13,14,18,12,9,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:31Z,18.01842,R+18,Trump +18,republican,18.01842,135430,22.2,115866,12.71,colorado,2020-11-26T00:50:24.363563Z
08125,Yuma,4981,0,12,14,Other,100,4981,>98%,>98% reported,edison,8,unknown,,,,,785,4107,52,2,10,8,2,5,0,2,0,0,3,0,0,1,0,0,1,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-24T13:22:34Z,66.69344,R+67,Trump +67,republican,66.69344,4791,65.2,4577,54.69,colorado,2020-11-26T00:50:24.363563Z
