fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
39049,Franklin,632532,0,844,884,Released as a separate subtotal as first report of the night,95,662500,95%,95% reported,edison,4,unknown,,374078,,,211237,409144,7718,2169,2264,0,0,0,0,0,2020-11-24T13:22:49Z,31.28806,D+31,Biden +31,democrat,-31.28806,587524,-25.8,572188,-22.79,ohio,2020-11-26T00:49:47.709957Z
39051,Fulton,22801,0,27,29,Released as a separate subtotal as first report of the night,100,22401,>98%,>98% reported,edison,2,unknown,,8866,,,15731,6664,299,71,36,0,0,0,0,0,2020-11-24T13:22:50Z,39.7658,R+40,Trump +40,republican,39.7658,21353,35.8,21310,12.51,ohio,2020-11-26T00:49:47.709957Z
39053,Gallia,13799,0,24,26,Released as a separate subtotal as first report of the night,100,13619,>98%,>98% reported,edison,2,unknown,,5408,,,10645,2990,132,32,0,0,0,0,0,0,2020-11-24T13:22:50Z,55.47503,R+55,Trump +55,republican,55.47503,13004,55.3,12622,25.3,ohio,2020-11-26T00:49:47.709957Z
39055,Geauga,56021,0,78,78,Other,100,55381,>98%,>98% reported,edison,6,unknown,,25718,,,34143,21201,534,132,11,0,0,0,0,0,2020-11-24T13:22:51Z,23.10205,R+23,Trump +23,republican,23.10205,50662,25,51113,21.38,ohio,2020-11-26T00:49:47.709957Z
39057,Greene,88643,0,136,146,Other,100,87708,>98%,>98% reported,edison,2,unknown,,43531,,,52072,34798,1458,264,51,0,0,0,0,0,2020-11-24T13:22:52Z,19.48716,R+19,Trump +19,republican,19.48716,82937,23.6,83626,21,ohio,2020-11-26T00:49:47.709957Z
39059,Guernsey,18264,0,34,35,Merged into voters' home precincts and released with cumulative results,100,17430,>98%,>98% reported,edison,2,unknown,,8078,,,13407,4577,177,67,36,0,0,0,0,0,2020-11-24T13:22:52Z,48.34647,R+48,Trump +48,republican,48.34647,16647,42.6,16849,9.16,ohio,2020-11-26T00:49:47.709957Z
39061,Hamilton,430929,245471,560,563,Released as a separate subtotal as first report of the night,90,477539,90%,90% reported,edison,4,unknown,,183454,,,177886,246266,5211,1389,177,73000,169543,2161,664,103,2020-11-24T13:22:53Z,15.86804,D+16,Biden +16,democrat,-15.86804,409109,-10.3,418894,-6.35,ohio,2020-11-26T00:49:47.709957Z
39063,Hancock,38771,0,60,60,Merged into voters' home precincts and released with cumulative results,94,41066,94%,94% reported,edison,2,unknown,,19219,,,26310,11757,580,110,14,0,0,0,0,0,2020-11-24T13:22:54Z,37.53579,R+38,Trump +38,republican,37.53579,36234,40.2,35783,27.61,ohio,2020-11-26T00:49:47.709957Z
39065,Hardin,13247,0,20,21,Other,100,13111,>98%,>98% reported,edison,2,unknown,,6294,,,9949,3062,192,44,0,0,0,0,0,0,2020-11-24T13:22:55Z,51.98913,R+52,Trump +52,republican,51.98913,12354,46.9,12470,23.02,ohio,2020-11-26T00:49:47.709957Z
39067,Harrison,7663,0,15,16,Merged into voters' home precincts and released with cumulative results,100,7403,>98%,>98% reported,edison,2,unknown,,3522,,,5792,1768,59,36,8,0,0,0,0,0,2020-11-24T13:22:56Z,52.51207,R+53,Trump +53,republican,52.51207,7105,48,7153,14.94,ohio,2020-11-26T00:49:47.709957Z
39069,Henry,14788,0,21,23,Merged into voters' home precincts and released with cumulative results,98,15090,98%,98% reported,edison,2,unknown,,7016,,,10479,4062,175,44,28,0,0,0,0,0,2020-11-24T13:22:58Z,43.39329,R+43,Trump +43,republican,43.39329,14053,39.5,14257,18.23,ohio,2020-11-26T00:49:47.709957Z
39071,Highland,19676,10178,31,31,Released as a separate subtotal as first report of the night,100,19303,>98%,>98% reported,edison,6,some,,8226,,,15678,3799,146,49,4,7397,2712,40,28,1,2020-11-24T13:22:59Z,60.37304,R+60,Trump +60,republican,60.37304,18588,55.1,17879,29.97,ohio,2020-11-26T00:49:47.709957Z
39073,Hocking,13855,9874,21,21,Released as a separate subtotal as first report of the night,100,13521,>98%,>98% reported,edison,2,unknown,,7512,,,9737,3880,162,40,36,6465,3245,106,28,30,2020-11-24T13:23:00Z,42.27355,R+42,Trump +42,republican,42.27355,12929,36.5,12768,1,ohio,2020-11-26T00:49:47.709957Z
39075,Holmes,12978,7977,17,17,Released as a separate subtotal as first report of the night,100,11959,>98%,>98% reported,edison,4,unknown,,6416,,,10796,1994,125,26,37,6259,1605,69,20,24,2020-11-24T13:23:01Z,67.82247,R+68,Trump +68,republican,67.82247,11106,62.4,11567,52.68,ohio,2020-11-26T00:49:47.709957Z
39077,Huron,27190,0,46,46,Released as a separate subtotal as first report of the night,100,26628,>98%,>98% reported,edison,6,unknown,,12338,,,18956,7759,387,83,5,0,0,0,0,0,2020-11-24T13:23:02Z,41.18058,R+41,Trump +41,republican,41.18058,25002,36.1,24711,8.31,ohio,2020-11-26T00:49:47.709957Z
39079,Jackson,14810,0,30,30,Other,100,14160,>98%,>98% reported,edison,6,all,,7259,,,11309,3311,144,30,16,0,0,0,0,0,2020-11-24T13:23:04Z,54.00405,R+54,Trump +54,republican,54.00405,13776,48.8,13404,20.43,ohio,2020-11-26T00:49:47.709957Z
39081,Jefferson,33370,0,65,71,Merged into voters' home precincts and released with cumulative results,96,34830,96%,96% reported,edison,2,unknown,,16200,,,22828,10018,357,100,67,0,0,0,0,0,2020-11-24T13:23:06Z,38.38777,R+38,Trump +38,republican,38.38777,32411,35.3,33177,4.97,ohio,2020-11-26T00:49:47.709957Z
39083,Knox,31459,0,50,53,Released as a separate subtotal as first report of the night,100,30409,>98%,>98% reported,edison,2,unknown,,17702,,,22340,8589,374,86,70,0,0,0,0,0,2020-11-24T13:23:07Z,43.71086,R+44,Trump +44,republican,43.71086,28927,37.9,28463,23.88,ohio,2020-11-26T00:49:47.709957Z
39085,Lake,130782,82427,163,163,Other,97,134979,97%,97% reported,edison,4,unknown,,65162,,,73278,55514,1284,408,298,39311,42095,621,231,169,2020-11-24T13:23:09Z,13.58291,R+14,Trump +14,republican,13.58291,117190,15.2,118665,0.9,ohio,2020-11-26T00:49:47.709957Z
39087,Lawrence,28123,0,84,84,Merged into voters' home precincts and released with cumulative results,100,27582,>98%,>98% reported,edison,2,unknown,,11954,,,20306,7489,259,69,0,0,0,0,0,0,2020-11-24T19:29:46Z,45.5748,R+46,Trump +46,republican,45.5748,26789,43.7,25932,15.07,ohio,2020-11-26T00:49:47.709957Z
39089,Licking,94396,0,93,96,Released as a separate subtotal as first report of the night,100,94348,>98%,>98% reported,edison,2,unknown,,45584,,,59514,33055,1279,312,236,0,0,0,0,0,2020-11-24T13:23:11Z,28.02979,R+28,Trump +28,republican,28.02979,83624,28.5,81550,13.86,ohio,2020-11-26T00:49:47.709957Z
39091,Logan,23409,0,36,36,Released as a separate subtotal as first report of the night,100,22719,>98%,>98% reported,edison,4,all,,10603,,,17964,5055,272,69,49,0,0,0,0,0,2020-11-24T13:23:12Z,55.14546,R+55,Trump +55,republican,55.14546,21712,52.1,21199,31,ohio,2020-11-26T00:49:47.709957Z
39093,Lorain,157768,0,193,193,Merged into voters' home precincts and released with cumulative results,97,163307,97%,97% reported,edison,4,unknown,,81890,,,79520,75667,1677,534,370,0,0,0,0,0,2020-11-24T13:23:13Z,2.44219,R+2,Trump +2,republican,2.44219,140562,-0.1,143252,-15.4,ohio,2020-11-26T00:49:47.709957Z
39095,Lucas,200559,0,312,312,Released as a separate subtotal as first report of the night,84,239647,84%,84% reported,edison,2,unknown,,101640,,,81763,115411,2605,780,0,0,0,0,0,0,2020-11-24T13:23:14Z,16.77711,D+17,Biden +17,democrat,-16.77711,198830,-17.7,210621,-31.66,ohio,2020-11-26T00:49:47.709957Z
39097,Madison,19887,0,24,24,Merged into voters' home precincts and released with cumulative results,100,18449,>98%,>98% reported,edison,2,unknown,,9619,,,13835,5698,269,46,39,0,0,0,0,0,2020-11-24T13:23:14Z,40.91618,R+41,Trump +41,republican,40.91618,17421,39.3,17557,19.92,ohio,2020-11-26T00:49:47.709957Z
39099,Mahoning,119190,67924,212,212,Released as a separate subtotal as first report of the night,100,116565,>98%,>98% reported,edison,6,some,,67570,,,59903,57641,966,436,244,25133,42042,398,227,124,2020-11-24T13:23:15Z,1.89781,R+1.9,Trump +1.9,republican,1.89781,115971,-3.2,121584,-28.31,ohio,2020-11-26T00:49:47.709957Z
39101,Marion,27871,0,65,65,Released as a separate subtotal as first report of the night,100,27126,>98%,>98% reported,edison,6,unknown,,12346,,,19023,8269,414,112,53,0,0,0,0,0,2020-11-24T13:23:16Z,38.58491,R+39,Trump +39,republican,38.58491,26478,34.1,27418,6.42,ohio,2020-11-26T00:49:47.709957Z
39103,Medina,106041,64128,121,121,Released as a separate subtotal as first report of the night,100,104378,>98%,>98% reported,edison,6,all,,52920,,,64598,39800,1144,266,233,32943,30370,551,148,116,2020-11-24T13:23:17Z,23.38529,R+23,Trump +23,republican,23.38529,92163,24.6,90931,12.79,ohio,2020-11-26T00:49:47.709957Z
39105,Meigs,10967,6387,27,27,Released as a separate subtotal as first report of the night,100,10764,>98%,>98% reported,edison,6,all,,4038,,,8316,2492,111,32,16,4460,1858,48,20,1,2020-11-24T13:23:18Z,53.10477,R+53,Trump +53,republican,53.10477,10041,50.3,10218,18.28,ohio,2020-11-26T00:49:47.709957Z
39107,Mercer,23426,15454,36,36,Released as a separate subtotal as first report of the night,100,23426,>98%,>98% reported,edison,6,all,,12162,,,19145,3981,202,67,31,11941,3334,117,40,22,2020-11-24T13:21:45Z,64.73149,R+65,Trump +65,republican,64.73149,21816,64.7,21676,54.51,ohio,2020-11-26T00:49:47.709957Z
39109,Miami,58077,36421,85,85,Merged into voters' home precincts and released with cumulative results,100,55899,>98%,>98% reported,edison,4,unknown,,27334,,,41371,15663,782,139,122,23490,12383,398,82,68,2020-11-24T13:21:47Z,44.26537,R+44,Trump +44,republican,44.26537,53094,45.1,52014,35.03,ohio,2020-11-26T00:49:47.709957Z
39111,Monroe,7159,0,20,20,Released as a precinct as first report of the night,100,7044,>98%,>98% reported,edison,2,unknown,,3733,,,5463,1605,54,26,11,0,0,0,0,0,2020-11-24T13:21:50Z,53.89021,R+54,Trump +54,republican,53.89021,6853,46.8,6782,7.56,ohio,2020-11-26T00:49:47.709957Z
39113,Montgomery,269164,154486,360,360,Released as a precinct as first report of the night,89,303557,89%,89% reported,edison,4,all,,127390,,,129034,135064,3418,884,764,54541,98064,1412,469,0,2020-11-24T13:21:52Z,2.24027,D+2,Biden +2,democrat,-2.24027,259876,0.7,266707,-4.61,ohio,2020-11-26T00:49:47.709957Z
39115,Morgan,6856,0,12,13,Merged into voters' home precincts and released with cumulative results,100,6679,>98%,>98% reported,edison,2,unknown,,3651,,,5041,1725,64,17,9,0,0,0,0,0,2020-11-24T13:21:53Z,48.36639,R+48,Trump +48,republican,48.36639,6477,41.6,6136,5.95,ohio,2020-11-26T00:49:47.709957Z
39117,Morrow,18457,0,33,33,Merged into voters' home precincts and released with cumulative results,100,17155,>98%,>98% reported,edison,4,unknown,,7283,,,14077,4048,257,70,5,0,0,0,0,0,2020-11-24T13:21:54Z,54.33711,R+54,Trump +54,republican,54.33711,16688,49.1,16184,24.3,ohio,2020-11-26T00:49:47.709957Z
39119,Muskingum,40467,0,68,68,Merged into voters' home precincts and released with cumulative results,100,39059,>98%,>98% reported,edison,2,unknown,,22390,,,27867,11971,459,163,7,0,0,0,0,0,2020-11-24T13:21:54Z,39.28139,R+39,Trump +39,republican,39.28139,37245,34.7,37179,6.08,ohio,2020-11-26T00:49:47.709957Z
39121,Noble,6348,0,19,19,None,100,6234,>98%,>98% reported,edison,4,unknown,,3920,,,5135,1170,25,13,5,0,0,0,0,0,2020-11-24T13:21:55Z,62.46062,R+62,Trump +62,republican,62.46062,6039,55.1,5891,24.31,ohio,2020-11-26T00:49:47.709957Z
39123,Ottawa,24046,0,36,36,Merged into voters' home precincts and released with cumulative results,100,23803,>98%,>98% reported,edison,4,unknown,,11056,,,14628,9008,292,74,44,0,0,0,0,0,2020-11-24T13:21:56Z,23.37187,R+23,Trump +23,republican,23.37187,22385,19.5,22505,-4.29,ohio,2020-11-26T00:49:47.709957Z
39125,Paulding,9484,5745,16,16,Merged into voters' home precincts and released with cumulative results,100,9280,>98%,>98% reported,edison,6,all,,4563,,,7086,2213,124,38,23,3993,1665,56,21,10,2020-11-24T13:22:00Z,51.38127,R+51,Trump +51,republican,51.38127,9095,48.5,9150,19.85,ohio,2020-11-26T00:49:47.709957Z
39127,Perry,16676,9445,33,33,Merged into voters' home precincts and released with cumulative results,100,15544,>98%,>98% reported,edison,4,some,,7278,,,12357,4098,170,47,4,6324,3018,75,28,0,2020-11-24T13:22:02Z,49.52627,R+50,Trump +50,republican,49.52627,15101,40.3,15020,3.95,ohio,2020-11-26T00:49:47.709957Z
39129,Pickaway,28314,0,42,42,Other,100,26230,>98%,>98% reported,edison,4,some,,12064,,,20593,7304,295,65,57,0,0,0,0,0,2020-11-24T13:22:03Z,46.93438,R+47,Trump +47,republican,46.93438,24912,42.3,24154,18.02,ohio,2020-11-26T00:49:47.709957Z
39131,Pike,12424,0,22,22,Merged into voters' home precincts and released with cumulative results,100,12314,>98%,>98% reported,edison,2,unknown,,6190,,,9157,3110,123,22,12,0,0,0,0,0,2020-11-24T13:22:04Z,48.67193,R+49,Trump +49,republican,48.67193,11951,36.5,11596,0.01,ohio,2020-11-26T00:49:47.709957Z
39133,Portage,83022,31467,129,129,Other,100,80092,>98%,>98% reported,edison,4,all,,35339,,,45990,35661,906,295,170,11686,19250,305,134,92,2020-11-24T13:22:07Z,12.44128,R+12,Trump +12,republican,12.44128,76762,9.9,76384,-5.51,ohio,2020-11-26T00:49:47.709957Z
39135,Preble,21840,4381,42,42,Merged into voters' home precincts and released with cumulative results,100,21422,>98%,>98% reported,edison,6,unknown,,7200,,,17022,4493,243,51,31,2557,1762,47,15,0,2020-11-24T13:22:09Z,57.36722,R+57,Trump +57,republican,57.36722,20681,53.8,20225,36.21,ohio,2020-11-26T00:49:47.709957Z
39137,Putnam,19947,0,23,25,Merged into voters' home precincts AFTER election night,100,19893,>98%,>98% reported,edison,2,unknown,,8054,,,16412,3195,247,61,32,0,0,0,0,0,2020-11-24T13:22:10Z,66.26059,R+66,Trump +66,republican,66.26059,18857,63.8,18400,51.1,ohio,2020-11-26T00:49:47.709957Z
39139,Richland,59975,37772,83,83,Merged into voters' home precincts and released with cumulative results,98,61176,98%,98% reported,edison,4,all,,32970,,,41472,17640,680,168,15,23680,13670,314,102,6,2020-11-24T13:22:12Z,39.73656,R+40,Trump +40,republican,39.73656,55424,37,57806,19.34,ohio,2020-11-26T00:49:47.709957Z
39141,Ross,33365,0,65,65,Merged into voters' home precincts and released with cumulative results,100,31997,>98%,>98% reported,edison,4,unknown,,17573,,,22278,10557,345,116,69,0,0,0,0,0,2020-11-24T13:22:13Z,35.12963,R+35,Trump +35,republican,35.12963,30565,27.1,30160,1.46,ohio,2020-11-26T00:49:47.709957Z
39143,Sandusky,30126,16717,58,58,Released as a separate subtotal as first report of the night,99,30535,>98%,>98% reported,edison,4,unknown,,11870,,,18896,10596,448,132,54,8829,7628,185,75,0,2020-11-24T19:34:42Z,27.55095,R+28,Trump +28,republican,27.55095,28285,22.6,29095,-2.7,ohio,2020-11-26T00:49:47.709957Z
39145,Scioto,32051,0,70,77,Released as a precinct as first report of the night,98,32820,98%,98% reported,edison,2,unknown,,15107,,,22609,9080,262,91,9,0,0,0,0,0,2020-11-24T13:22:20Z,42.21085,R+42,Trump +42,republican,42.21085,31003,36.8,31262,1.33,ohio,2020-11-26T00:49:47.709957Z
39147,Seneca,25848,0,51,51,Merged into voters' home precincts and released with cumulative results,97,26607,97%,97% reported,edison,2,unknown,,9734,,,17086,8266,357,94,45,0,0,0,0,0,2020-11-24T13:22:22Z,34.12256,R+34,Trump +34,republican,34.12256,24183,30.7,25343,7.46,ohio,2020-11-26T00:49:47.709957Z
39149,Shelby,25293,14476,35,35,Merged into voters' home precincts and released with cumulative results,100,24785,>98%,>98% reported,edison,6,all,,11214,,,20422,4465,290,71,45,10730,3547,152,47,0,2020-11-24T19:45:05Z,63.0886,R+63,Trump +63,republican,63.0886,23829,60.2,23903,45.18,ohio,2020-11-26T00:49:47.709957Z
39151,Stark,190093,0,255,274,Merged into voters' home precincts and released with cumulative results,92,206880,92%,92% reported,edison,2,unknown,,83515,,,111097,75904,2163,683,246,0,0,0,0,0,2020-11-24T13:22:24Z,18.51357,R+19,Trump +19,republican,18.51357,176165,17.2,181746,-0.47,ohio,2020-11-26T00:49:47.709957Z
39153,Summit,281280,149069,420,420,None,92,305188,92%,92% reported,edison,2,unknown,,138795,,,124833,151668,3003,888,888,45298,102219,1149,403,0,2020-11-24T13:22:26Z,9.54032,D+10,Biden +10,democrat,-9.54032,260346,-8.5,268358,-15.67,ohio,2020-11-26T00:49:47.709957Z
39155,Trumbull,101152,89258,158,158,Released as a separate subtotal as first report of the night,100,98677,>98%,>98% reported,edison,6,some,,47683,,,55194,44519,913,356,170,46193,41821,787,305,152,2020-11-24T13:22:28Z,10.55342,R+11,Trump +11,republican,10.55342,96676,6.2,101963,-22.94,ohio,2020-11-26T00:49:47.709957Z
39157,Tuscarawas,44087,0,81,81,Merged into voters' home precincts and released with cumulative results,100,43828,>98%,>98% reported,edison,4,some,,22667,,,30458,12889,494,161,85,0,0,0,0,0,2020-11-24T13:22:31Z,39.85075,R+40,Trump +40,republican,39.85075,41606,35.4,41693,9.2,ohio,2020-11-26T00:49:47.709957Z
39159,Union,33535,0,45,45,Merged into voters' home precincts and released with cumulative results,99,34000,>98%,>98% reported,edison,2,unknown,,14723,,,21669,11141,535,100,90,0,0,0,0,0,2020-11-24T13:22:33Z,31.39407,R+31,Trump +31,republican,31.39407,27695,37.5,25623,29.21,ohio,2020-11-26T00:49:47.709957Z
39161,Van Wert,14994,0,39,39,Merged into voters' home precincts and released with cumulative results,100,14767,>98%,>98% reported,edison,6,some,,9334,,,11650,3067,201,42,34,0,0,0,0,0,2020-11-24T13:22:34Z,57.2429,R+57,Trump +57,republican,57.2429,13770,56.4,13898,39.98,ohio,2020-11-26T00:49:47.709957Z
39163,Vinton,5902,0,20,20,Merged into voters' home precincts and released with cumulative results,100,5902,>98%,>98% reported,edison,6,all,,3106,,,4525,1306,45,15,11,0,0,0,0,0,2020-11-24T13:22:35Z,54.54083,R+55,Trump +55,republican,54.54083,5540,45.7,5490,7.65,ohio,2020-11-26T00:49:47.709957Z
39165,Warren,136441,89102,175,175,Merged into voters' home precincts and released with cumulative results,100,132061,>98%,>98% reported,edison,6,unknown,,59072,,,87988,46069,1747,291,346,50860,36944,921,159,218,2020-11-24T13:22:36Z,30.72317,R+31,Trump +31,republican,30.72317,118309,37.1,111197,39.26,ohio,2020-11-26T00:49:47.709957Z
