fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kellyt,results_eliasona,results_write_ins,results_absentee_kellyt,results_absentee_eliasona,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
28003,Alcorn,13203,0,17,17,Merged into voters' home precincts and released with cumulative results,81,16261,81%,81% reported,edison,4,none,1390,11251,1947,5,0,0,0,2020-11-11T03:26:22Z,70.46883,R+70,Kelly +70,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28009,Benton,3991,0,5,5,Merged into voters' home precincts and released with cumulative results,90,4414,90%,90% reported,edison,4,all,442,2551,1437,3,0,0,0,2020-11-11T03:26:22Z,27.9128,R+28,Kelly +28,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28013,Calhoun,6337,0,9,10,Merged into voters' home precincts and released with cumulative results,90,7036,90%,90% reported,edison,4,unknown,532,4729,1605,3,0,0,0,2020-11-11T03:26:22Z,49.29777,R+49,Kelly +49,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28017,Chickasaw,7796,0,15,15,None,90,8679,90%,90% reported,edison,4,all,476,4545,3249,2,0,0,0,2020-11-11T03:26:23Z,16.62391,R+17,Kelly +17,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28019,Choctaw,4085,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4085,>98%,>98% reported,edison,6,all,246,2993,1091,1,0,0,0,2020-11-11T03:26:23Z,46.56059,R+47,Kelly +47,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28025,Clay,9613,1934,14,14,Merged into voters' home precincts and released with cumulative results,87,11003,87%,87% reported,edison,4,some,652,4660,4938,15,936,992,6,2020-11-11T03:25:46Z,2.89192,D+3,Eliason +3,democrat,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28033,DeSoto,73948,0,41,41,Merged into voters' home precincts and released with cumulative results,100,72265,>98%,>98% reported,edison,4,unknown,1400,47126,26738,84,0,0,0,2020-11-11T03:25:47Z,27.57073,R+28,Kelly +28,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28057,Itawamba,10492,0,28,28,Merged into voters' home precincts and released with cumulative results,98,10711,98%,98% reported,edison,4,some,362,9448,1037,7,0,0,0,2020-11-11T03:25:47Z,80.16584,R+80,Kelly +80,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28071,Lafayette,16865,0,18,18,Merged into voters' home precincts and released with cumulative results,78,21607,78%,78% reported,edison,4,none,2116,10564,6275,26,0,0,0,2020-11-11T03:25:47Z,25.43137,R+25,Kelly +25,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
28081,Lee,30644,0,36,36,Merged into voters' home precincts and released with cumulative results,85,36204,85%,85% reported,edison,4,none,1452,21904,8699,41,0,0,0,2020-11-11T03:24:56Z,43.09163,R+43,Kelly +43,republican,MS-G-H-1-2020-11-03,ms-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",310004,27839,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,420,422,99% reporting,99%,91,342000,edison,91%,91% reported,edison,republican,FALSE,2020-11-11T03:26:03Z,TRUE,38.87466,120513,R+39,Kelly +39,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604456998542
