fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_gallegor,results_barnettj,results_write_ins,results_absentee_gallegor,results_absentee_barnettj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
04013,Maricopa,213726,192421,79,79,Released as a separate subtotal as first report of the night,100,200567,>98%,>98% reported,edison,2,some,1489023,163663,49669,394,149479,42942,0,2020-11-11T03:26:11Z,53.33651,D+53,Gallego +53,democrat,AZ-G-H-7-2020-11-03,az-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-dem,7,District 7,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",213726,192421,1,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,79,79,100% reporting,100%,99,201000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T03:26:17Z,TRUE,53.33651,113994,D+53,Gallego +53,democrat,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,Maricopa County (Phoenix) released its final large set of results Saturday morning. Officials there said that a small number of provisional and other ballots that need additional time to process still remain.,0,0,1604461029515
