fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_curtisj,results_thorped,results_cummingsd,results_mcneillt,results_write_ins,results_absentee_curtisj,results_absentee_thorped,results_absentee_cummingsd,results_absentee_mcneillt,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
49007,Carbon,8456,0,19,20,Released as a separate subtotal as first report of the night,94,8976,94%,94% reported,edison,2,unknown,7692,6210,1990,159,97,0,0,0,0,0,0,2020-11-11T03:26:43Z,49.90539,R+50,Curtis +50,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49015,Emery,4633,0,11,12,Merged into voters' home precincts and released with cumulative results,94,4917,94%,94% reported,edison,2,unknown,2072,4038,471,88,36,0,0,0,0,0,0,2020-11-11T03:26:43Z,76.99115,R+77,Curtis +77,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49019,Grand,4787,0,17,18,Merged into voters' home precincts and released with cumulative results,96,4975,96%,96% reported,edison,2,unknown,3890,2273,2394,62,58,0,0,0,0,0,0,2020-11-11T03:26:43Z,2.52768,D+3,Thorpe +3,democrat,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49035,Salt Lake,96840,65791,164,170,Released as a separate subtotal as first report of the night,97,100142,97%,97% reported,edison,4,unknown,375002,52678,41649,1268,1132,113,33595,30862,684,650,0,2020-11-11T03:26:42Z,11.38889,R+11,Curtis +11,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49037,San Juan,6212,0,23,23,Merged into voters' home precincts and released with cumulative results,100,6104,>98%,>98% reported,edison,2,unknown,3260,3460,2412,201,139,0,0,0,0,0,0,2020-11-11T03:25:04Z,16.87057,R+17,Curtis +17,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49049,Utah,203197,0,242,242,Released as a separate subtotal as first report of the night,100,186032,>98%,>98% reported,edison,4,all,95185,154346,37452,6150,4942,307,0,0,0,0,0,2020-11-11T03:26:42Z,57.52742,R+58,Curtis +58,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
49051,Wasatch,15567,0,38,38,None,100,13562,>98%,>98% reported,edison,4,some,8962,10546,4498,342,165,16,0,0,0,0,0,2020-11-11T03:26:43Z,38.85142,R+39,Curtis +39,republican,UT-G-H-3-2020-11-03,ut-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",339272,65791,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,514,523,98% reporting,98%,99,343000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:55Z,TRUE,42.05623,142685,R+42,Curtis +42,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1,1604475668148
