fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_steilb,results_polackr,results_absentee_steilb,results_absentee_polackr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
55059,Kenosha,56414,0,126,126,Merged into voters' home precincts and released with cumulative results,61,91803,61%,61% reported,edison,2,some,41542,36507,19907,0,0,2020-11-11T03:25:14Z,29.42532,R+29,Steil +29,republican,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
55079,Milwaukee,55598,0,55,55,Merged into voters' home precincts and released with cumulative results,93,60099,93%,93% reported,edison,4,unknown,182432,32032,23566,0,0,2020-11-11T03:25:15Z,15.22717,R+15,Steil +15,republican,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
55101,Racine,104414,0,64,64,Merged into voters' home precincts and released with cumulative results,100,104414,>98%,>98% reported,edison,6,unknown,50558,59327,45087,0,0,2020-11-11T03:25:16Z,13.63802,R+14,Steil +14,republican,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
55105,Rock,42710,0,51,51,Merged into voters' home precincts and released with cumulative results,100,42710,>98%,>98% reported,edison,6,unknown,26755,20844,21866,0,0,2020-11-11T03:25:17Z,2.39288,D+2,Polack +2,democrat,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
55127,Walworth,52542,0,35,37,Merged into voters' home precincts and released with cumulative results,97,54368,97%,97% reported,edison,4,unknown,15985,34489,18053,0,0,2020-11-11T03:25:17Z,31.28164,R+31,Steil +31,republican,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
55133,Waukesha,59288,0,39,48,Merged into voters' home precincts and released with cumulative results,92,64230,92%,92% reported,edison,4,unknown,137354,43042,16246,0,0,2020-11-11T03:25:18Z,45.19633,R+45,Steil +45,republican,WI-G-H-1-2020-11-03,wi-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",370966,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,370,381,97% reporting,97%,86,431000,edison,86%,86% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,21.97398,81516,R+22,Steil +22,republican,"","",0,0,1604465393728
