fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_lucasf,results_midyettz,results_absentee_lucasf,results_absentee_midyettz,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
40093,Major,3451,935,7,8,Released as a separate subtotal as first report of the night,90,3816,90%,90% reported,edison,2,unknown,987,3160,291,807,128,2020-11-11T03:26:06Z,83.13532,R+83,Lucas +83,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40103,Noble,4911,1345,11,12,Released as a separate subtotal as first report of the night,90,5463,90%,90% reported,edison,2,unknown,1789,4047,864,1030,315,2020-11-11T03:26:07Z,64.81368,R+65,Lucas +65,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40113,Osage,20350,6423,27,28,Released as a separate subtotal as first report of the night,96,21242,96%,96% reported,edison,4,all,2789,14461,5889,3788,2635,2020-11-11T03:26:13Z,42.12285,R+42,Lucas +42,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40117,Pawnee,6709,1352,9,10,Released as a separate subtotal as first report of the night,94,7128,94%,94% reported,edison,2,unknown,1203,5370,1339,925,427,2020-11-11T03:26:15Z,60.08347,R+60,Lucas +60,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40119,Payne,29403,8938,29,31,Released as a separate subtotal as first report of the night,95,31091,95%,95% reported,edison,4,unknown,7976,19784,9619,4355,4583,2020-11-11T03:26:10Z,34.5713,R+35,Lucas +35,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40129,Roger Mills,1834,427,8,9,Released as a separate subtotal as first report of the night,93,1970,93%,93% reported,edison,2,unknown,458,1664,170,383,44,2020-11-11T03:26:11Z,81.46129,R+81,Lucas +81,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40139,Texas,5492,1573,9,11,Released as a separate subtotal as first report of the night,85,6474,85%,85% reported,edison,2,unknown,1739,4587,905,1235,338,2020-11-11T03:26:12Z,67.04297,R+67,Lucas +67,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40149,Washita,4755,972,11,12,Released as a separate subtotal as first report of the night,92,5187,92%,92% reported,edison,2,unknown,954,4229,526,803,169,2020-11-11T03:26:12Z,77.87592,R+78,Lucas +78,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40151,Woods,3657,1488,5,6,Released as a separate subtotal as first report of the night,89,4108,89%,89% reported,edison,2,unknown,1091,3103,554,1176,312,2020-11-11T03:26:14Z,69.70194,R+70,Lucas +70,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
40153,Woodward,7747,2719,14,15,Released as a separate subtotal as first report of the night,91,8506,91%,91% reported,edison,2,unknown,2272,6821,926,2279,440,2020-11-11T03:26:15Z,76.09397,R+76,Lucas +76,republican,OK-G-H-3-2020-11-03,ok-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",309178,79235,32,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,441,479,92% reporting,92%,94,329000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:17Z,TRUE,56.98206,176176,R+57,Lucas +57,republican,0,0,1604456490818
