fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_ruppersbergerd,results_sallingj,results_absentee_ruppersbergerd,results_absentee_sallingj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
24003,Anne Arundel,33283,0,23,25,Released as a precinct as first report of the night,91,36406,91%,91% reported,edison,2,none,61018,23303,9980,0,0,2020-11-11T03:24:59Z,40.02944,D+40,Ruppersberger +40,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",279900,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,176,221,80% reporting,80%,79,354000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-11T03:26:36Z,TRUE,32.13719,89952,D+32,Ruppersberger +32,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24005,Baltimore,157949,0,87,119,Released separately AFTER election night,73,216702,73%,73% reported,edison,2,none,89978,98692,59257,0,0,2020-11-11T03:24:59Z,24.96692,D+25,Ruppersberger +25,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",279900,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,176,221,80% reporting,80%,79,354000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-11T03:26:36Z,TRUE,32.13719,89952,D+32,Ruppersberger +32,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24510,Baltimore City,23520,0,26,34,Other,77,30415,77%,77% reported,edison,2,none,72816,20785,2735,0,0,2020-11-11T03:25:00Z,76.7432,D+77,Ruppersberger +77,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",279900,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,176,221,80% reporting,80%,79,354000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-11T03:26:36Z,TRUE,32.13719,89952,D+32,Ruppersberger +32,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24025,Harford,43154,21154,25,28,Released as a separate subtotal as first report of the night,90,47687,90%,90% reported,edison,4,some,26224,25595,17559,11317,9837,2020-11-11T03:25:01Z,18.62168,D+19,Ruppersberger +19,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",279900,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,176,221,80% reporting,80%,79,354000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-11T03:26:36Z,TRUE,32.13719,89952,D+32,Ruppersberger +32,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
24027,Howard,21994,8203,15,15,Released separately AFTER election night,99,22114,>98%,>98% reported,edison,2,some,48738,16551,5443,5583,2620,2020-11-11T03:25:02Z,50.50468,D+51,Ruppersberger +51,democrat,MD-G-H-2-2020-11-03,md-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",279900,29357,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,176,221,80% reporting,80%,79,354000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-11T03:26:36Z,TRUE,32.13719,89952,D+32,Ruppersberger +32,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604464547828
