fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_scottb,results_collickj,results_absentee_scottb,results_absentee_collickj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51550,Chesapeake,54902,39409,27,29,"As a precinct in the FIRST cumulative report, along with regular precincts",93,59341,93%,93% reported,edison,2,none,15226,35042,19860,27378,12031,2020-11-11T03:26:21Z,27.65291,D+28,Scott +28,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51620,Franklin City,3911,2272,6,7,"As a precinct in the FIRST cumulative report, along with regular precincts",83,4730,83%,83% reported,edison,4,all,369,2443,1468,1539,733,2020-11-11T03:26:22Z,24.92969,D+25,Scott +25,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51650,Hampton,47906,34033,20,23,None,88,54473,88%,88% reported,edison,2,unknown,6950,37356,10550,28341,5692,2020-11-11T03:26:22Z,55.95541,D+56,Scott +56,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51093,Isle of Wight,23017,13268,13,14,Released as a precinct at the end of tabulation,94,24526,94%,94% reported,edison,4,none,1924,9431,13586,6800,6468,2020-11-11T03:26:25Z,18.05187,R+18,Collick +18,republican,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51700,Newport News,74431,0,39,46,None,85,87913,85%,85% reported,edison,2,unknown,5890,49893,24538,0,0,2020-11-11T03:26:22Z,34.06511,D+34,Scott +34,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51710,Norfolk,53222,34648,27,33,Released as a precinct at the end of tabulation,82,64664,82%,82% reported,edison,2,none,6725,42586,10636,29387,5261,2020-11-11T03:26:23Z,60.03157,D+60,Scott +60,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51740,Portsmouth,43418,23721,28,32,Released separately AFTER election night,86,50359,86%,86% reported,edison,4,unknown,4194,30921,12497,19392,4329,2020-11-11T03:26:24Z,42.43401,D+42,Scott +42,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
51800,Suffolk,32000,20194,18,18,Released as a precinct as first report of the night,99,32398,>98%,>98% reported,edison,2,unknown,5506,19473,12527,14132,6062,2020-11-11T03:26:24Z,21.70625,D+22,Scott +22,democrat,VA-G-H-3-2020-11-03,va-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",332807,167545,7,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,178,202,88% reporting,88%,88,379000,edison,88%,88% reported,edison,democrat,FALSE,2020-11-11T03:26:56Z,TRUE,36.50254,121483,D+37,Scott +37,democrat,"","",3,0,1604464871582
