fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_waltzm,results_curtisc,results_write_ins,results_absentee_waltzm,results_absentee_curtisc,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12035,Flagler,69643,0,25,25,Released as a precinct as first report of the night,98,70729,98%,98% reported,edison,2,unknown,48915,43341,26246,56,0,0,0,2020-11-11T03:26:01Z,24.54662,R+25,Waltz +25,republican,FL-G-H-6-2020-11-03,fl-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",438231,298767,3,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,184,184,100% reporting,100%,94,468000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,21.24587,93106,R+21,Waltz +21,republican,"","",0,0,1604452499040
12069,Lake,48748,45879,27,27,Released as a precinct as first report of the night,100,48673,>98%,>98% reported,edison,6,all,141477,32302,16385,61,30102,15722,55,2020-11-11T03:26:00Z,32.6516,R+33,Waltz +33,republican,FL-G-H-6-2020-11-03,fl-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",438231,298767,3,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,184,184,100% reporting,100%,94,468000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,21.24587,93106,R+21,Waltz +21,republican,"","",0,0,1604452499040
12109,St. Johns,22651,19205,7,7,Released as a separate subtotal as first report of the night,96,23639,96%,96% reported,edison,4,all,121728,14851,7716,84,12143,7042,20,2020-11-11T03:26:01Z,31.49971,R+31,Waltz +31,republican,FL-G-H-6-2020-11-03,fl-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",438231,298767,3,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,184,184,100% reporting,100%,94,468000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,21.24587,93106,R+21,Waltz +21,republican,"","",0,0,1604452499040
12127,Volusia,297189,233683,125,125,Released as a precinct as first report of the night,93,320858,93%,93% reported,edison,4,some,201504,174877,121918,394,129126,104224,333,2020-11-11T03:26:02Z,17.81997,R+18,Waltz +18,republican,FL-G-H-6-2020-11-03,fl-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,solid-rep,6,District 6,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",438231,298767,3,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,184,184,100% reporting,100%,94,468000,edison,94%,94% reported,edison,republican,FALSE,2020-11-11T03:26:32Z,TRUE,21.24587,93106,R+21,Waltz +21,republican,"","",0,0,1604452499040
