fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kahelek,results_akanaj,results_tippensm,results_hoomanawanuij,results_burrusr,results_giuffrej,results_absentee_kahelek,results_absentee_akanaj,results_absentee_tippensm,results_absentee_hoomanawanuij,results_absentee_burrusr,results_absentee_giuffrej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
15001,Hawaii,81981,4344,43,43,Released as a separate subtotal as first report of the night,100,80435,>98%,>98% reported,edison,2,unknown,65965,55721,20868,2467,1750,932,243,1450,2536,150,114,59,35,2020-11-11T03:26:54Z,42.51351,D+43,Kahele +43,democrat,HI-G-H-2-2020-11-03,hi-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-hawaii.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,HI,hawaii,Hawaii,Hawaii,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",271850,15411,4,unknown,Polls close at 12 a.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T05:00:00.000Z,12 a.m.,135,136,99% reporting,99%,99,273000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T03:26:04Z,FALSE,32.17583,87470,D+32,Kahele +32,democrat,"","",0,0,1604483744594
15003,Honolulu,95106,4713,42,42,Released as a separate subtotal as first report of the night,100,94848,>98%,>98% reported,edison,2,unknown,256989,53667,35718,2174,2415,913,219,931,3479,129,102,51,21,2020-11-11T03:26:54Z,18.87263,D+19,Kahele +19,democrat,HI-G-H-2-2020-11-03,hi-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-hawaii.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,HI,hawaii,Hawaii,Hawaii,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",271850,15411,4,unknown,Polls close at 12 a.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T05:00:00.000Z,12 a.m.,135,136,99% reporting,99%,99,273000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T03:26:04Z,FALSE,32.17583,87470,D+32,Kahele +32,democrat,"","",0,0,1604483744594
15007,Kauai,29713,2114,15,16,Released as a separate subtotal as first report of the night,91,32655,91%,91% reported,edison,2,unknown,26194,19875,8229,581,812,181,35,723,1222,75,71,17,6,2020-11-11T03:26:54Z,39.19497,D+39,Kahele +39,democrat,HI-G-H-2-2020-11-03,hi-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-hawaii.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,HI,hawaii,Hawaii,Hawaii,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",271850,15411,4,unknown,Polls close at 12 a.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T05:00:00.000Z,12 a.m.,135,136,99% reporting,99%,99,273000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T03:26:04Z,FALSE,32.17583,87470,D+32,Kahele +32,democrat,"","",0,0,1604483744594
15009,Maui,65050,4240,35,35,Released as a separate subtotal as first report of the night,100,64412,>98%,>98% reported,edison,2,unknown,35440,42135,19113,1547,1467,624,164,1189,2713,154,125,42,17,2020-11-11T03:26:55Z,35.39124,D+35,Kahele +35,democrat,HI-G-H-2-2020-11-03,hi-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-hawaii.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-hawaii.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,HI,hawaii,Hawaii,Hawaii,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",271850,15411,4,unknown,Polls close at 12 a.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T05:00:00.000Z,12 a.m.,135,136,99% reporting,99%,99,273000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T03:26:04Z,FALSE,32.17583,87470,D+32,Kahele +32,democrat,"","",0,0,1604483744594
