fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_de_la_fuenter,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
06001,Alameda,750128,292999,521,521,"Released as first report, then NOT included in cumulative results",100,745863,>98%,>98% reported,edison,2,some,,533518,,,602851,131985,6119,4509,2412,2252,0,250884,37712,1745,1383,704,571,0,2020-11-11T03:26:35Z,62.77142,D+63,Biden +63,democrat,-62.77142,659543,-63.5,595642,-60.69,california,2020-11-11T12:17:28.610187Z
06003,Alpine,736,736,0,5,Other,100,738,>98%,>98% reported,edison,4,unknown,,1050,,,473,238,14,4,2,0,5,473,238,14,4,2,0,5,2020-11-11T03:26:35Z,31.92935,D+32,Biden +32,democrat,-31.92935,602,-19.4,653,-23.43,california,2020-11-11T12:17:28.610187Z
06005,Amador,22358,17849,30,30,Released as a separate subtotal as first report of the night,100,20217,>98%,>98% reported,edison,4,none,,17509,,,8147,13571,349,110,41,64,76,7294,10068,248,84,29,50,76,2020-11-11T03:26:36Z,24.25977,R+24,Trump +24,republican,24.25977,17963,24.9,17649,19.55,california,2020-11-11T12:17:28.610187Z
06007,Butte,99780,0,144,157,Released as a separate subtotal as first report of the night,92,108943,92%,92% reported,edison,2,unknown,,90845,,,49402,47568,1728,495,275,312,0,0,0,0,0,0,0,0,2020-11-11T03:25:53Z,1.83804,D+1.8,Biden +1.8,democrat,-1.83804,97002,3.7,90752,1.99,california,2020-11-11T12:17:28.610187Z
06009,Calaveras,26717,18851,29,29,Merged into voters' home precincts and released with cumulative results,100,26375,>98%,>98% reported,edison,4,some,,23685,,,9845,16287,352,120,44,69,0,8168,10318,208,82,28,47,0,2020-11-11T03:25:54Z,24.11199,R+24,Trump +24,republican,24.11199,23531,23.7,21786,16.96,california,2020-11-11T12:17:28.610187Z
06011,Colusa,7672,0,18,18,None,100,4235,>98%,>98% reported,edison,4,all,,5440,,,3114,4399,79,25,27,28,0,0,0,0,0,0,0,0,2020-11-11T03:26:00Z,16.74922,R+17,Trump +17,republican,16.74922,6697,13.3,6034,21.33,california,2020-11-11T12:17:28.610187Z
06013,Contra Costa,567908,313531,957,957,Released as a separate subtotal as first report of the night,100,531440,>98%,>98% reported,edison,4,all,,393525,,,407639,148623,5970,2551,1231,1868,26,244659,63738,2639,1137,556,802,0,2020-11-11T03:26:01Z,45.6088,D+46,Biden +46,democrat,-45.6088,473014,-43,438226,-35.21,california,2020-11-11T12:17:28.610187Z
06015,Del Norte,11403,0,18,18,Released as a separate subtotal as first report of the night,100,10896,>98%,>98% reported,edison,2,unknown,,8414,,,4656,6434,149,78,33,53,0,0,0,0,0,0,0,0,2020-11-11T03:26:01Z,15.59239,R+16,Trump +16,republican,15.59239,9558,17.3,8770,9.38,california,2020-11-11T12:17:28.610187Z
06017,El Dorado,114824,82534,202,202,Released as a separate subtotal as first report of the night,100,106694,>98%,>98% reported,edison,4,unknown,,102390,,,51157,60967,1854,453,106,229,58,41456,39485,1075,296,68,142,12,2020-11-11T03:26:02Z,8.54351,R+9,Trump +9,republican,8.54351,95149,13.5,88774,17.81,california,2020-11-11T12:17:28.610187Z
06019,Fresno,356245,231358,384,384,Merged into voters' home precincts and released with cumulative results,100,321844,>98%,>98% reported,edison,4,all,,227374,,,188224,160689,3910,1440,640,1101,241,130464,96873,2133,903,375,560,50,2020-11-11T03:26:03Z,7.72923,D+8,Biden +8,democrat,-7.72923,287062,-6,258827,-1.79,california,2020-11-11T12:17:28.610187Z
